participant_id,T1_Intention,SRB1,SRB2,SRB3,SRB4,SRB5,SRB_Mean,S1_Response,S1_Score,S2_Response,S2_Score,S3_Response,S3_Score,S4_Response,S4_Score,S5_Response,S5_Score,Objective_Score_Total,Objective_Score,Intention_Behavior_Gap
P02764,5,4,4,4,4,4,4.0,b,2,b,2,a,0,c,1,a,0,5,5,-0.8511999722507291
P02765,5,5,6,5,7,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.7488000277492706
P02766,3,4,4,5,4,3,4.0,a,0,a,0,a,0,a,0,a,0,0,0,-0.32887099882930837
P02767,3,3,4,4,4,4,3.8,a,0,b,2,a,0,b,2,a,0,4,4,-0.5288709988293085
P02768,3,6,6,7,7,6,6.4,b,2,b,2,b,2,b,2,b,2,10,10,2.071129001170692
P02769,5,5,5,6,4,5,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.14880002774927092
P02770,6,6,6,7,7,6,6.4,b,2,b,2,c,1,b,2,c,1,8,8,1.2876355410385614
P02771,3,5,3,4,4,4,4.0,b,2,c,1,a,0,a,0,c,1,4,4,-0.32887099882930837
P02772,4,4,3,4,4,4,3.8,c,1,a,0,a,0,a,0,b,2,3,3,-0.7900354855400193
P02773,5,5,4,4,4,4,4.2,b,2,a,0,b,2,c,1,a,0,5,5,-0.6511999722507289
P02774,2,3,4,4,3,4,3.6,a,0,a,0,a,0,a,0,a,0,0,0,-0.46770651211859837
P02775,3,6,5,7,5,6,5.8,b,2,b,2,b,2,c,1,b,2,9,9,1.4711290011706915
P02776,6,6,6,5,6,6,5.8,b,2,b,2,b,2,c,1,b,2,9,9,0.6876355410385608
P02777,5,4,4,5,7,5,5.0,c,1,b,2,b,2,b,2,c,1,8,8,0.14880002774927092
P02778,5,4,4,4,5,4,4.2,b,2,a,0,a,0,c,1,a,0,3,3,-0.6511999722507289
P02779,4,5,5,5,6,6,5.4,b,2,b,2,c,1,b,2,c,1,8,8,0.8099645144599812
P02780,4,6,5,6,5,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.8099645144599812
P02781,6,5,6,6,6,4,5.4,b,2,c,1,b,2,b,2,b,2,9,9,0.28763554103856137
P02782,4,5,5,6,5,6,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.8099645144599812
P02783,3,6,5,6,4,5,5.2,b,2,c,1,b,2,b,2,c,1,8,8,0.8711290011706918
P02784,4,4,5,4,5,4,4.4,a,0,b,2,c,1,b,2,a,0,5,5,-0.1900354855400188
P02785,5,5,4,5,4,5,4.6,b,2,c,1,b,2,a,0,a,0,5,5,-0.25119997225072943
P02786,5,5,3,3,6,4,4.2,b,2,c,1,c,1,b,2,b,2,8,8,-0.6511999722507289
P02787,5,5,4,5,4,5,4.6,a,0,b,2,b,2,b,2,b,2,8,8,-0.25119997225072943
P02788,7,4,4,4,4,5,4.2,b,2,b,2,b,2,b,2,a,0,8,8,-1.1735289456721487
P02789,4,5,5,5,6,4,5.0,b,2,b,2,b,2,c,1,b,2,9,9,0.40996451445998083
P02790,5,7,6,6,6,5,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.148800027749271
P02791,2,6,3,5,4,4,4.4,b,2,b,2,c,1,a,0,b,2,7,7,0.3322934878814019
P02792,3,4,4,4,5,4,4.2,a,0,a,0,a,0,a,0,a,0,0,0,-0.1288709988293082
P02793,3,4,4,4,5,4,4.2,a,0,b,2,c,1,a,0,c,1,4,4,-0.1288709988293082
P02794,6,5,3,4,4,4,4.0,c,1,a,0,a,0,b,2,b,2,5,5,-1.112364458961439
P02795,4,5,5,5,5,4,4.8,c,1,b,2,b,2,b,2,b,2,9,9,0.20996451445998066
P02796,4,6,5,4,5,5,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.40996451445998083
P02797,5,6,4,5,5,5,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.14880002774927092
P02798,6,3,2,3,4,4,3.2,a,0,a,0,a,0,c,1,a,0,1,1,-1.9123644589614388
P02799,4,4,4,5,6,3,4.4,b,2,a,0,b,2,b,2,c,1,7,7,-0.1900354855400188
P02800,4,4,5,5,6,5,5.0,b,2,b,2,c,1,b,2,b,2,9,9,0.40996451445998083
P02801,6,5,5,6,5,4,5.0,b,2,c,1,b,2,a,0,b,2,7,7,-0.11236445896143898
P02802,4,5,5,5,6,5,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.609964514459981
P02803,4,4,4,5,5,5,4.6,b,2,b,2,c,1,c,1,b,2,8,8,0.009964514459980478
P02804,6,5,4,5,6,6,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.0876355410385612
P02805,3,5,4,4,4,3,4.0,b,2,c,1,a,0,b,2,b,2,7,7,-0.32887099882930837
P02806,2,4,5,5,5,5,4.8,b,2,b,2,b,2,c,1,b,2,9,9,0.7322934878814014
P02807,3,4,4,4,4,4,4.0,b,2,c,1,b,2,b,2,a,0,7,7,-0.32887099882930837
P02808,6,5,3,4,3,5,4.0,a,0,c,1,a,0,c,1,b,2,4,4,-1.112364458961439
P02809,5,5,4,5,5,4,4.6,c,1,b,2,b,2,b,2,b,2,9,9,-0.25119997225072943
P02810,5,4,4,4,5,4,4.2,b,2,c,1,a,0,b,2,b,2,7,7,-0.6511999722507289
P02811,6,4,5,5,4,5,4.6,a,0,b,2,a,0,b,2,c,1,5,5,-0.5123644589614393
P02812,6,6,6,7,5,5,5.8,b,2,b,2,c,1,b,2,b,2,9,9,0.6876355410385608
P02813,3,4,4,3,4,4,3.8,a,0,a,0,a,0,a,0,b,2,2,2,-0.5288709988293085
P02814,4,4,5,6,6,5,5.2,b,2,b,2,b,2,b,2,a,0,8,8,0.609964514459981
P02815,6,6,7,5,5,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.48763554103856066
P02816,5,6,5,5,5,4,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.14880002774927092
P02817,4,5,5,6,5,4,5.0,b,2,b,2,c,1,b,2,b,2,9,9,0.40996451445998083
P02818,4,5,6,6,6,7,6.0,b,2,b,2,b,2,b,2,c,1,9,9,1.4099645144599808
P02819,4,4,3,3,3,3,3.2,c,1,a,0,b,2,a,0,a,0,3,3,-1.390035485540019
P02820,4,4,5,6,6,4,5.0,b,2,c,1,b,2,c,1,b,2,8,8,0.40996451445998083
P02821,4,3,4,5,3,5,4.0,a,0,c,1,a,0,a,0,b,2,3,3,-0.5900354855400192
P02822,5,7,7,7,7,7,7.0,b,2,b,2,b,2,b,2,b,2,10,10,2.148800027749271
P02823,4,3,4,3,4,4,3.6,c,1,a,0,a,0,b,2,a,0,3,3,-0.9900354855400191
P02824,4,6,7,6,7,6,6.4,c,1,b,2,c,1,b,2,b,2,8,8,1.8099645144599812
P02825,3,3,4,5,4,4,4.0,a,0,b,2,a,0,a,0,b,2,4,4,-0.32887099882930837
P02826,5,5,6,6,7,5,5.8,c,1,c,1,b,2,b,2,c,1,7,7,0.9488000277492707
P02827,4,6,5,5,5,5,5.2,b,2,b,2,b,2,c,1,b,2,9,9,0.609964514459981
P02828,6,6,5,6,5,4,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.0876355410385612
P02829,4,5,4,4,5,3,4.2,b,2,c,1,a,0,b,2,b,2,7,7,-0.390035485540019
P02830,4,4,3,3,5,4,3.8,a,0,c,1,a,0,a,0,a,0,1,1,-0.7900354855400193
P02831,4,4,5,4,5,4,4.4,a,0,c,1,c,1,a,0,a,0,2,2,-0.1900354855400188
P02832,5,3,5,4,5,5,4.4,c,1,c,1,c,1,b,2,c,1,6,6,-0.4511999722507287
P02833,6,4,5,5,4,5,4.6,b,2,c,1,c,1,a,0,b,2,6,6,-0.5123644589614393
P02834,3,6,5,4,6,5,5.2,c,1,b,2,c,1,c,1,a,0,5,5,0.8711290011706918
P02835,6,6,6,7,7,7,6.6,b,2,b,2,b,2,b,2,b,2,10,10,1.4876355410385607
P02836,2,3,3,3,3,2,2.8,a,0,a,0,a,0,a,0,a,0,0,0,-1.2677065121185986
P02837,4,7,6,6,6,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,1.609964514459981
P02838,6,4,6,5,6,6,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.28763554103856137
P02839,4,6,5,5,5,4,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.40996451445998083
P02840,4,5,5,5,4,4,4.6,c,1,b,2,a,0,a,0,a,0,3,3,0.009964514459980478
P02841,6,5,5,6,6,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.28763554103856137
P02842,5,6,6,5,5,5,5.4,b,2,c,1,b,2,b,2,b,2,9,9,0.5488000277492713
P02843,6,4,4,6,5,5,4.8,c,1,b,2,a,0,b,2,a,0,5,5,-0.31236445896143916
P02844,5,3,4,3,3,3,3.2,a,0,a,0,a,0,c,1,a,0,1,1,-1.651199972250729
P02845,4,6,5,6,5,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,1.0099645144599805
P02846,6,4,4,4,5,3,4.0,b,2,b,2,b,2,a,0,a,0,6,6,-1.112364458961439
P02847,4,5,4,5,5,3,4.4,c,1,c,1,a,0,b,2,a,0,4,4,-0.1900354855400188
P02848,2,4,5,3,4,3,3.8,c,1,c,1,c,1,a,0,a,0,3,3,-0.26770651211859864
P02849,6,4,5,5,4,4,4.4,b,2,b,2,c,1,c,1,b,2,8,8,-0.7123644589614386
P02850,3,5,4,4,5,4,4.4,b,2,b,2,b,2,b,2,b,2,10,10,0.07112900117069199
P02851,4,5,5,6,6,5,5.4,a,0,c,1,b,2,c,1,b,2,6,6,0.8099645144599812
P02852,4,4,5,5,5,4,4.6,b,2,b,2,b,2,b,2,c,1,9,9,0.009964514459980478
P02853,6,4,4,4,4,4,4.0,a,0,a,0,b,2,c,1,b,2,5,5,-1.112364458961439
P02854,3,4,3,3,4,4,3.6,a,0,c,1,c,1,b,2,c,1,5,5,-0.7288709988293083
P02855,5,6,5,6,6,5,5.6,b,2,c,1,b,2,b,2,b,2,9,9,0.7488000277492706
P02856,6,4,3,4,6,4,4.2,c,1,b,2,c,1,c,1,c,1,6,6,-0.9123644589614388
P02857,2,4,4,5,6,5,4.8,c,1,a,0,a,0,b,2,c,1,4,4,0.7322934878814014
P02858,5,4,5,5,6,5,5.0,b,2,a,0,b,2,b,2,b,2,8,8,0.14880002774927092
P02859,5,5,5,5,6,4,5.0,c,1,b,2,c,1,b,2,b,2,8,8,0.14880002774927092
P02860,6,4,2,2,3,3,2.8,c,1,a,0,a,0,a,0,a,0,1,1,-2.312364458961439
P02861,4,5,6,6,6,6,5.8,b,2,b,2,b,2,b,2,b,2,10,10,1.2099645144599807
P02862,5,4,4,5,6,5,4.8,b,2,b,2,c,1,b,2,b,2,9,9,-0.05119997225072925
P02863,5,5,5,4,5,4,4.6,b,2,b,2,b,2,c,1,b,2,9,9,-0.25119997225072943
P02864,7,6,6,6,5,7,6.0,b,2,b,2,b,2,b,2,b,2,10,10,0.6264710543278511
P02865,4,6,3,4,4,5,4.4,c,1,b,2,b,2,b,2,c,1,8,8,-0.1900354855400188
P02866,5,5,5,5,5,4,4.8,b,2,b,2,c,1,b,2,b,2,9,9,-0.05119997225072925
P02867,3,4,4,5,3,4,4.0,a,0,c,1,c,1,a,0,a,0,2,2,-0.32887099882930837
P02868,5,5,5,5,4,4,4.6,b,2,c,1,c,1,b,2,c,1,7,7,-0.25119997225072943
P02869,2,4,5,5,6,5,5.0,c,1,b,2,b,2,c,1,b,2,8,8,0.9322934878814015
P02870,5,5,4,6,6,5,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.3488000277492711
P02871,4,4,4,5,4,3,4.0,c,1,b,2,b,2,a,0,b,2,7,7,-0.5900354855400192
P02872,6,4,4,4,3,4,3.8,a,0,c,1,a,0,b,2,a,0,3,3,-1.3123644589614392
P02873,7,6,6,6,7,6,6.2,b,2,c,1,b,2,b,2,c,1,8,8,0.8264710543278513
P02874,6,5,5,6,5,5,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.0876355410385612
P02875,3,3,4,4,4,4,3.8,a,0,a,0,c,1,a,0,b,2,3,3,-0.5288709988293085
P02876,5,5,5,4,5,4,4.6,b,2,c,1,a,0,b,2,b,2,7,7,-0.25119997225072943
P02877,4,2,4,3,4,3,3.2,a,0,a,0,c,1,a,0,a,0,1,1,-1.390035485540019
P02878,6,4,5,4,5,4,4.4,c,1,b,2,b,2,c,1,b,2,8,8,-0.7123644589614386
P02879,3,5,4,4,5,4,4.4,a,0,a,0,b,2,b,2,a,0,4,4,0.07112900117069199
P02880,4,6,5,6,5,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,1.0099645144599805
P02881,4,4,6,4,6,4,4.8,b,2,b,2,b,2,a,0,b,2,8,8,0.20996451445998066
P02882,6,5,6,4,5,4,4.8,c,1,b,2,c,1,b,2,c,1,7,7,-0.31236445896143916
P02883,5,5,3,6,4,4,4.4,b,2,b,2,b,2,c,1,c,1,8,8,-0.4511999722507287
P02884,4,3,4,4,4,3,3.6,b,2,b,2,a,0,b,2,a,0,6,6,-0.9900354855400191
P02885,6,4,5,3,4,4,4.0,a,0,c,1,a,0,b,2,c,1,4,4,-1.112364458961439
P02886,3,3,4,3,3,3,3.2,c,1,a,0,a,0,a,0,a,0,1,1,-1.1288709988293082
P02887,4,4,5,5,4,4,4.4,b,2,c,1,a,0,b,2,a,0,5,5,-0.1900354855400188
P02888,6,3,3,5,5,5,4.2,b,2,a,0,a,0,a,0,b,2,4,4,-0.9123644589614388
P02889,3,4,4,4,4,4,4.0,a,0,c,1,c,1,c,1,a,0,3,3,-0.32887099882930837
P02890,5,6,6,5,5,4,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.3488000277492711
P02891,5,6,6,5,6,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.7488000277492706
P02892,2,6,4,6,6,6,5.6,b,2,b,2,b,2,b,2,c,1,9,9,1.5322934878814012
P02893,4,5,4,6,4,4,4.6,b,2,b,2,b,2,b,2,c,1,9,9,0.009964514459980478
P02894,4,6,6,6,6,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.4099645144599808
P02895,4,6,7,6,7,5,6.2,c,1,c,1,b,2,b,2,b,2,8,8,1.609964514459981
P02896,7,6,4,5,5,5,5.0,b,2,c,1,a,0,b,2,b,2,7,7,-0.3735289456721489
P02897,5,4,6,5,5,5,5.0,c,1,a,0,a,0,a,0,b,2,3,3,0.14880002774927092
P02898,6,4,5,5,5,4,4.6,b,2,b,2,c,1,b,2,b,2,9,9,-0.5123644589614393
P02899,1,2,2,3,3,1,2.2,a,0,a,0,a,0,a,0,a,0,0,0,-1.6065420254078884
P02900,4,4,4,5,4,4,4.2,c,1,c,1,a,0,b,2,b,2,6,6,-0.390035485540019
P02901,4,5,3,5,5,4,4.4,c,1,c,1,b,2,b,2,b,2,8,8,-0.1900354855400188
P02902,4,6,5,6,7,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.4099645144599808
P02903,3,4,3,4,4,4,3.8,c,1,a,0,b,2,a,0,b,2,5,5,-0.5288709988293085
P02904,6,5,6,7,6,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,0.887635541038561
P02905,2,2,3,3,3,3,2.8,a,0,a,0,a,0,a,0,a,0,0,0,-1.2677065121185986
P02906,3,4,3,5,5,4,4.2,b,2,b,2,b,2,b,2,b,2,10,10,-0.1288709988293082
P02907,5,4,4,3,5,3,3.8,b,2,b,2,a,0,a,0,b,2,6,6,-1.0511999722507293
P02908,7,6,6,7,6,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,0.8264710543278513
P02909,6,6,6,7,6,6,6.2,b,2,b,2,b,2,c,1,b,2,9,9,1.0876355410385612
P02910,7,6,4,4,6,5,5.0,b,2,b,2,b,2,b,2,b,2,10,10,-0.3735289456721489
P02911,3,4,6,3,5,4,4.4,b,2,c,1,c,1,b,2,c,1,7,7,0.07112900117069199
P02912,4,5,5,7,7,7,6.2,b,2,b,2,b,2,c,1,b,2,9,9,1.609964514459981
P02913,6,5,5,5,6,4,5.0,b,2,b,2,c,1,b,2,b,2,9,9,-0.11236445896143898
P02914,5,4,4,5,5,5,4.6,c,1,b,2,b,2,b,2,b,2,9,9,-0.25119997225072943
P02915,3,5,5,5,6,5,5.2,b,2,b,2,c,1,b,2,b,2,9,9,0.8711290011706918
P02916,6,5,4,4,5,4,4.4,b,2,b,2,b,2,b,2,c,1,9,9,-0.7123644589614386
P02917,7,7,7,6,6,6,6.4,b,2,b,2,b,2,b,2,b,2,10,10,1.0264710543278515
P02918,5,5,4,5,4,5,4.6,a,0,c,1,c,1,a,0,b,2,4,4,-0.25119997225072943
P02919,6,7,6,7,7,6,6.6,b,2,b,2,b,2,b,2,b,2,10,10,1.4876355410385607
P02920,7,4,7,6,6,4,5.4,c,1,b,2,b,2,b,2,b,2,9,9,0.026471054327851462
P02921,4,5,4,2,4,4,3.8,b,2,b,2,a,0,c,1,a,0,5,5,-0.7900354855400193
P02922,7,5,5,4,5,5,4.8,b,2,c,1,b,2,b,2,c,1,8,8,-0.5735289456721491
P02923,5,4,4,5,4,3,4.0,c,1,c,1,a,0,a,0,c,1,3,3,-0.8511999722507291
P02924,2,1,1,2,3,2,1.8,a,0,a,0,a,0,a,0,a,0,0,0,-2.2677065121185986
P02925,5,6,4,6,5,5,5.2,b,2,b,2,b,2,c,1,c,1,8,8,0.3488000277492711
P02926,5,4,4,4,4,4,4.0,c,1,b,2,b,2,c,1,a,0,6,6,-0.8511999722507291
P02927,5,4,4,3,4,4,3.8,c,1,a,0,a,0,a,0,a,0,1,1,-1.0511999722507293
P02928,6,4,5,5,6,4,4.8,c,1,b,2,b,2,b,2,b,2,9,9,-0.31236445896143916
P02929,7,5,6,6,6,5,5.6,b,2,b,2,b,2,b,2,c,1,9,9,0.22647105432785075
P02930,5,5,4,5,4,4,4.4,b,2,b,2,b,2,b,2,b,2,10,10,-0.4511999722507287
P02931,2,5,4,4,5,4,4.4,b,2,a,0,b,2,c,1,b,2,7,7,0.3322934878814019
P02932,6,4,5,4,3,5,4.2,a,0,b,2,b,2,b,2,b,2,8,8,-0.9123644589614388
P02933,6,6,6,5,4,5,5.2,b,2,b,2,c,1,b,2,b,2,9,9,0.0876355410385612
P02934,6,5,5,5,6,5,5.2,b,2,b,2,b,2,b,2,c,1,9,9,0.0876355410385612
P02935,6,5,5,6,5,6,5.4,b,2,b,2,b,2,c,1,c,1,8,8,0.28763554103856137
P02936,4,5,5,5,4,5,4.8,b,2,c,1,b,2,b,2,b,2,9,9,0.20996451445998066
P02937,6,4,5,5,5,4,4.6,b,2,b,2,b,2,c,1,a,0,7,7,-0.5123644589614393
P02938,4,3,4,3,3,3,3.2,c,1,c,1,a,0,a,0,a,0,2,2,-1.390035485540019
P02939,7,7,6,6,6,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,0.8264710543278513
P02940,5,5,6,6,7,5,5.8,b,2,b,2,c,1,b,2,c,1,8,8,0.9488000277492707
P02941,7,7,7,6,7,6,6.6,b,2,b,2,b,2,b,2,b,2,10,10,1.2264710543278508
P02942,4,3,3,2,4,4,3.2,a,0,c,1,a,0,a,0,a,0,1,1,-1.390035485540019
P02943,5,7,6,5,7,7,6.4,c,1,b,2,b,2,b,2,b,2,9,9,1.5488000277492713
P02944,7,5,4,6,6,5,5.2,b,2,b,2,b,2,b,2,c,1,9,9,-0.17352894567214872
P02945,7,7,6,6,7,6,6.4,b,2,b,2,b,2,b,2,b,2,10,10,1.0264710543278515
P02946,4,6,6,5,6,5,5.6,b,2,b,2,b,2,b,2,c,1,9,9,1.0099645144599805
P02947,7,4,4,6,5,6,5.0,b,2,b,2,c,1,c,1,b,2,8,8,-0.3735289456721489
P02948,3,6,5,6,5,4,5.2,b,2,b,2,c,1,b,2,b,2,9,9,0.8711290011706918
P02949,5,4,7,7,6,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.148800027749271
P02950,4,7,6,5,6,4,5.6,b,2,a,0,b,2,b,2,b,2,8,8,1.0099645144599805
P02951,7,3,4,3,5,4,3.8,a,0,a,0,a,0,a,0,a,0,0,0,-1.573528945672149
P02952,4,5,5,6,6,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,1.0099645144599805
P02953,5,5,5,5,6,6,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.5488000277492713
P02954,7,3,4,3,5,3,3.6,a,0,a,0,c,1,a,0,a,0,1,1,-1.7735289456721488
P02955,3,3,2,2,3,3,2.6,a,0,a,0,a,0,a,0,a,0,0,0,-1.7288709988293083
P02956,4,4,4,4,5,5,4.4,b,2,b,2,c,1,c,1,c,1,7,7,-0.1900354855400188
P02957,4,5,4,4,3,5,4.2,a,0,a,0,b,2,a,0,a,0,2,2,-0.390035485540019
P02958,4,5,4,5,4,4,4.4,b,2,c,1,a,0,a,0,b,2,5,5,-0.1900354855400188
P02959,5,3,3,4,4,3,3.4,a,0,a,0,a,0,a,0,a,0,0,0,-1.4511999722507292
P02960,4,4,5,4,5,3,4.2,b,2,c,1,a,0,a,0,a,0,3,3,-0.390035485540019
P02961,4,4,3,3,4,3,3.4,b,2,b,2,b,2,c,1,c,1,8,8,-1.1900354855400193
P02962,3,4,4,3,4,5,4.0,b,2,a,0,b,2,b,2,b,2,8,8,-0.32887099882930837
P02963,6,6,5,6,5,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.48763554103856066
P02964,4,4,4,4,5,5,4.4,b,2,b,2,b,2,c,1,a,0,7,7,-0.1900354855400188
P02965,4,4,3,4,4,4,3.8,a,0,a,0,b,2,b,2,a,0,4,4,-0.7900354855400193
P02966,5,5,5,5,6,5,5.2,b,2,b,2,b,2,b,2,c,1,9,9,0.3488000277492711
P02967,5,2,3,5,4,3,3.4,a,0,b,2,c,1,b,2,a,0,5,5,-1.4511999722507292
P02968,3,3,4,3,4,3,3.4,a,0,a,0,c,1,a,0,a,0,1,1,-0.9288709988293085
P02969,3,4,3,2,4,2,3.0,b,2,a,0,b,2,c,1,a,0,5,5,-1.3288709988293084
P02970,1,5,4,5,6,5,5.0,b,2,b,2,a,0,b,2,b,2,8,8,1.1934579745921114
P02971,5,5,5,5,6,7,5.6,b,2,c,1,b,2,c,1,b,2,8,8,0.7488000277492706
P02972,5,5,4,3,4,3,3.8,c,1,b,2,a,0,c,1,b,2,6,6,-1.0511999722507293
P02973,4,4,6,5,5,4,4.8,b,2,a,0,c,1,b,2,b,2,7,7,0.20996451445998066
P02974,6,5,6,5,5,6,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.28763554103856137
P02975,7,7,5,6,7,5,6.0,c,1,b,2,b,2,b,2,b,2,9,9,0.6264710543278511
P02976,5,4,4,5,4,3,4.0,b,2,b,2,b,2,b,2,b,2,10,10,-0.8511999722507291
P02977,6,6,6,6,5,6,5.8,b,2,b,2,b,2,b,2,b,2,10,10,0.6876355410385608
P02978,3,4,5,4,5,5,4.6,c,1,b,2,b,2,b,2,c,1,8,8,0.2711290011706913
P02979,5,5,6,4,5,5,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.14880002774927092
P02980,5,5,6,6,7,6,6.0,c,1,b,2,b,2,b,2,b,2,9,9,1.148800027749271
P02981,5,5,6,7,6,5,5.8,b,2,b,2,b,2,b,2,b,2,10,10,0.9488000277492707
P02982,6,4,4,5,5,4,4.4,c,1,b,2,b,2,b,2,b,2,9,9,-0.7123644589614386
P02983,3,4,4,4,4,3,3.8,a,0,c,1,a,0,c,1,a,0,2,2,-0.5288709988293085
P02984,3,6,4,5,6,4,5.0,b,2,b,2,b,2,b,2,c,1,9,9,0.6711290011706916
P02985,5,4,4,4,4,4,4.0,c,1,c,1,a,0,b,2,c,1,5,5,-0.8511999722507291
P02986,4,5,3,5,5,4,4.4,a,0,c,1,c,1,c,1,a,0,3,3,-0.1900354855400188
P02987,6,3,2,4,3,4,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-1.9123644589614388
P02988,5,4,6,4,5,5,4.8,a,0,a,0,c,1,c,1,b,2,4,4,-0.05119997225072925
P02989,2,3,3,3,5,3,3.4,c,1,a,0,a,0,a,0,a,0,1,1,-0.6677065121185985
P02990,4,4,4,4,4,5,4.2,b,2,c,1,c,1,c,1,b,2,7,7,-0.390035485540019
P02991,5,7,6,5,7,7,6.4,b,2,b,2,b,2,b,2,b,2,10,10,1.5488000277492713
P02992,3,3,4,3,3,4,3.4,b,2,a,0,c,1,a,0,a,0,3,3,-0.9288709988293085
P02993,3,3,3,3,2,4,3.0,a,0,a,0,a,0,a,0,b,2,2,2,-1.3288709988293084
P02994,6,5,5,5,6,5,5.2,b,2,b,2,b,2,b,2,a,0,8,8,0.0876355410385612
P02995,3,5,3,5,4,4,4.2,b,2,b,2,a,0,a,0,b,2,6,6,-0.1288709988293082
P02996,5,4,5,4,4,4,4.2,b,2,b,2,b,2,b,2,b,2,10,10,-0.6511999722507289
P02997,5,5,5,5,6,4,5.0,b,2,c,1,c,1,b,2,b,2,8,8,0.14880002774927092
P02998,4,5,5,4,4,4,4.4,c,1,a,0,b,2,c,1,c,1,5,5,-0.1900354855400188
P02999,3,2,4,3,2,3,2.8,a,0,a,0,a,0,a,0,c,1,1,1,-1.5288709988293085
P03000,6,4,4,3,4,3,3.6,c,1,b,2,b,2,a,0,b,2,7,7,-1.512364458961439
P03001,6,7,5,6,6,4,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.48763554103856066
P03002,5,6,6,5,6,6,5.8,b,2,b,2,b,2,b,2,a,0,8,8,0.9488000277492707
P03003,5,5,5,5,6,5,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.3488000277492711
P03004,5,4,5,4,4,5,4.4,c,1,b,2,a,0,c,1,b,2,6,6,-0.4511999722507287
P03005,5,5,2,3,3,3,3.2,a,0,a,0,b,2,a,0,a,0,2,2,-1.651199972250729
P03006,4,5,5,5,6,5,5.2,b,2,b,2,b,2,c,1,b,2,9,9,0.609964514459981
P03007,3,4,5,5,5,5,4.8,b,2,b,2,b,2,b,2,b,2,10,10,0.47112900117069145
P03008,4,3,3,4,5,4,3.8,c,1,c,1,b,2,b,2,a,0,6,6,-0.7900354855400193
P03009,2,4,3,3,4,3,3.4,a,0,a,0,a,0,a,0,a,0,0,0,-0.6677065121185985
P03010,5,6,5,6,5,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.7488000277492706
P03011,5,4,5,6,4,5,4.8,b,2,b,2,b,2,b,2,b,2,10,10,-0.05119997225072925
P03012,4,2,3,3,4,3,3.0,a,0,a,0,a,0,a,0,a,0,0,0,-1.5900354855400192
P03013,6,5,5,4,5,5,4.8,b,2,b,2,b,2,b,2,b,2,10,10,-0.31236445896143916
P03014,4,2,3,4,2,3,2.8,c,1,a,0,a,0,a,0,c,1,2,2,-1.7900354855400193
P03015,7,6,6,6,5,6,5.8,b,2,c,1,b,2,b,2,b,2,9,9,0.42647105432785093
P03016,6,6,5,6,6,4,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.28763554103856137
P03017,4,3,4,4,4,4,3.8,c,1,b,2,a,0,c,1,b,2,6,6,-0.7900354855400193
P03018,5,6,6,6,6,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.148800027749271
P03019,5,3,4,2,3,3,3.0,a,0,a,0,b,2,a,0,a,0,2,2,-1.851199972250729
P03020,2,5,5,5,4,4,4.6,b,2,b,2,b,2,c,1,b,2,9,9,0.5322934878814012
P03021,3,4,5,5,4,4,4.4,c,1,c,1,b,2,b,2,c,1,7,7,0.07112900117069199
P03022,4,3,3,2,3,2,2.6,b,2,a,0,a,0,a,0,a,0,2,2,-1.990035485540019
