anode_material,cathode_material,tab_thickness_um,surface_finish,welding_technique,power_w,amplitude_um,force_n,time_ms,speed_mm_s,pulse_frequency_hz,preheat_temp_c,material_compatibility,weld_strength_mpa,contact_resistance_ohm,weld_width_mm,penetration_depth_mm,porosity_percent,thermal_cycles_to_failure,resistance_degradation_rate,strength_retention_percent,primary_failure_mode
Cu,Steel,490.2531047584625,Anodized,Friction_Stir,831.2097596104992,70.30935563215084,3981.6961534501356,897.4517170950027,24.17476402885912,978.1456379576176,188.57673724144806,0.4415,263.7414178817333,0.0003407143361470253,2.2221769966663834,0.12134573631096866,0.036432332610835505,1404.1669800553118,5.1039356397049355e-05,0.45219251705593594,Thermal_Fatigue
Ti,Al,246.81337828329987,Anodized,Laser,4701.263680415772,48.9492560390074,1281.041508019971,784.3406925607692,17.367080473289978,345.4851540411557,79.12774898731446,0.281,266.4702016329881,0.0007515932347718854,2.3984455093060317,0.2541581408276964,0.05305924799248348,749.9258526388807,6.97351508520283e-05,0.2663587859989645,Thermal_Fatigue
Ti,Steel,262.3277587301874,Anodized,USW,3520.9644157027788,20.102981308011643,4411.22935773149,866.274793719836,19.131395312871994,145.55766500069478,111.06036425442066,0.888,1966.820973593541,0.0003640843311343153,2.6883992535089374,0.21244525324089453,0.04301619026798011,15354.986927134083,1.047330916904002e-05,0.8577218003348916,Delamination
Steel,Ti,274.36911457865693,Coated,Friction_Stir,2115.3010529073244,44.66676611391652,452.2386177316778,662.6583586235416,19.156145218075185,38.28163399418326,284.6288601232476,0.888,405.67939410344053,0.0010519618242312515,2.9241577545402846,0.18466129577795434,0.027666980438533526,3668.8642445198734,1.1579987545047296e-05,0.9702692766414424,Delamination
Cu,Steel,447.846810326695,Anodized,USW,4128.80033915913,68.55415018101644,1775.6895698713918,523.4197184638931,44.177337252879234,310.11351774735573,263.9051843186118,0.4415,132.26001327794495,0.0005372164622924948,2.30074209793788,0.16162492104583,0.07712290662345186,385.2925230226516,5.427841335066199e-05,0.36366014864509355,Thermal_Fatigue
Ti,Al,321.76772797338947,Polished,Electron_Beam,1158.2011066590953,97.19327830222603,2369.59731606612,78.85883026860004,25.41496385174743,821.2418158214147,142.40508679038948,0.281,102.73604664096551,0.00022056032833100365,0.27523862964458745,0.11499942854213534,0.030697465462103016,291.72097110245556,5.95105287558002e-05,0.26397701450183014,Thermal_Fatigue
Cu,Steel,362.15466640336496,Anodized,Laser,4662.357067320984,52.54186272767208,431.9028308744115,836.5534390116,13.389209818444234,246.68792659613501,109.80777556615995,0.4415,53.93913294739216,0.0010652101543524549,2.4531639208126568,0.3379429162183922,0.04993066730018525,257.35912479306126,5.1077452516778015e-05,0.45600258211708045,Mechanical_Fatigue
Cu,Cu,225.2360941470968,Coated,Electron_Beam,3515.286872307602,72.31710214831652,2941.232064888219,249.59063255998498,39.8326746167309,599.1129558749413,182.07716099551135,1.0,126.38441043963856,0.0002598026929518223,0.8825680496684677,0.11534024723035657,0.01712433122306295,1372.2273450811533,0.0,0.9577024344184794,Mechanical_Fatigue
Steel,Al,63.08942836503846,Rough,Friction_Stir,2841.945140939848,27.58230975940508,2840.9767836213923,46.294383269043,22.728877059531683,989.1268554200531,233.6311360477405,0.393,33.46575097751193,0.0002576864617895085,0.9191747312847579,0.09034005462074737,0.03550731495042235,154.87701532378446,8.507408849757933e-05,0.40476941308582176,Mechanical_Fatigue
Cu,Ni,468.93781140927996,Polished,Friction_Stir,3993.7773986463076,66.12700336620969,4961.6946170501,523.8804681366862,8.122422110472499,344.2457313616331,74.38901183823353,0.505,221.02172419404098,0.0001199800414291957,3.467708354306553,0.48863704668497276,0.03239064684347287,1420.1251599484917,3.977911894543459e-05,0.5464912958722354,Thermal_Fatigue
Al,Steel,477.1074564123829,Coated,USW,3259.4268089832763,31.51494099163153,3146.1536136609798,636.1904801384269,49.92641775683182,616.3739228383275,273.9303898585151,0.393,182.1588884944175,0.00031950182396013545,2.4067010598255845,0.12953625377994227,0.0832030433304143,518.8268934072331,6.904692161557096e-05,0.3482398773740265,Thermal_Fatigue
Al,Cu,477.118874006623,Plated,Friction_Stir,4446.835447551363,27.83206469041711,2047.9738164130808,665.2130873882213,2.3405320335833872,599.928046064166,72.51109289851524,0.6234999999999999,112.87488145982348,0.0002020336381698549,3.982011187599082,0.7462582630468635,0.02872341327059536,919.789526824163,2.802455265785834e-05,0.7017600399100183,Mechanical_Fatigue
Ni,Ti,474.65918899102246,Rough,USW,4162.848034364668,55.829850550306,3971.905752919676,673.0186316399102,35.75246052495207,594.7037820928565,190.82916395386667,0.8245,1439.014845226726,0.0002202678241168698,2.5267886853544494,0.17682265708006045,0.0550189850204645,9160.355569664705,2.194446228817586e-05,0.7518924791264704,Delamination
Steel,Ti,416.85887348130245,Anodized,Resistance_Spot,1069.3694746998162,29.049786769023996,1741.3383204506265,657.1851695890293,42.53026767479529,953.4350859551583,173.9558444541244,0.888,1055.7320165008948,0.0006797514080686305,1.6730629576540632,0.07688299014838366,0.07128628933311046,5314.8377890457305,1.0998671959343623e-05,0.7192646609881491,Delamination
Ni,Steel,358.0682225523471,Coated,Friction_Stir,1274.3526226674053,74.91947745018052,2711.0564064254304,810.1102206403029,18.33685216320471,786.1437349510771,112.10352250375323,0.9365,621.3743651315891,0.0003795277966812405,2.37862520210322,0.1550292967670772,0.026517554388499148,7619.3313485885665,6.5267506536087215e-06,1.0377534787706502,Delamination
Al,Ti,430.0294632202785,Plated,Electron_Beam,418.9773275006531,94.36029318697041,371.8010732867818,771.6679928594144,8.709826119480807,9.811585669805423,177.19207121461542,0.281,92.02110456951884,0.0005593814838320502,0.536230157145263,0.14798754548694748,0.030185707191333105,293.91015190883337,5.259194297025495e-05,0.27334306701233535,Thermal_Fatigue
Ni,Ni,320.2458075504663,Coated,Electron_Beam,1178.9746941467322,45.42418921552614,1681.0622948836192,814.7056873319485,22.391341457655855,28.875044128900427,266.42045709852505,1.0,449.60587071175956,0.0004750902381583286,0.9777381052593584,0.1226775025921081,0.017615065686176618,4027.4629129924474,0.0,1.0578603851328172,Delamination
Steel,Al,110.46632625141063,Anodized,USW,1783.09543819686,39.0215263084054,2687.729272294571,465.65951794458425,24.64138115845591,40.99984220628258,112.52722616567283,0.393,157.02086940169832,0.0005072248410297124,1.3785945221375413,0.07822122604931435,0.0648373944827707,491.10112482872665,5.976961529530577e-05,0.387411811715855,Thermal_Fatigue
Steel,Cu,226.04817426863946,Coated,Resistance_Spot,241.25404034521634,25.829640424243838,3541.328279253415,72.19055839552698,49.98547231602636,365.23664501000206,267.8700195802564,0.4415,57.113855007558314,0.0002682989084548765,0.2549569167615703,0.024912798079188257,0.10091911727258139,146.20307713726734,5.966020727261386e-05,0.3383558367209391,Mechanical_Fatigue
Cu,Steel,487.08271038782186,Plated,Friction_Stir,1643.3164764320081,45.13567848287458,585.2606728152675,643.1805019005442,1.953817926190399,440.1939542130617,37.54779465668412,0.4415,64.02198770315584,0.00045914723651846754,2.4216354525583768,0.5069254215952654,0.03451069154278126,407.70927473284405,4.1567049280315346e-05,0.4940552507530613,Mechanical_Fatigue
Ti,Ti,208.01201611804535,Coated,Laser,3880.5746239737723,60.36706814788512,4006.2149728051927,218.11260020773963,33.138313249372914,807.4016225014343,169.4529569312717,1.0,1612.4687861971763,0.0003170988891997317,1.1858623634448242,0.12110414036593238,0.037069771311509146,15697.087032168982,0.0,1.0168491649871831,Delamination
Cu,Al,440.5225611791163,Polished,Laser,4217.605230266714,43.56724716937653,4510.779034591196,860.9263410811312,40.41798519177848,636.6550000522317,102.02218697104036,0.6234999999999999,218.8750492294991,0.00012051618069391996,2.496887507572209,0.1688092368489559,0.04688044970683002,1343.4908911537898,3.119064638002921e-05,0.6562156890253866,Thermal_Fatigue
Steel,Ni,91.9451618486913,Polished,Electron_Beam,143.47912093837425,66.07685966489962,1477.0821112493613,724.4490625714709,31.2773013261629,999.9759982699727,280.4998509923664,0.9365,390.47917165780643,0.000300586564196202,0.3368556965788419,0.017259074231413186,0.02009515415323331,3604.9962234388113,5.195736089529666e-06,0.9517901236151002,Delamination
Al,Ti,200.3827290689613,Anodized,Friction_Stir,135.02048751924016,69.61810734578913,3850.19824584309,768.211184490309,31.866640109639818,794.2469488471282,33.20170859203791,0.281,493.3210435220226,0.0003448396481554653,0.6966750608836134,0.025224005584921303,0.03273285651264323,1806.9147251267152,7.031150599377574e-05,0.28926067898767066,Thermal_Fatigue
Al,Ti,207.92899612732083,Plated,Laser,816.9048304299055,18.80466058132708,983.7076066874021,293.55798835242695,43.89023224362443,873.616444297292,25.241675816791798,0.281,123.74039155212616,0.000401790810334432,0.6020300926503093,0.0458251455659041,0.05524740644130957,418.9141584905701,5.030205459662789e-05,0.2687137141348207,Thermal_Fatigue
Cu,Cu,73.22114439904107,Plated,USW,4375.62759759557,72.80044354086509,2664.7377716077785,636.7235616452824,28.693351760064697,182.80071880676928,246.6765790519308,1.0,177.68060317580117,0.00019550553201650171,2.655555516423024,0.088459194762773,0.046295416938999516,1201.4188848349577,0.0,0.8794327156590133,Delamination
Steel,Ni,103.59244858403974,Plated,Friction_Stir,2399.4624505485335,91.02857778205046,4008.413288853165,532.8030980738604,44.1976822161075,641.7861789753579,227.09630809501385,0.9365,641.4124324395339,0.0001605635479689469,2.658879892655196,0.05985476999092357,0.0250732036427381,6781.939158954089,4.498409002293518e-06,0.9725545963414994,Delamination
Al,Ni,136.92434500479695,Plated,Electron_Beam,4916.220173223106,12.362693374855748,1993.8092593344481,275.76734607918536,11.299107565407173,149.86671046058805,63.4268653739354,0.4565,101.07918092443545,0.0002452034286320515,1.0741373984547797,0.23838126414144478,0.022677559603113285,529.1392087012813,3.7462146785110415e-05,0.47577778188005865,Mechanical_Fatigue
Steel,Steel,427.01701586455084,Plated,Resistance_Spot,4447.924182257327,59.62169895389735,228.8712349902225,814.1033706050798,26.29000928993189,675.2968762425388,283.7773615162608,1.0,115.95332468154793,0.0007056513209720103,3.276001033137217,0.24896848008713293,0.057323146255853705,604.106483801824,0.0,0.8160831307919675,Mechanical_Fatigue
Al,Cu,78.53089547291287,Rough,USW,4461.627756017895,64.34869363782394,2745.8401385495054,554.4588310463848,2.6462058653125866,809.8485937879246,264.6751868326549,0.6234999999999999,132.15020163753738,0.00024188225520994228,2.4080246053977694,0.3017223243624905,0.06382013296929451,521.8184786901343,4.5146167516971714e-05,0.5529636956091787,Mechanical_Fatigue
Steel,Steel,184.41540560497424,Coated,USW,729.5345164509736,73.88338015633288,4239.02937721362,198.8803734999539,40.37069101323915,300.96982148285207,88.02236765009685,1.0,468.0112224568726,0.00027664501532372564,0.6116146111198952,0.04807642715132824,0.03988622866019397,4106.608998299621,0.0,0.8342231309968885,Delamination
Ni,Cu,54.57875116517038,Plated,Friction_Stir,2428.6238111422713,44.71917974192054,630.8041488415082,312.19465412638397,39.08694327829918,168.04767181889466,211.63815890791219,0.505,48.70998939975815,0.0004476664423057916,2.155462127297391,0.04454944523552258,0.03565709286593857,294.8513703420626,3.8214922457730275e-05,0.5589552581907815,Mechanical_Fatigue
Steel,Ni,363.0324854313611,Polished,Resistance_Spot,4968.593926858292,83.6839285171169,245.24287049830383,234.83638465579887,27.412955291495066,238.17393701609475,139.98910932636093,0.9365,54.395716814043,0.0005961459156174767,2.0382257075753927,0.24271938074373023,0.05750921339523192,339.0636791145017,5.49172006767289e-06,0.769932391073125,Mechanical_Fatigue
Steel,Cu,329.1363905195209,Coated,USW,830.3167282760543,58.59068196125661,4064.2998023244727,319.2759212943273,20.395333113977678,811.1285775020172,177.00787994840587,0.4415,161.70633319598352,0.00023545585924456997,0.8287424049130576,0.11062794820880209,0.07919591696047333,537.5513760058103,6.066213859236498e-05,0.4051851456493689,Thermal_Fatigue
Cu,Cu,340.2420179239138,Anodized,Resistance_Spot,2913.7439227291534,46.804294140751,1408.9496354896432,196.2875006634106,19.135492738513523,547.5129209383548,241.48677902449808,1.0,66.86294665952678,0.0005812765247437202,1.4351182244610172,0.22670518233724649,0.05791292761275079,380.1991257301899,0.0,0.7358320935049014,Mechanical_Fatigue
Ni,Cu,218.47225312157843,Anodized,Electron_Beam,1786.9719605701155,74.73310261629108,1885.2841581205314,377.4275082213418,10.854349157379602,536.9271682773331,196.61928861993798,0.505,119.30776834869874,0.0005260518597218652,0.794357942589096,0.17632141726053052,0.02452611506695989,629.5608521302079,4.581876516749148e-05,0.5649899774546916,Mechanical_Fatigue
Ti,Al,143.72051957040605,Plated,USW,2000.5048860997406,93.46379784447585,526.2119465325395,697.0433383647104,21.966575598609726,577.1850780795432,46.34899934743754,0.281,124.3508131715758,0.0005160191685650241,1.7506534390938293,0.10532199437472853,0.0765049366718624,292.85408853828955,5.4359699357620534e-05,0.23448629372267138,Thermal_Fatigue
Cu,Al,374.14409597871503,Rough,Laser,4464.883269798455,83.08014793997211,573.4330236798896,959.7064349955396,15.891553987341032,492.81733821884944,189.7248392475014,0.6234999999999999,55.33207467196719,0.0005745431981621236,2.6889717654169902,0.3164480217167743,0.052208406052619824,338.4470149199211,4.298093436133955e-05,0.6493989901038064,Mechanical_Fatigue
Ti,Ni,415.0030427333128,Rough,Electron_Beam,2980.722589042187,93.75983001895547,3111.262448888432,218.4306969113793,29.30590916544537,863.5313384507169,71.92286731351675,0.8245,735.6770789432645,0.00027174274543800473,0.7438231083844822,0.18320119494430756,0.017914852604464456,6724.918444039322,2.3038678116297376e-05,0.8570104173025688,Delamination
Al,Cu,112.37067414419079,Coated,Electron_Beam,3818.004308005146,33.934128582718834,2805.925281797815,306.8313126464638,39.537682260661775,507.93942821286777,144.81737454892988,0.6234999999999999,91.33575117565972,0.00030548390414330656,1.0005970030840758,0.08888152497977174,0.0243434171701074,652.8115601044041,3.838153886842577e-05,0.6841143732932793,Mechanical_Fatigue
Ti,Ni,269.0732425718396,Rough,USW,3398.8485477266813,20.666167379803717,1532.7687044298366,12.132035287282665,35.01269651226076,596.366515356393,129.98841079855174,0.8245,46.7996557440254,0.00044362860133321304,0.31977568347309165,0.13214172851002856,0.055778466485906245,336.0760063295454,2.1991947061730678e-05,0.6653755095201765,Mechanical_Fatigue
Steel,Al,161.92205689048814,Anodized,Laser,2692.1768837928503,58.09145951429673,2318.414025795397,233.05162136072894,26.183807697427085,979.8171742019807,43.425310795736536,0.393,95.40721817827372,0.0005313523057198912,0.9925095766749308,0.10726274193537919,0.04597850211636503,422.06352418066524,5.948832057782099e-05,0.3690421454315584,Mechanical_Fatigue
Ti,Cu,125.64808754276017,Plated,Resistance_Spot,3979.3848739748423,13.99873823578081,2002.169045280823,424.26733463978417,47.481581064841386,455.8651404710298,47.749421916702204,0.3295,297.676094370003,0.0002471340226977099,2.389588835099643,0.07009128146211568,0.08633698947305173,706.4088153455999,5.560966765089008e-05,0.26477232218815394,Thermal_Fatigue
Cu,Steel,380.4463910727496,Polished,Laser,4856.591238960881,70.71307920291304,3505.7592904642984,467.1200310183037,10.66887227100571,187.9533987859398,240.5619048451613,0.4415,186.4842361522439,0.00014551628385728668,2.010840407317161,0.40957338361508483,0.05227357072365093,739.56652754269,4.559547312385042e-05,0.439121396136548,Thermal_Fatigue
Cu,Al,292.14362096277665,Anodized,Electron_Beam,4837.415814383353,31.600137093899903,4324.236221586578,273.66817633182075,32.358680585193454,563.4088653264808,181.29552623893986,0.6234999999999999,120.36176603418784,0.0002698029025344009,1.1058469043997328,0.1836240751229142,0.023646440792625976,764.439401672235,3.465285310644468e-05,0.6234661481565605,Mechanical_Fatigue
Ti,Al,147.2833995704005,Anodized,USW,3968.3148048675143,50.89150795673095,3849.0018552854817,158.81973881001508,5.3140639554171765,704.9165492591687,292.63707232677234,0.281,229.54663392486663,0.0003475565338951424,1.220124306730957,0.3234838487282274,0.08803280815913554,379.35551914137477,6.940210314898874e-05,0.2340891525589613,Thermal_Fatigue
Cu,Al,189.50000504519528,Coated,Laser,2487.9158031712223,69.00056564853863,121.59748337418249,567.4390213059379,33.97764197535521,126.04248952157336,286.39456894804914,0.6234999999999999,11.673233305022979,0.0010703050691967164,1.468971820003523,0.09864632029794232,0.05313021538401131,103.0045505957087,4.045426721153462e-05,0.6338482342015006,Mechanical_Fatigue
