Participant_ID,Data_Collection_Date,Country,Country_Name,Age,Gender,Gender_Label,Education,Education_Label,Income_Level,Income_Label,Income_Band_NGN,Income_Band_GHS,Bank_Type,Bank_Type_Label,Years_with_Account,Frequency_of_Use,Frequency_Label,Past_Victim,Past_Victim_Label
P0756,2025-01-18 03:30:00,2,Ghana,48,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,2.4,3,Weekly,0,No
P0757,2025-01-18 03:36:00,2,Ghana,36,2,Female,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,11.1,4,Monthly,1,Yes
P0758,2025-01-18 03:42:00,2,Ghana,41,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,4.3,2,Several times a week,0,No
P0759,2025-01-18 03:48:00,2,Ghana,35,2,Female,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,2.8,2,Several times a week,0,No
P0760,2025-01-18 03:54:00,2,Ghana,32,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,14.0,1,Daily,0,No
P0761,2025-01-18 04:00:00,2,Ghana,35,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,7.7,4,Monthly,0,No
P0762,2025-01-18 04:06:00,2,Ghana,41,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.5,2,Several times a week,1,Yes
P0763,2025-01-18 04:12:00,2,Ghana,39,1,Male,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,20.5,1,Daily,0,No
P0764,2025-01-18 04:18:00,2,Ghana,54,1,Male,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,7.7,3,Weekly,0,No
P0765,2025-01-18 04:24:00,2,Ghana,25,1,Male,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",3,Microfinance Bank,5.1,3,Weekly,1,Yes
P0766,2025-01-18 04:30:00,2,Ghana,25,1,Male,6,Postgraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,2.4,1,Daily,0,No
P0767,2025-01-18 04:36:00,2,Ghana,36,3,Other/Prefer not to say,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,3.6,1,Daily,0,No
P0768,2025-01-18 04:42:00,2,Ghana,47,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0769,2025-01-18 04:48:00,2,Ghana,50,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,10.6,3,Weekly,0,No
P0770,2025-01-18 04:54:00,2,Ghana,32,1,Male,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,7.6,3,Weekly,0,No
P0771,2025-01-18 05:00:00,2,Ghana,20,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,1.1,2,Several times a week,1,Yes
P0772,2025-01-18 05:06:00,2,Ghana,32,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.1,3,Weekly,0,No
P0773,2025-01-18 05:12:00,2,Ghana,44,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,2.3,3,Weekly,1,Yes
P0774,2025-01-18 05:18:00,2,Ghana,39,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.8,2,Several times a week,1,Yes
P0775,2025-01-18 05:24:00,2,Ghana,47,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,1.1,1,Daily,1,Yes
P0776,2025-01-18 05:30:00,2,Ghana,59,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.4,3,Weekly,0,No
P0777,2025-01-18 05:36:00,2,Ghana,37,1,Male,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,12.2,2,Several times a week,0,No
P0778,2025-01-18 05:42:00,2,Ghana,34,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,13.7,2,Several times a week,0,No
P0779,2025-01-18 05:48:00,2,Ghana,29,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,3.7,2,Several times a week,1,Yes
P0780,2025-01-18 05:54:00,2,Ghana,25,1,Male,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,6.3,2,Several times a week,0,No
P0781,2025-01-18 06:00:00,2,Ghana,24,1,Male,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,1.5,4,Monthly,0,No
P0782,2025-01-18 06:06:00,2,Ghana,31,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0783,2025-01-18 06:12:00,2,Ghana,56,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,2.9,3,Weekly,0,No
P0784,2025-01-18 06:18:00,2,Ghana,49,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,0.9,1,Daily,0,No
P0785,2025-01-18 06:24:00,2,Ghana,33,2,Female,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,8.9,5,Less than monthly,0,No
P0786,2025-01-18 06:30:00,2,Ghana,75,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,6.1,1,Daily,0,No
P0787,2025-01-18 06:36:00,2,Ghana,32,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,9.3,1,Daily,0,No
P0788,2025-01-18 06:42:00,2,Ghana,61,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,4.8,2,Several times a week,0,No
P0789,2025-01-18 06:48:00,2,Ghana,66,2,Female,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,6.7,2,Several times a week,1,Yes
P0790,2025-01-18 06:54:00,2,Ghana,45,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,6.0,1,Daily,0,No
P0791,2025-01-18 07:00:00,2,Ghana,31,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,8.2,3,Weekly,0,No
P0792,2025-01-18 07:06:00,2,Ghana,34,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.5,1,Daily,0,No
P0793,2025-01-18 07:12:00,2,Ghana,41,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,4.5,1,Daily,0,No
P0794,2025-01-18 07:18:00,2,Ghana,26,2,Female,6,Postgraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,0.5,1,Daily,1,Yes
P0795,2025-01-18 07:24:00,2,Ghana,28,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,8.3,4,Monthly,0,No
P0796,2025-01-18 07:30:00,2,Ghana,28,1,Male,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,2.2,2,Several times a week,0,No
P0797,2025-01-18 07:36:00,2,Ghana,47,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,2,Several times a week,1,Yes
P0798,2025-01-18 07:42:00,2,Ghana,58,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,5.9,3,Weekly,1,Yes
P0799,2025-01-18 07:48:00,2,Ghana,50,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,7.2,2,Several times a week,0,No
P0800,2025-01-18 07:54:00,2,Ghana,55,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,2.7,1,Daily,0,No
P0801,2025-01-18 08:00:00,2,Ghana,30,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,1.7,1,Daily,1,Yes
P0802,2025-01-18 08:06:00,2,Ghana,35,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,0.7,3,Weekly,0,No
P0803,2025-01-18 08:12:00,2,Ghana,36,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,2.2,4,Monthly,0,No
P0804,2025-01-18 08:18:00,2,Ghana,45,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,6.5,2,Several times a week,1,Yes
P0805,2025-01-18 08:24:00,2,Ghana,31,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,2.6,1,Daily,1,Yes
P0806,2025-01-18 08:30:00,2,Ghana,53,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,6.6,1,Daily,0,No
P0807,2025-01-18 08:36:00,2,Ghana,66,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,4.8,3,Weekly,0,No
P0808,2025-01-18 08:42:00,2,Ghana,46,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,7.5,3,Weekly,0,No
P0809,2025-01-18 08:48:00,2,Ghana,34,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,0.8,1,Daily,1,Yes
P0810,2025-01-18 08:54:00,2,Ghana,30,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,1.9,4,Monthly,0,No
P0811,2025-01-18 09:00:00,2,Ghana,28,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.8,2,Several times a week,0,No
P0812,2025-01-18 09:06:00,2,Ghana,22,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,1.0,4,Monthly,0,No
P0813,2025-01-18 09:12:00,2,Ghana,36,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,4.4,4,Monthly,0,No
P0814,2025-01-18 09:18:00,2,Ghana,35,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,2.2,3,Weekly,0,No
P0815,2025-01-18 09:24:00,2,Ghana,52,2,Female,1,No formal education,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.2,3,Weekly,1,Yes
P0816,2025-01-18 09:30:00,2,Ghana,32,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,8.9,3,Weekly,0,No
P0817,2025-01-18 09:36:00,2,Ghana,37,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,2.5,2,Several times a week,1,Yes
P0818,2025-01-18 09:42:00,2,Ghana,43,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.4,2,Several times a week,0,No
P0819,2025-01-18 09:48:00,2,Ghana,46,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,4.3,4,Monthly,0,No
P0820,2025-01-18 09:54:00,2,Ghana,50,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.6,5,Less than monthly,0,No
P0821,2025-01-18 10:00:00,2,Ghana,41,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,0.8,2,Several times a week,0,No
P0822,2025-01-18 10:06:00,2,Ghana,26,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,1.4,4,Monthly,1,Yes
P0823,2025-01-18 10:12:00,2,Ghana,44,2,Female,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,5.1,4,Monthly,0,No
P0824,2025-01-18 10:18:00,2,Ghana,31,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,1.2,1,Daily,0,No
P0825,2025-01-18 10:24:00,2,Ghana,59,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,0.5,1,Daily,0,No
P0826,2025-01-18 10:30:00,2,Ghana,39,2,Female,1,No formal education,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,7.4,3,Weekly,1,Yes
P0827,2025-01-18 10:36:00,2,Ghana,42,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.5,2,Several times a week,0,No
P0828,2025-01-18 10:42:00,2,Ghana,75,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,5.1,4,Monthly,0,No
P0829,2025-01-18 10:48:00,2,Ghana,50,1,Male,1,No formal education,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,2.4,3,Weekly,0,No
P0830,2025-01-18 10:54:00,2,Ghana,44,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.8,2,Several times a week,0,No
P0831,2025-01-18 11:00:00,2,Ghana,37,2,Female,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,12.1,3,Weekly,0,No
P0832,2025-01-18 11:06:00,2,Ghana,27,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.1,1,Daily,1,Yes
P0833,2025-01-18 11:12:00,2,Ghana,36,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,18.0,3,Weekly,0,No
P0834,2025-01-18 11:18:00,2,Ghana,30,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,2.6,4,Monthly,0,No
P0835,2025-01-18 11:24:00,2,Ghana,69,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,2.3,1,Daily,0,No
P0836,2025-01-18 11:30:00,2,Ghana,44,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,8.4,3,Weekly,0,No
P0837,2025-01-18 11:36:00,2,Ghana,59,1,Male,1,No formal education,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.5,2,Several times a week,0,No
P0838,2025-01-18 11:42:00,2,Ghana,32,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,1,Daily,1,Yes
P0839,2025-01-18 11:48:00,2,Ghana,30,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,1,Daily,1,Yes
P0840,2025-01-18 11:54:00,2,Ghana,48,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,0.5,5,Less than monthly,1,Yes
P0841,2025-01-18 12:00:00,2,Ghana,29,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,6.9,2,Several times a week,1,Yes
P0842,2025-01-18 12:06:00,2,Ghana,34,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,5.4,1,Daily,0,No
P0843,2025-01-18 12:12:00,2,Ghana,70,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,9.9,2,Several times a week,0,No
P0844,2025-01-18 12:18:00,2,Ghana,34,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,1.1,3,Weekly,0,No
P0845,2025-01-18 12:24:00,2,Ghana,25,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,2.9,4,Monthly,0,No
P0846,2025-01-18 12:30:00,2,Ghana,23,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.9,2,Several times a week,0,No
P0847,2025-01-18 12:36:00,2,Ghana,24,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.0,1,Daily,0,No
P0848,2025-01-18 12:42:00,2,Ghana,60,1,Male,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,1.9,5,Less than monthly,0,No
P0849,2025-01-18 12:48:00,2,Ghana,32,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,3.7,2,Several times a week,1,Yes
P0850,2025-01-18 12:54:00,2,Ghana,75,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,15.0,2,Several times a week,1,Yes
P0851,2025-01-18 13:00:00,2,Ghana,66,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,8.3,2,Several times a week,1,Yes
P0852,2025-01-18 13:06:00,2,Ghana,75,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.0,2,Several times a week,0,No
P0853,2025-01-18 13:12:00,2,Ghana,55,1,Male,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",3,Microfinance Bank,1.9,4,Monthly,0,No
P0854,2025-01-18 13:18:00,2,Ghana,48,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,6.4,4,Monthly,0,No
P0855,2025-01-18 13:24:00,2,Ghana,30,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,1.2,1,Daily,0,No
P0856,2025-01-18 13:30:00,2,Ghana,39,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,1.9,3,Weekly,0,No
P0857,2025-01-18 13:36:00,2,Ghana,49,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,4.0,3,Weekly,0,No
P0858,2025-01-18 13:42:00,2,Ghana,54,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,9.7,4,Monthly,0,No
P0859,2025-01-18 13:48:00,2,Ghana,27,2,Female,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,3.9,2,Several times a week,0,No
P0860,2025-01-18 13:54:00,2,Ghana,36,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,0.5,2,Several times a week,0,No
P0861,2025-01-18 14:00:00,2,Ghana,38,2,Female,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,12.0,1,Daily,0,No
P0862,2025-01-18 14:06:00,2,Ghana,37,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,3.6,3,Weekly,0,No
P0863,2025-01-18 14:12:00,2,Ghana,28,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,1.4,1,Daily,0,No
P0864,2025-01-18 14:18:00,2,Ghana,73,1,Male,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,0.5,4,Monthly,0,No
P0865,2025-01-18 14:24:00,2,Ghana,36,2,Female,1,No formal education,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,0.5,2,Several times a week,0,No
P0866,2025-01-18 14:30:00,2,Ghana,29,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,4.5,2,Several times a week,0,No
P0867,2025-01-18 14:36:00,2,Ghana,74,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,4.2,4,Monthly,0,No
P0868,2025-01-18 14:42:00,2,Ghana,66,2,Female,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,3.1,3,Weekly,0,No
P0869,2025-01-18 14:48:00,2,Ghana,41,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,4.8,3,Weekly,0,No
P0870,2025-01-18 14:54:00,2,Ghana,23,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,1.8,4,Monthly,0,No
P0871,2025-01-18 15:00:00,2,Ghana,33,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,1.0,2,Several times a week,0,No
P0872,2025-01-18 15:06:00,2,Ghana,24,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.9,2,Several times a week,0,No
P0873,2025-01-18 15:12:00,2,Ghana,46,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,3.7,2,Several times a week,0,No
P0874,2025-01-18 15:18:00,2,Ghana,33,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,0.5,1,Daily,0,No
P0875,2025-01-18 15:24:00,2,Ghana,38,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,10.1,2,Several times a week,0,No
P0876,2025-01-18 15:30:00,2,Ghana,71,2,Female,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,1.5,4,Monthly,0,No
P0877,2025-01-18 15:36:00,2,Ghana,32,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,0.9,2,Several times a week,0,No
P0878,2025-01-18 15:42:00,2,Ghana,46,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,5.3,3,Weekly,0,No
P0879,2025-01-18 15:48:00,2,Ghana,50,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,9.8,3,Weekly,1,Yes
P0880,2025-01-18 15:54:00,2,Ghana,59,2,Female,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,1.7,1,Daily,0,No
P0881,2025-01-18 16:00:00,2,Ghana,38,1,Male,1,No formal education,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,3.6,1,Daily,0,No
P0882,2025-01-18 16:06:00,2,Ghana,36,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,1.2,2,Several times a week,1,Yes
P0883,2025-01-18 16:12:00,2,Ghana,36,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,5.5,1,Daily,1,Yes
