participant_id,Intention_T1,SRB1,SRB2,SRB3,SRB4,SRB5,SRB_Mean,Objective_Q1_Choice,Objective_Q1_Score,Objective_Q2_Choice,Objective_Q2_Score,Objective_Q3_Choice,Objective_Q3_Score,Objective_Q4_Choice,Objective_Q4_Score,Objective_Q5_Choice,Objective_Q5_Score,Objective_Score_Total,Objective_Score_Percent,Intention_Behavior_Gap
2949,4.25,3,6,4,4,4,4.2,a,0,a,0,c,1,a,0,a,0,1,10.0,0.1052
2950,4.19,4,5,5,5,5,4.8,a,0,a,0,a,0,a,0,b,2,2,20.0,0.7255
2951,5.79,4,5,6,6,5,5.2,b,2,c,1,c,1,b,2,b,2,8,80.0,0.501
2952,3.91,1,2,2,2,1,1.6,b,2,a,0,a,0,a,0,b,2,4,40.0,-2.3646
2953,5.27,3,2,4,4,4,3.4,b,2,c,1,b,2,a,0,b,2,7,70.0,-1.095
2954,4.72,4,5,5,5,5,4.8,b,2,b,2,b,2,b,2,c,1,9,90.0,0.5215
2955,2.9,3,3,3,4,4,3.4,c,1,b,2,c,1,a,0,b,2,6,60.0,-0.1689
2956,4.72,3,3,4,7,5,4.4,c,1,b,2,b,2,b,2,a,0,7,70.0,0.1194
2957,2.77,1,2,3,3,3,2.4,b,2,b,2,b,2,b,2,a,0,8,80.0,-1.118
2958,5.65,4,6,5,5,5,5.0,b,2,b,2,b,2,b,2,b,2,10,100.0,0.3574
2959,3.89,4,2,4,4,3,3.4,a,0,c,1,a,0,a,0,a,0,1,10.0,-0.5538
2960,4.71,4,3,4,3,4,3.6,a,0,c,1,b,2,a,0,c,1,4,40.0,-0.6752
2961,3.56,3,3,3,2,4,3.0,c,1,b,2,c,1,c,1,b,2,7,70.0,-0.8255
2962,3.61,3,4,3,3,3,3.2,c,1,b,2,c,1,b,2,a,0,6,60.0,-0.6456
2963,3.46,3,4,4,3,4,3.6,a,0,b,2,b,2,c,1,c,1,6,60.0,-0.1862
2964,3.17,3,3,3,2,3,2.8,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.8764
2965,4.05,3,4,4,4,4,3.8,b,2,b,2,c,1,c,1,a,0,6,60.0,-0.2196
2966,2.84,4,5,5,4,5,4.6,c,1,b,2,c,1,c,1,a,0,5,50.0,1.0548
2967,4.24,4,6,3,5,4,4.4,b,2,b,2,b,2,b,2,c,1,9,90.0,0.3088
2968,4.3,5,6,5,6,5,5.4,c,1,b,2,c,1,a,0,a,0,4,40.0,1.2827
2969,3.22,5,6,5,7,6,5.8,b,2,a,0,b,2,a,0,b,2,6,60.0,2.104
2970,4.67,4,4,4,3,4,3.8,b,2,a,0,b,2,c,1,a,0,5,50.0,-0.4599
2971,3.37,3,4,3,4,4,3.6,a,0,c,1,c,1,b,2,b,2,6,60.0,-0.1526
2972,4.04,3,3,3,4,5,3.6,b,2,a,0,b,2,b,2,c,1,7,70.0,-0.4148
2973,4.7,4,3,4,3,3,3.4,a,0,b,2,a,0,b,2,a,0,4,40.0,-0.8708
2974,1.0,3,3,5,5,3,3.8,a,0,b,2,a,0,a,0,a,0,2,20.0,0.9725
2975,5.06,2,3,3,4,3,3.0,c,1,b,2,b,2,c,1,c,1,7,70.0,-1.4118
2976,1.16,4,4,2,4,3,3.4,c,1,a,0,a,0,a,0,a,0,1,10.0,0.5115
2977,2.55,2,3,4,2,2,2.6,a,0,a,0,b,2,b,2,a,0,4,40.0,-0.8344
2978,4.19,3,2,3,3,4,3.0,a,0,b,2,c,1,b,2,b,2,7,70.0,-1.0722
2979,4.07,5,6,6,7,5,5.8,c,1,a,0,b,2,c,1,b,2,6,60.0,1.7748
2980,4.2,4,3,4,4,3,3.6,b,2,b,2,a,0,a,0,b,2,6,60.0,-0.4756
2981,2.64,4,5,3,5,5,4.4,b,2,b,2,b,2,b,2,c,1,9,90.0,0.9333
2982,4.01,5,4,4,5,5,4.6,b,2,b,2,b,2,b,2,c,1,9,90.0,0.5986
2983,5.47,3,3,4,3,3,3.2,c,1,b,2,b,2,b,2,a,0,7,70.0,-1.3729
2984,4.51,2,3,5,4,4,3.6,b,2,a,0,a,0,a,0,a,0,2,20.0,-0.5969
2985,4.92,4,3,5,5,5,4.4,b,2,b,2,b,2,b,2,c,1,9,90.0,0.0409
2986,3.64,3,5,4,4,3,3.8,a,0,a,0,b,2,a,0,a,0,2,20.0,-0.0563
2987,3.55,5,3,5,3,3,3.8,b,2,b,2,c,1,b,2,b,2,9,90.0,-0.0214
2988,3.99,3,4,4,3,4,3.6,c,1,c,1,a,0,a,0,a,0,2,20.0,-0.393
2989,4.49,3,4,2,3,4,3.2,b,2,c,1,a,0,a,0,a,0,3,30.0,-0.9918
2990,1.62,3,3,4,2,4,3.2,a,0,a,0,a,0,c,1,a,0,1,10.0,0.1308
2991,6.07,5,6,7,5,6,5.8,b,2,c,1,a,0,a,0,b,2,5,50.0,0.993
2992,4.65,4,5,4,4,5,4.4,a,0,a,0,a,0,c,1,a,0,1,10.0,0.1474
2993,3.32,2,1,2,3,1,1.8,a,0,a,0,c,1,c,1,b,2,4,40.0,-1.9338
2994,4.09,3,3,3,4,3,3.2,a,0,a,0,b,2,a,0,c,1,3,30.0,-0.8353
2995,2.62,4,4,4,5,4,4.2,b,2,b,2,c,1,b,2,c,1,8,80.0,0.7416
2996,4.58,2,3,3,3,2,2.6,a,0,a,0,c,1,a,0,b,2,3,30.0,-1.626
2997,5.11,4,6,6,5,6,5.4,a,0,b,2,b,2,b,2,c,1,7,70.0,0.9694
2998,5.41,4,3,4,5,4,4.0,a,0,b,2,b,2,b,2,b,2,8,80.0,-0.551
2999,1.94,2,3,2,1,2,2.0,a,0,a,0,c,1,c,1,c,1,3,30.0,-1.1953
3000,3.84,2,3,3,3,3,2.8,a,0,b,2,b,2,a,0,b,2,6,60.0,-1.1376
3001,4.02,3,2,3,3,5,3.2,b,2,a,0,c,1,b,2,c,1,6,60.0,-0.8054
3002,1.66,2,2,2,3,3,2.4,b,2,a,0,a,0,c,1,a,0,3,30.0,-0.6869
3003,6.05,5,4,5,4,5,4.6,b,2,b,2,b,2,c,1,c,1,8,80.0,-0.2008
3004,2.22,2,2,1,3,3,2.2,a,0,b,2,c,1,c,1,a,0,4,40.0,-1.1035
3005,4.64,4,4,5,4,4,4.2,b,2,c,1,b,2,b,2,c,1,8,80.0,-0.0479
3006,3.76,4,3,4,4,4,3.8,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.1031
3007,5.3,2,4,2,3,2,2.6,a,0,b,2,a,0,a,0,b,2,4,40.0,-1.9069
3008,3.61,7,7,7,7,7,7.0,b,2,b,2,b,2,b,2,b,2,10,100.0,3.1532
3009,5.36,4,4,5,4,4,4.2,c,1,a,0,b,2,a,0,b,2,5,50.0,-0.3313
3010,2.54,4,3,4,4,4,3.8,c,1,a,0,b,2,c,1,b,2,6,60.0,0.3699
3011,5.11,5,5,7,4,5,5.2,b,2,b,2,b,2,c,1,b,2,9,90.0,0.7692
3012,4.17,3,4,5,3,3,3.6,c,1,b,2,a,0,c,1,b,2,6,60.0,-0.4666
3013,2.83,3,3,3,5,4,3.6,c,1,b,2,a,0,c,1,a,0,4,40.0,0.0597
3014,1.53,2,3,2,3,3,2.6,c,1,a,0,b,2,b,2,b,2,7,70.0,-0.4345
3015,3.49,3,3,3,3,3,3.0,b,2,c,1,b,2,a,0,c,1,6,60.0,-0.7999
3016,4.1,3,4,2,4,3,3.2,b,2,a,0,a,0,a,0,a,0,2,20.0,-0.8392
3017,4.08,3,3,2,3,3,2.8,a,0,a,0,a,0,b,2,b,2,4,40.0,-1.2296
3018,3.9,3,3,3,3,4,3.2,b,2,a,0,a,0,a,0,c,1,3,30.0,-0.7612
3019,4.44,3,4,4,6,4,4.2,a,0,b,2,b,2,c,1,b,2,7,70.0,0.0302
3020,5.52,5,6,5,6,5,5.4,c,1,b,2,a,0,b,2,b,2,7,70.0,0.8098
3021,3.74,4,4,4,4,4,4.0,b,2,c,1,c,1,b,2,b,2,8,80.0,0.1038
3022,3.98,4,3,3,2,2,2.8,a,0,a,0,a,0,c,1,c,1,2,20.0,-1.1911
3023,2.31,5,5,5,5,5,5.0,b,2,b,2,b,2,c,1,b,2,9,90.0,1.6622
3024,4.17,4,4,5,4,5,4.4,c,1,c,1,b,2,b,2,b,2,8,80.0,0.3345
3025,5.14,2,5,3,4,4,3.6,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.844
3026,6.84,5,4,4,5,5,4.6,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.5062
3027,3.22,4,4,3,4,5,4.0,b,2,b,2,c,1,b,2,b,2,9,90.0,0.3044
3028,2.28,3,3,4,4,3,3.4,a,0,c,1,a,0,b,2,a,0,3,30.0,0.0732
3029,3.71,4,5,4,4,4,4.2,c,1,b,2,b,2,c,1,b,2,8,80.0,0.3135
3030,3.51,3,3,3,4,3,3.2,b,2,c,1,b,2,c,1,b,2,8,80.0,-0.6083
3031,4.34,3,4,3,3,3,3.2,a,0,b,2,b,2,a,0,b,2,6,60.0,-0.9317
3032,3.66,2,3,4,3,3,3.0,b,2,b,2,b,2,c,1,b,2,9,90.0,-0.8662
3033,4.52,2,2,3,2,3,2.4,a,0,a,0,a,0,a,0,a,0,0,0.0,-1.8033
3034,5.95,5,6,6,3,5,5.0,b,2,b,2,b,2,b,2,b,2,10,100.0,0.2413
3035,6.35,4,4,5,4,5,4.4,b,2,c,1,b,2,b,2,c,1,8,80.0,-0.5175
3036,3.12,4,4,5,4,4,4.2,c,1,b,2,b,2,c,1,a,0,6,60.0,0.5462
3037,5.02,5,4,6,5,5,5.0,a,0,c,1,a,0,a,0,c,1,2,20.0,0.6018
3038,2.82,2,1,3,3,2,2.2,a,0,c,1,b,2,a,0,b,2,5,50.0,-1.3368
3039,5.75,4,5,5,5,5,4.8,b,2,b,2,b,2,c,1,b,2,9,90.0,0.1186
3040,3.89,5,5,4,5,5,4.8,b,2,b,2,b,2,b,2,a,0,8,80.0,0.8431
3041,4.28,2,2,5,5,3,3.4,a,0,b,2,c,1,a,0,a,0,3,30.0,-0.7063
3042,3.91,3,4,3,3,4,3.4,c,1,b,2,c,1,a,0,a,0,4,40.0,-0.5619
3043,4.82,5,5,5,5,5,5.0,c,1,b,2,b,2,b,2,b,2,9,90.0,0.6798
3044,4.66,3,4,5,5,4,4.2,b,2,c,1,b,2,b,2,c,1,8,80.0,-0.0556
3045,4.09,4,4,4,4,3,3.8,c,1,b,2,b,2,b,2,b,2,9,90.0,-0.2336
3046,2.82,4,4,2,3,3,3.2,b,2,a,0,c,1,c,1,b,2,6,60.0,-0.3373
3047,3.43,3,3,4,3,4,3.4,b,2,c,1,b,2,b,2,c,1,8,80.0,-0.377
3048,3.88,3,3,5,4,4,3.8,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.1527
3049,3.61,3,3,3,2,4,3.0,a,0,b,2,c,1,a,0,b,2,5,50.0,-0.8479
3050,4.56,4,4,4,5,4,4.2,c,1,a,0,c,1,c,1,b,2,5,50.0,-0.0183
3051,4.22,4,3,4,3,4,3.6,b,2,c,1,b,2,b,2,b,2,9,90.0,-0.4829
3052,3.44,2,4,2,2,4,2.8,a,0,c,1,a,0,b,2,c,1,4,40.0,-0.9783
3053,4.15,3,3,1,4,3,2.8,a,0,a,0,a,0,a,0,a,0,0,0.0,-1.2556
3054,3.9,5,6,5,6,5,5.4,b,2,a,0,a,0,c,1,c,1,4,40.0,1.4415
3055,3.51,4,3,4,4,4,3.8,c,1,c,1,a,0,a,0,a,0,2,20.0,-0.0083
3056,4.88,4,4,3,5,5,4.2,b,2,c,1,b,2,b,2,b,2,9,90.0,-0.1406
3057,4.61,5,4,5,4,5,4.6,b,2,a,0,b,2,c,1,c,1,6,60.0,0.3629
3058,4.8,4,4,4,4,3,3.8,c,1,b,2,b,2,b,2,b,2,9,90.0,-0.5125
3059,4.73,4,4,4,5,5,4.4,b,2,c,1,a,0,b,2,a,0,5,50.0,0.1167
3060,5.97,4,4,3,4,4,3.8,a,0,b,2,a,0,a,0,c,1,3,30.0,-0.9692
3061,2.34,4,4,5,5,5,4.6,b,2,b,2,b,2,a,0,a,0,6,60.0,1.2506
3062,3.59,4,4,2,4,4,3.6,b,2,a,0,c,1,a,0,b,2,5,50.0,-0.2388
3063,3.77,3,3,5,5,4,4.0,a,0,a,0,a,0,a,0,b,2,2,20.0,0.0912
3064,4.32,4,4,4,3,5,4.0,c,1,b,2,a,0,b,2,b,2,7,70.0,-0.1233
3065,4.38,2,4,3,3,3,3.0,a,0,b,2,a,0,c,1,c,1,4,40.0,-1.1488
3066,4.39,4,4,3,3,5,3.8,a,0,b,2,a,0,c,1,a,0,3,30.0,-0.3502
3067,2.85,4,4,6,5,4,4.6,b,2,c,1,a,0,a,0,b,2,5,50.0,1.052
3068,2.48,4,4,4,4,5,4.2,b,2,c,1,b,2,c,1,a,0,6,60.0,0.7945
3069,4.1,4,4,4,5,6,4.6,b,2,b,2,b,2,a,0,c,1,7,70.0,0.5608
3070,2.79,1,2,1,2,2,1.6,c,1,a,0,a,0,b,2,a,0,3,30.0,-1.9279
3071,4.15,4,5,5,5,4,4.6,a,0,c,1,b,2,c,1,c,1,5,50.0,0.5408
3072,5.01,5,6,5,6,5,5.4,a,0,c,1,a,0,a,0,a,0,1,10.0,1.0061
3073,4.25,7,5,6,6,7,6.2,b,2,b,2,b,2,b,2,c,1,9,90.0,2.105
3074,3.76,5,4,4,4,5,4.4,a,0,a,0,a,0,a,0,a,0,0,0.0,0.4951
3075,3.13,2,3,3,4,3,3.0,b,2,b,2,b,2,b,2,c,1,9,90.0,-0.6608
3076,1.73,2,2,3,2,4,2.6,a,0,c,1,c,1,a,0,a,0,2,20.0,-0.5124
3077,3.72,1,1,1,2,2,1.4,a,0,b,2,a,0,b,2,b,2,6,60.0,-2.4905
3078,2.91,2,4,2,2,4,2.8,c,1,c,1,b,2,c,1,b,2,7,70.0,-0.7725
3079,1.42,3,3,3,5,3,3.4,b,2,a,0,b,2,b,2,b,2,8,80.0,0.41
3080,4.22,5,6,5,6,6,5.6,c,1,b,2,a,0,b,2,a,0,5,50.0,1.5139
3081,4.3,3,3,4,4,4,3.6,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.5149
3082,4.79,4,4,4,3,3,3.6,c,1,b,2,b,2,b,2,a,0,7,70.0,-0.7083
3083,2.7,3,5,3,4,4,3.8,c,1,b,2,b,2,b,2,b,2,9,90.0,0.309
3084,5.64,5,7,7,7,7,6.6,b,2,b,2,b,2,b,2,b,2,10,100.0,1.9593
3085,4.81,5,6,7,7,5,6.0,b,2,b,2,b,2,c,1,b,2,9,90.0,1.6856
3086,4.65,4,2,4,3,4,3.4,a,0,c,1,b,2,b,2,a,0,5,50.0,-0.8518
3087,4.03,3,4,3,5,4,3.8,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.2111
3088,4.54,4,4,6,3,3,4.0,b,2,a,0,a,0,c,1,a,0,3,30.0,-0.2087
3089,5.18,6,5,5,6,5,5.4,b,2,b,2,c,1,a,0,c,1,6,60.0,0.9406
3090,5.36,4,4,4,5,5,4.4,c,1,c,1,b,2,b,2,b,2,8,80.0,-0.1315
3091,3.13,4,5,5,5,6,5.0,a,0,b,2,a,0,b,2,c,1,5,50.0,1.3424
3092,5.77,4,4,4,5,4,4.2,a,0,a,0,a,0,b,2,b,2,4,40.0,-0.4908
3093,1.0,2,3,3,2,2,2.4,b,2,a,0,a,0,a,0,c,1,3,30.0,-0.4275
3094,6.87,4,4,5,4,4,4.2,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.9209
3095,4.9,5,5,4,6,5,5.0,b,2,b,2,b,2,b,2,b,2,10,100.0,0.6504
3096,4.06,4,5,4,4,4,4.2,c,1,b,2,b,2,c,1,b,2,8,80.0,0.1778
3097,2.76,3,3,2,1,2,2.2,b,2,a,0,c,1,c,1,a,0,4,40.0,-1.3138
3098,2.22,4,3,4,4,3,3.6,b,2,c,1,a,0,a,0,b,2,5,50.0,0.2977
3099,5.65,4,5,4,4,3,4.0,c,1,c,1,c,1,c,1,b,2,6,60.0,-0.6419
3100,1.4,1,2,1,2,2,1.6,a,0,b,2,b,2,b,2,a,0,6,60.0,-1.384
3101,4.43,3,4,4,3,4,3.6,c,1,b,2,b,2,b,2,b,2,9,90.0,-0.5667
3102,2.7,3,5,3,4,4,3.8,b,2,b,2,b,2,c,1,b,2,9,90.0,0.3071
3103,3.59,4,3,4,4,3,3.6,a,0,a,0,b,2,b,2,b,2,6,60.0,-0.2372
3104,3.04,4,3,2,4,3,3.2,a,0,c,1,a,0,b,2,c,1,4,40.0,-0.423
3105,2.3,2,4,4,3,3,3.2,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.1352
3106,4.13,4,4,5,5,5,4.6,c,1,a,0,a,0,c,1,c,1,3,30.0,0.5502
3107,1.35,4,4,3,5,4,4.0,b,2,b,2,b,2,b,2,b,2,10,100.0,1.0347
3108,4.71,4,4,3,3,4,3.6,a,0,a,0,c,1,b,2,b,2,5,50.0,-0.6745
3109,4.11,3,5,4,3,5,4.0,b,2,c,1,b,2,b,2,c,1,8,80.0,-0.0428
3110,4.41,3,4,3,3,3,3.2,b,2,a,0,a,0,b,2,b,2,6,60.0,-0.9582
3111,4.49,4,5,3,5,5,4.4,b,2,b,2,c,1,a,0,b,2,7,70.0,0.2103
3112,4.44,2,4,3,3,4,3.2,b,2,a,0,a,0,b,2,b,2,6,60.0,-0.9694
3113,4.21,4,4,4,4,4,4.0,c,1,c,1,b,2,b,2,b,2,8,80.0,-0.0793
3114,2.26,2,2,3,3,2,2.4,b,2,c,1,c,1,c,1,b,2,7,70.0,-0.9176
3115,4.74,3,5,4,4,5,4.2,b,2,b,2,b,2,c,1,b,2,9,90.0,-0.0874
3116,4.27,4,5,5,5,5,4.8,b,2,b,2,b,2,b,2,b,2,10,100.0,0.6949
3117,5.26,5,5,6,6,6,5.6,a,0,a,0,b,2,b,2,a,0,4,40.0,1.1108
3118,6.08,3,4,4,4,5,4.0,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.8104
3119,4.24,3,3,3,3,2,2.8,b,2,b,2,b,2,a,0,c,1,7,70.0,-1.2918
3120,1.0,5,4,5,4,6,4.8,b,2,a,0,b,2,b,2,a,0,6,60.0,1.9725
3121,3.57,6,6,5,6,4,5.4,a,0,b,2,a,0,a,0,a,0,2,20.0,1.5703
3122,4.4,3,3,3,3,4,3.2,c,1,b,2,a,0,b,2,a,0,5,50.0,-0.956
3123,5.13,3,4,3,3,3,3.2,b,2,b,2,b,2,b,2,c,1,9,90.0,-1.2418
3124,3.79,2,2,4,3,4,3.0,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.9149
3125,3.92,4,5,4,4,4,4.2,c,1,c,1,c,1,c,1,a,0,4,40.0,0.2337
3126,4.2,3,4,5,4,6,4.4,b,2,b,2,b,2,b,2,a,0,8,80.0,0.3235
3127,3.59,3,5,4,5,6,4.6,b,2,a,0,c,1,b,2,b,2,7,70.0,0.7606
3128,3.31,2,3,3,3,4,3.0,a,0,a,0,c,1,a,0,a,0,1,10.0,-0.7301
3129,5.82,4,4,4,5,4,4.2,b,2,c,1,b,2,b,2,a,0,7,70.0,-0.5075
3130,4.18,2,2,4,4,4,3.2,a,0,a,0,a,0,c,1,c,1,2,20.0,-0.8697
3131,1.82,2,2,1,2,2,1.8,a,0,a,0,a,0,b,2,a,0,2,20.0,-1.346
3132,4.37,3,3,3,4,4,3.4,b,2,a,0,b,2,b,2,c,1,7,70.0,-0.742
3133,2.22,3,3,3,3,3,3.0,c,1,b,2,b,2,b,2,a,0,7,70.0,-0.3055
3134,3.26,2,4,4,4,5,3.8,c,1,b,2,b,2,c,1,c,1,7,70.0,0.0891
3135,2.69,3,3,2,3,1,2.4,a,0,a,0,a,0,a,0,a,0,0,0.0,-1.0889
3136,3.5,4,3,4,4,4,3.8,b,2,b,2,b,2,c,1,b,2,9,90.0,-0.0016
3137,1.86,2,4,3,2,2,2.6,a,0,a,0,b,2,c,1,b,2,5,50.0,-0.5619
3138,4.37,4,4,3,5,5,4.2,c,1,b,2,b,2,b,2,b,2,9,90.0,0.058
3139,4.87,3,3,3,3,4,3.2,c,1,b,2,a,0,b,2,a,0,5,50.0,-1.1369
3140,3.94,3,3,4,4,5,3.8,b,2,a,0,c,1,b,2,c,1,6,60.0,-0.1752
3141,4.98,4,5,4,4,5,4.4,c,1,a,0,b,2,a,0,c,1,4,40.0,0.0185
3142,4.94,4,5,4,5,5,4.6,b,2,b,2,b,2,b,2,b,2,10,100.0,0.233
3143,4.27,2,3,5,5,3,3.6,a,0,c,1,a,0,b,2,a,0,3,30.0,-0.5027
3144,5.42,3,4,4,4,5,4.0,c,1,c,1,c,1,c,1,a,0,4,40.0,-0.5545
3145,4.03,5,4,5,4,5,4.6,a,0,b,2,a,0,c,1,c,1,4,40.0,0.5884
3146,4.47,3,3,4,3,3,3.2,a,0,c,1,b,2,c,1,a,0,4,40.0,-0.9806
3147,2.63,2,2,3,3,2,2.4,a,0,a,0,c,1,c,1,a,0,2,20.0,-1.063
3148,3.41,5,4,4,5,4,4.4,a,0,b,2,a,0,b,2,a,0,4,40.0,0.6299
3149,5.25,4,5,4,5,5,4.6,c,1,c,1,b,2,b,2,b,2,8,80.0,0.1134
3150,6.42,5,3,5,5,5,4.6,c,1,b,2,c,1,c,1,b,2,7,70.0,-0.3431
3151,4.85,5,4,5,5,5,4.8,b,2,b,2,b,2,b,2,c,1,9,90.0,0.471
3152,5.32,5,4,5,4,4,4.4,b,2,b,2,b,2,c,1,b,2,9,90.0,-0.1142
3153,5.41,2,4,3,3,3,3.0,c,1,a,0,b,2,b,2,c,1,6,60.0,-1.5497
3154,2.67,4,4,4,4,5,4.2,c,1,b,2,b,2,a,0,c,1,6,60.0,0.7206
3155,4.06,3,3,3,3,4,3.2,c,1,b,2,a,0,a,0,a,0,3,30.0,-0.8216
3156,2.56,5,4,5,5,5,4.8,b,2,a,0,b,2,b,2,b,2,8,80.0,1.3641
3157,3.84,5,5,4,5,6,5.0,b,2,c,1,b,2,b,2,c,1,8,80.0,1.064
3158,3.28,4,4,4,4,2,3.6,b,2,a,0,b,2,b,2,b,2,8,80.0,-0.1192
3159,3.82,3,2,3,2,3,2.6,c,1,a,0,a,0,a,0,a,0,1,10.0,-1.3267
3160,5.22,5,4,6,6,5,5.2,b,2,c,1,c,1,b,2,b,2,8,80.0,0.7234
3161,2.81,4,4,7,5,5,5.0,a,0,c,1,a,0,a,0,b,2,3,30.0,1.4677
3162,6.4,5,5,6,5,6,5.4,b,2,c,1,b,2,b,2,b,2,9,90.0,0.4657
3163,3.43,2,3,2,2,2,2.2,c,1,c,1,b,2,b,2,c,1,7,70.0,-1.5775
3164,3.13,5,5,4,4,5,4.6,a,0,b,2,a,0,a,0,c,1,3,30.0,0.9416
3165,5.71,3,3,4,4,5,3.8,c,1,a,0,a,0,a,0,b,2,3,30.0,-0.8659
3166,4.02,5,4,4,4,5,4.4,a,0,b,2,b,2,c,1,c,1,6,60.0,0.3927
3167,2.36,4,4,5,6,5,4.8,b,2,c,1,a,0,c,1,b,2,6,60.0,1.4412
3168,4.83,5,5,4,4,3,4.2,a,0,b,2,b,2,b,2,c,1,7,70.0,-0.1214
3169,3.33,4,5,4,5,5,4.6,a,0,b,2,b,2,b,2,a,0,6,60.0,0.8622
3170,4.59,3,2,4,4,4,3.4,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.8301
3171,4.75,3,3,3,3,3,3.0,a,0,c,1,b,2,c,1,c,1,5,50.0,-1.2908
3172,4.9,4,4,5,4,3,4.0,a,0,a,0,a,0,c,1,a,0,1,10.0,-0.3507
3173,6.03,4,3,5,5,4,4.2,c,1,a,0,a,0,b,2,a,0,3,30.0,-0.5928
3174,4.46,5,5,4,4,5,4.6,a,0,a,0,b,2,a,0,a,0,2,20.0,0.4235
3175,2.92,3,2,2,3,3,2.6,a,0,b,2,b,2,a,0,c,1,5,50.0,-0.9772
3176,4.73,6,4,5,6,7,5.6,b,2,a,0,b,2,b,2,c,1,7,70.0,1.3161
3177,5.75,5,4,3,4,4,4.0,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.6809
3178,6.18,6,5,6,6,5,5.6,b,2,c,1,a,0,a,0,b,2,5,50.0,0.7514
3179,4.24,3,4,4,5,4,4.0,b,2,a,0,a,0,c,1,a,0,3,30.0,-0.0917
3180,2.6,5,5,5,4,5,4.8,c,1,b,2,b,2,b,2,b,2,9,90.0,1.348
3181,5.21,5,6,6,5,6,5.6,c,1,a,0,c,1,c,1,c,1,4,40.0,1.1297
3182,3.07,5,5,5,4,5,4.8,b,2,b,2,b,2,b,2,b,2,10,100.0,1.1634
3183,3.44,3,3,3,3,4,3.2,a,0,b,2,a,0,c,1,a,0,3,30.0,-0.582
3184,2.19,3,3,3,3,3,3.0,a,0,a,0,c,1,a,0,a,0,1,10.0,-0.2917
3185,3.75,4,4,5,3,4,4.0,b,2,b,2,a,0,b,2,b,2,8,80.0,0.0986
3186,4.03,6,6,6,6,5,5.8,a,0,b,2,b,2,c,1,b,2,7,70.0,1.7899
3187,1.95,4,4,1,2,4,3.0,a,0,b,2,a,0,c,1,c,1,4,40.0,-0.1986
3188,2.98,2,4,4,4,3,3.4,b,2,c,1,a,0,c,1,c,1,5,50.0,-0.2005
3189,4.34,5,5,5,5,7,5.4,b,2,b,2,b,2,b,2,b,2,10,100.0,1.2691
3190,4.23,4,4,3,4,3,3.6,a,0,b,2,a,0,b,2,a,0,4,40.0,-0.4896
3191,4.85,3,4,5,5,3,4.0,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.3293
3192,2.86,4,4,3,4,5,4.0,b,2,b,2,b,2,c,1,a,0,7,70.0,0.4458
3193,6.84,6,5,5,5,5,5.2,b,2,c,1,b,2,b,2,b,2,9,90.0,0.0921
3194,3.68,4,5,5,4,4,4.4,b,2,b,2,b,2,b,2,b,2,10,100.0,0.5243
3195,3.57,3,3,4,4,5,3.8,c,1,b,2,b,2,b,2,b,2,9,90.0,-0.0325
3196,5.52,4,3,5,4,3,3.8,b,2,a,0,a,0,a,0,b,2,4,40.0,-0.7906
3197,4.65,3,3,4,3,3,3.2,c,1,b,2,b,2,b,2,b,2,9,90.0,-1.0538
3198,5.74,5,6,6,6,4,5.4,a,0,b,2,b,2,b,2,c,1,7,70.0,0.7236
3199,3.12,4,5,5,6,5,5.0,a,0,a,0,a,0,b,2,a,0,2,20.0,1.3455
3200,3.71,2,2,2,3,3,2.4,c,1,a,0,a,0,c,1,a,0,2,20.0,-1.4857
3201,4.08,4,4,6,6,7,5.4,a,0,b,2,a,0,c,1,a,0,3,30.0,1.3691
3202,6.13,5,4,3,3,3,3.6,a,0,a,0,a,0,a,0,a,0,0,0.0,-1.2312
3203,4.23,4,4,4,6,5,4.6,c,1,b,2,b,2,b,2,c,1,8,80.0,0.5132
3204,4.87,6,6,5,6,5,5.6,b,2,a,0,c,1,b,2,b,2,7,70.0,1.2635
3205,5.15,4,5,5,5,5,4.8,b,2,b,2,b,2,b,2,b,2,10,100.0,0.3532
3206,6.0,4,5,4,4,5,4.4,b,2,b,2,c,1,c,1,b,2,8,80.0,-0.3793
3207,4.44,4,3,5,5,4,4.2,b,2,b,2,b,2,b,2,b,2,10,100.0,0.0311
3208,4.85,6,6,5,5,6,5.6,c,1,b,2,b,2,b,2,c,1,8,80.0,1.2688
3209,3.35,4,5,5,5,6,5.0,b,2,a,0,c,1,c,1,c,1,5,50.0,1.2543
3210,2.62,4,3,3,3,4,3.4,c,1,c,1,c,1,b,2,b,2,7,70.0,-0.0591
3211,3.63,3,3,3,4,5,3.6,c,1,b,2,a,0,a,0,c,1,4,40.0,-0.255
