sample_id,anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,tab_width_mm,overlap_length_mm,preheat_celsius,usw_power_w,usw_amplitude_um,usw_force_n,usw_time_ms,laser_power_w,laser_speed_mm_s,laser_pulse_frequency_hz,laser_energy_per_pulse_j,laser_spot_diameter_mm,rsw_current_ka,rsw_voltage_v,rsw_weld_time_ms,rsw_squeeze_time_ms,rsw_hold_time_ms,rsw_force_n
6342,Copper,Copper,155.364,tin_plated,USW,8.787,7.088,20.0,1851.258412,36.989214,490.405848,464.903472,,,,,,,,,,,
6343,Copper,Titanium,112.639,bare,RSW,8.963,4.721,50.844,,,,,,,,,,17.651434,2.619104,105.688706,152.108702,113.843801,1513.627661
6344,Copper,Aluminum,118.477,gold_plated,USW,7.257,6.073,36.334,2137.169366,31.651566,1061.652896,262.114515,,,,,,,,,,,
6345,Aluminum,Titanium,129.233,graphite_coated,Laser,5.88,2.632,44.405,,,,,236.278923,61.120306,194.767368,1.044674,0.348711,,,,,,
6346,Copper,Copper,94.07,bare,Laser,6.877,6.411,34.594,,,,,946.964172,56.819675,227.763647,0.812921,0.231717,,,,,,
6347,Copper,StainlessSteel,155.117,bare,Laser,6.306,7.72,29.484,,,,,234.962097,30.825781,204.155084,1.32355,0.171184,,,,,,
6348,Aluminum,Nickel,86.742,nickel_plated,Laser,2.337,7.829,20.0,,,,,570.150081,58.100194,183.55744,0.820479,0.303053,,,,,,
6349,Copper,Nickel,162.476,bare,Laser,5.87,5.638,20.0,,,,,457.437913,31.187575,347.287429,0.962592,0.25356,,,,,,
6350,Aluminum,Nickel,29.676,nickel_plated,RSW,4.216,2.018,68.931,,,,,,,,,,4.538522,1.043238,175.793474,92.8325,73.802387,1825.422468
6351,Aluminum,StainlessSteel,109.311,nickel_plated,USW,6.145,4.383,25.46,712.895935,25.215124,563.21893,334.955858,,,,,,,,,,,
6352,Copper,Copper,140.315,brushed,RSW,6.516,6.946,21.763,,,,,,,,,,14.140559,2.647451,164.389164,136.64478,90.099434,1600.483811
6353,Copper,StainlessSteel,87.452,bare,Laser,5.845,8.013,38.994,,,,,779.314931,53.317915,0.0,0.0,0.11398,,,,,,
6354,Aluminum,Nickel,94.731,silver_plated,USW,6.698,2.0,42.752,1665.681376,21.669241,957.62275,148.562802,,,,,,,,,,,
6355,Copper,Aluminum,123.683,brushed,Laser,2.699,2.729,35.585,,,,,759.976391,49.053424,0.0,0.0,0.138167,,,,,,
6356,Aluminum,Nickel,160.143,graphite_coated,RSW,10.372,7.689,38.413,,,,,,,,,,12.854284,2.341565,195.50313,141.262774,68.593631,1903.047797
6357,Copper,StainlessSteel,123.431,graphite_coated,USW,6.291,5.342,51.869,1239.676572,29.38589,668.352797,544.655547,,,,,,,,,,,
6358,Copper,Copper,56.953,brushed,USW,7.43,8.171,20.503,966.038459,38.893106,678.664929,224.129792,,,,,,,,,,,
6359,Copper,StainlessSteel,119.643,nickel_plated,USW,6.48,5.705,69.284,1907.480998,23.897732,825.023779,478.035043,,,,,,,,,,,
6360,Aluminum,Aluminum,116.174,brushed,RSW,8.119,7.247,53.08,,,,,,,,,,10.718806,1.168913,198.334377,71.304843,110.085068,2493.988693
6361,Copper,Nickel,163.303,tin_plated,Laser,6.572,5.144,29.039,,,,,288.998267,5.0,0.0,0.0,0.337893,,,,,,
6362,Copper,Aluminum,128.695,tin_plated,USW,8.456,2.25,33.666,1812.989333,32.840534,426.245818,320.666483,,,,,,,,,,,
6363,Aluminum,Aluminum,111.413,bare,Laser,7.835,9.471,59.59,,,,,630.731098,66.392847,78.572385,1.576455,0.173916,,,,,,
6364,Copper,Aluminum,118.765,brushed,USW,8.529,4.162,70.031,1379.594431,28.937389,580.273717,160.764618,,,,,,,,,,,
6365,Copper,StainlessSteel,234.196,graphite_coated,USW,7.798,7.989,75.023,1117.890374,42.582698,798.651358,456.338811,,,,,,,,,,,
6366,Aluminum,Titanium,60.39,tin_plated,RSW,4.542,8.497,61.623,,,,,,,,,,12.117577,3.341268,225.840561,75.671743,50.0,2516.865274
6367,Copper,Nickel,158.568,bare,RSW,3.592,7.075,46.69,,,,,,,,,,13.271538,3.685529,213.762179,125.865072,61.215698,2455.413401
6368,Aluminum,StainlessSteel,71.391,silver_plated,USW,5.966,9.812,44.632,1724.295816,34.866909,926.723488,511.148712,,,,,,,,,,,
6369,Copper,StainlessSteel,116.744,brushed,USW,3.929,7.368,38.508,2230.252305,21.970591,703.130937,225.728085,,,,,,,,,,,
6370,Copper,Copper,128.36,tin_plated,Laser,5.12,5.041,26.098,,,,,709.011972,18.194427,0.0,0.0,0.27204,,,,,,
6371,Aluminum,StainlessSteel,114.72,nickel_plated,Laser,3.565,3.414,31.612,,,,,569.946088,83.156937,126.553962,0.322641,0.215922,,,,,,
6372,Aluminum,Nickel,84.322,tin_plated,RSW,6.045,8.336,61.942,,,,,,,,,,14.292627,2.47604,199.36847,65.331288,127.60566,969.382199
6373,Copper,Copper,56.492,graphite_coated,USW,3.826,4.422,64.422,1294.583802,39.594367,663.437925,209.361667,,,,,,,,,,,
6374,Copper,Aluminum,106.929,silver_plated,Laser,4.487,8.407,42.065,,,,,100.0,45.592887,0.0,0.0,0.163099,,,,,,
6375,Copper,Aluminum,126.565,nickel_plated,Laser,5.531,3.709,20.0,,,,,785.422485,35.955753,282.296696,0.669554,0.260466,,,,,,
6376,Copper,Copper,150.71,tin_plated,Laser,9.609,2.0,38.831,,,,,1120.54224,41.894363,0.0,0.0,0.235949,,,,,,
6377,Copper,Copper,76.853,bare,Laser,7.904,4.685,26.844,,,,,921.371007,15.044617,246.894526,0.932271,0.234828,,,,,,
6378,Aluminum,Titanium,81.814,nickel_plated,RSW,6.099,3.587,64.899,,,,,,,,,,7.060213,2.991739,323.658478,118.42012,139.325627,2141.111529
6379,Copper,StainlessSteel,117.985,nickel_plated,Laser,6.207,5.382,44.146,,,,,100.0,54.628696,0.0,0.0,0.180536,,,,,,
6380,Copper,Copper,145.693,nickel_plated,USW,9.862,11.915,32.98,1803.29974,35.429185,768.614279,458.233465,,,,,,,,,,,
6381,Copper,Nickel,61.734,graphite_coated,USW,6.116,4.084,50.065,1170.088181,26.889398,485.441899,454.924293,,,,,,,,,,,
6382,Aluminum,StainlessSteel,56.305,bare,RSW,3.63,6.549,50.45,,,,,,,,,,5.859204,3.833362,95.571472,86.521611,119.694074,2605.996706
6383,Copper,Copper,129.558,brushed,RSW,5.811,6.505,62.942,,,,,,,,,,9.586852,4.302023,280.862242,101.375641,120.273751,823.066706
6384,Copper,Aluminum,125.147,tin_plated,Laser,4.223,8.552,40.815,,,,,527.871569,52.849769,0.0,0.0,0.112228,,,,,,
6385,Aluminum,Nickel,109.415,silver_plated,RSW,6.066,8.365,72.989,,,,,,,,,,13.986849,2.304645,256.720171,121.871482,107.719805,1212.98026
6386,Copper,Aluminum,109.8,tin_plated,RSW,9.451,7.185,52.88,,,,,,,,,,10.75223,2.395328,209.235914,94.978069,118.851804,2677.705232
6387,Copper,Copper,107.774,brushed,USW,5.308,4.92,61.606,500.0,33.276109,1151.462219,285.34384,,,,,,,,,,,
6388,Copper,StainlessSteel,138.496,tin_plated,Laser,7.45,9.618,25.396,,,,,532.785487,52.313736,147.922141,0.819862,0.18045,,,,,,
6389,Copper,Nickel,160.015,bare,Laser,3.406,5.972,20.0,,,,,678.103997,28.354994,145.014989,0.108495,0.264687,,,,,,
6390,Copper,Titanium,110.999,nickel_plated,USW,7.154,6.806,49.397,1681.080979,40.486911,483.607748,418.88106,,,,,,,,,,,
6391,Copper,Titanium,193.371,brushed,USW,7.476,5.634,29.21,1418.489334,32.611496,502.811155,256.294107,,,,,,,,,,,
6392,Copper,Titanium,148.636,oxide_heavy,Laser,7.33,7.682,20.0,,,,,729.576812,72.231647,214.430172,0.109314,0.225027,,,,,,
6393,Copper,Nickel,115.225,gold_plated,RSW,5.631,5.128,47.033,,,,,,,,,,15.221405,2.059757,115.716967,99.029921,118.491726,1864.094713
6394,Copper,Nickel,112.916,tin_plated,Laser,8.505,5.786,42.492,,,,,501.248358,27.095482,0.0,0.0,0.199321,,,,,,
6395,Copper,Aluminum,146.52,silver_plated,Laser,7.075,7.721,20.0,,,,,773.522625,11.649813,0.0,0.0,0.211666,,,,,,
6396,Copper,Aluminum,50.271,nickel_plated,USW,7.023,7.687,24.532,1465.475531,24.733734,589.957843,143.81738,,,,,,,,,,,
6397,Copper,Aluminum,142.826,silver_plated,USW,10.958,4.481,37.484,1231.705397,31.986688,560.01303,434.004039,,,,,,,,,,,
6398,Aluminum,Nickel,143.572,brushed,RSW,5.591,7.433,81.523,,,,,,,,,,15.398517,3.462417,269.660745,135.987313,97.263343,2875.123316
6399,Copper,Copper,105.569,silver_plated,Laser,4.947,7.575,20.0,,,,,857.7288,41.660181,254.478493,1.137889,0.265481,,,,,,
6400,Copper,Copper,36.638,nickel_plated,RSW,8.414,5.583,20.0,,,,,,,,,,11.864364,2.897547,218.606587,86.919045,84.762842,2617.443155
6401,Copper,StainlessSteel,125.302,silver_plated,USW,5.842,7.878,51.211,1651.75229,42.311567,610.699897,256.746347,,,,,,,,,,,
6402,Aluminum,Nickel,144.766,brushed,Laser,7.051,7.56,80.336,,,,,379.298847,5.0,189.899986,0.378388,0.12008,,,,,,
6403,Copper,Aluminum,187.268,graphite_coated,USW,2.0,5.344,29.239,1933.5325,16.37382,504.137452,236.903777,,,,,,,,,,,
6404,Copper,Aluminum,180.34,brushed,Laser,7.811,7.497,20.0,,,,,737.357576,61.254528,242.768582,1.105867,0.128899,,,,,,
6405,Aluminum,StainlessSteel,194.55,nickel_plated,Laser,4.834,6.113,88.977,,,,,462.961871,47.487289,0.0,0.0,0.265367,,,,,,
6406,Copper,Copper,88.171,tin_plated,Laser,8.007,2.0,38.171,,,,,270.326434,37.699981,194.753365,0.652297,0.190237,,,,,,
6407,Aluminum,StainlessSteel,86.167,brushed,Laser,7.759,4.608,27.293,,,,,557.625884,52.676591,0.0,0.0,0.05,,,,,,
6408,Copper,Copper,41.413,nickel_plated,USW,2.905,5.844,20.0,1714.727015,30.553126,638.654525,430.72192,,,,,,,,,,,
6409,Aluminum,Nickel,101.33,tin_plated,RSW,2.98,4.347,40.128,,,,,,,,,,17.802913,3.762041,166.714882,145.80833,139.825009,1885.936066
6410,Copper,Copper,94.051,oxide_heavy,Laser,5.974,6.632,69.662,,,,,502.26512,26.819962,0.0,0.0,0.270853,,,,,,
6411,Copper,Copper,158.32,bare,Laser,5.89,6.439,31.773,,,,,760.167914,9.280635,107.473408,0.941877,0.223348,,,,,,
6412,Copper,Copper,122.411,gold_plated,Laser,5.33,7.807,20.0,,,,,635.460803,5.0,171.467075,0.44997,0.276639,,,,,,
6413,Copper,Nickel,157.112,bare,USW,4.854,6.203,42.952,1887.231028,37.68861,684.421906,314.005351,,,,,,,,,,,
6414,Aluminum,Aluminum,112.295,tin_plated,RSW,3.12,2.648,22.055,,,,,,,,,,17.590879,2.197267,155.165499,99.646078,68.315572,544.692439
6415,Aluminum,Aluminum,58.097,tin_plated,RSW,8.381,3.054,20.0,,,,,,,,,,15.75397,2.498735,50.0,115.693891,169.724628,2436.952203
6416,Copper,Aluminum,166.274,bare,Laser,5.058,6.369,20.0,,,,,779.646655,39.745938,0.0,0.0,0.116203,,,,,,
6417,Copper,Nickel,101.633,silver_plated,USW,6.818,7.541,34.402,1598.735766,21.960933,325.018925,356.340747,,,,,,,,,,,
6418,Copper,Aluminum,86.557,brushed,Laser,6.957,5.3,48.045,,,,,485.089671,66.06187,170.48261,0.769933,0.184554,,,,,,
6419,Copper,Aluminum,87.533,brushed,USW,4.86,7.476,42.7,1662.283448,28.743314,572.027776,273.188608,,,,,,,,,,,
6420,Copper,Aluminum,118.277,tin_plated,Laser,6.458,6.25,31.82,,,,,877.219054,23.081786,173.786888,0.14061,0.212491,,,,,,
6421,Aluminum,Aluminum,117.505,graphite_coated,Laser,3.057,6.037,25.19,,,,,538.899012,36.337188,276.785677,0.610598,0.200996,,,,,,
6422,Aluminum,Nickel,102.469,brushed,USW,6.161,3.432,35.405,1648.168757,31.070297,911.272615,50.403298,,,,,,,,,,,
6423,Copper,StainlessSteel,179.03,bare,RSW,2.0,4.653,20.0,,,,,,,,,,8.218716,2.855407,187.885849,132.632161,73.455654,938.360318
6424,Copper,Copper,61.877,nickel_plated,USW,4.585,7.129,25.606,1323.379736,21.777596,709.874433,456.196371,,,,,,,,,,,
6425,Copper,StainlessSteel,110.001,bare,USW,5.794,9.19,76.976,1480.669265,29.936624,602.200062,224.448761,,,,,,,,,,,
6426,Copper,Titanium,136.623,silver_plated,USW,6.223,6.579,51.852,1752.639984,32.728561,1272.805522,272.205076,,,,,,,,,,,
6427,Aluminum,Aluminum,153.093,tin_plated,RSW,6.347,5.909,102.645,,,,,,,,,,9.572255,1.017423,199.520394,89.469124,80.412859,942.317343
6428,Copper,Aluminum,145.58,nickel_plated,RSW,8.428,4.554,25.318,,,,,,,,,,15.692139,2.292068,107.318926,81.148437,141.189727,1470.658814
6429,Aluminum,Aluminum,128.647,bare,RSW,4.214,9.617,30.686,,,,,,,,,,9.333294,2.248317,149.520853,111.523747,143.213647,1868.554881
6430,Aluminum,StainlessSteel,122.061,graphite_coated,RSW,5.096,3.653,61.152,,,,,,,,,,17.038958,2.687882,167.860773,114.715291,113.967726,686.592148
6431,Copper,Nickel,153.003,tin_plated,USW,5.602,6.249,23.683,1508.570118,26.269845,607.393789,490.245528,,,,,,,,,,,
6432,Aluminum,Aluminum,117.386,bare,Laser,3.78,5.325,20.0,,,,,500.825467,54.275767,0.0,0.0,0.225206,,,,,,
6433,Copper,Copper,107.327,bare,RSW,7.244,6.943,53.09,,,,,,,,,,13.98421,2.754202,71.670162,67.783205,52.836157,1748.113876
6434,Aluminum,Titanium,135.408,tin_plated,Laser,7.457,6.738,22.203,,,,,303.935576,64.254144,0.0,0.0,0.14095,,,,,,
6435,Copper,StainlessSteel,156.182,oxide_heavy,USW,6.441,4.912,24.129,1738.169336,39.374011,400.518139,257.486792,,,,,,,,,,,
6436,Aluminum,Nickel,112.729,tin_plated,USW,7.326,6.851,20.0,1783.213537,36.307067,636.747594,289.999845,,,,,,,,,,,
6437,Aluminum,Nickel,141.099,bare,RSW,6.552,3.637,64.984,,,,,,,,,,9.564059,4.126723,225.043528,66.525269,54.089632,1355.736667
6438,Aluminum,Titanium,101.096,nickel_plated,USW,2.0,6.06,29.147,1878.995299,23.614261,903.90081,380.092813,,,,,,,,,,,
6439,Aluminum,Aluminum,120.967,tin_plated,USW,4.313,4.759,47.801,1585.249358,34.362519,404.047498,152.486679,,,,,,,,,,,
6440,Copper,Aluminum,181.791,oxide_heavy,USW,6.812,8.705,40.457,1578.612499,21.487272,837.115159,189.46584,,,,,,,,,,,
6441,Aluminum,StainlessSteel,56.855,brushed,Laser,2.306,3.977,65.185,,,,,562.866282,72.12899,80.383474,0.246604,0.184489,,,,,,
6442,Copper,Copper,113.677,gold_plated,USW,8.45,6.985,25.42,1433.787021,33.197721,1033.722608,169.847043,,,,,,,,,,,
6443,Aluminum,StainlessSteel,132.99,tin_plated,RSW,6.977,4.52,45.157,,,,,,,,,,12.537269,4.456737,92.652328,99.283353,68.783613,2267.060089
6444,Copper,StainlessSteel,157.699,brushed,Laser,5.933,7.234,34.876,,,,,685.763701,36.589994,0.0,0.0,0.116576,,,,,,
6445,Copper,Copper,69.91,silver_plated,Laser,6.998,6.051,29.449,,,,,399.223484,48.027952,160.405952,0.550026,0.119183,,,,,,
6446,Aluminum,Aluminum,84.904,tin_plated,RSW,5.122,7.171,56.799,,,,,,,,,,10.888144,3.367088,203.584207,52.596188,108.049975,1827.764763
6447,Copper,StainlessSteel,133.044,graphite_coated,Laser,5.083,5.676,20.0,,,,,508.803737,87.246078,187.580823,1.260486,0.124168,,,,,,
6448,Copper,Nickel,104.968,bare,USW,4.594,5.382,30.243,1557.531667,31.760902,680.30715,545.068,,,,,,,,,,,
6449,Aluminum,Aluminum,125.816,bare,USW,6.528,4.34,71.613,1518.788522,33.239652,777.712846,86.733965,,,,,,,,,,,
6450,Aluminum,Nickel,101.458,tin_plated,Laser,6.695,8.854,66.948,,,,,100.0,36.927817,32.318295,0.484113,0.20953,,,,,,
6451,Copper,Copper,105.502,tin_plated,Laser,5.001,3.904,40.974,,,,,440.558016,51.958193,51.444479,2.297422,0.125559,,,,,,
6452,Aluminum,Nickel,77.975,silver_plated,Laser,3.537,6.373,22.275,,,,,423.127424,39.460606,0.0,0.0,0.222028,,,,,,
6453,Copper,Nickel,86.864,nickel_plated,USW,5.475,4.481,38.024,1378.796622,27.48448,658.70135,331.557662,,,,,,,,,,,
6454,Copper,Copper,102.756,silver_plated,USW,7.037,5.573,32.911,2012.949696,36.055157,1046.363964,50.0,,,,,,,,,,,
6455,Copper,StainlessSteel,93.862,brushed,RSW,3.839,7.562,20.0,,,,,,,,,,2.0,2.46872,253.613442,52.383516,143.889474,1444.204325
6456,Aluminum,Aluminum,112.509,tin_plated,Laser,8.058,8.792,84.125,,,,,468.024302,37.514873,0.0,0.0,0.22975,,,,,,
6457,Copper,Copper,173.688,oxide_heavy,Laser,3.708,7.078,25.551,,,,,755.011543,39.687882,171.195367,1.088997,0.110885,,,,,,
6458,Aluminum,StainlessSteel,108.297,tin_plated,Laser,7.235,2.0,47.408,,,,,714.519303,65.144166,170.883296,0.421506,0.242395,,,,,,
6459,Copper,StainlessSteel,139.862,brushed,RSW,5.778,3.902,33.72,,,,,,,,,,9.883094,2.959915,174.997715,108.920852,90.3234,2011.173533
6460,Copper,StainlessSteel,147.305,tin_plated,USW,4.039,5.038,39.398,1596.368064,35.377901,782.326506,359.736888,,,,,,,,,,,
6461,Copper,Copper,163.084,graphite_coated,Laser,5.849,5.112,81.559,,,,,631.884969,52.675585,0.0,0.0,0.128955,,,,,,
6462,Copper,Nickel,85.019,bare,USW,6.703,7.619,40.65,2083.94136,34.851416,430.64023,423.077714,,,,,,,,,,,
6463,Copper,Titanium,155.061,nickel_plated,Laser,7.383,6.877,20.0,,,,,432.078449,57.334496,169.04759,1.173802,0.093102,,,,,,
6464,Aluminum,StainlessSteel,63.073,graphite_coated,Laser,6.108,5.132,58.352,,,,,289.811722,48.359231,172.366012,0.423347,0.236853,,,,,,
6465,Copper,Copper,135.258,brushed,Laser,5.552,7.922,71.771,,,,,658.499826,48.4013,141.270518,1.14315,0.146931,,,,,,
6466,Aluminum,StainlessSteel,189.331,oxide_heavy,USW,6.42,7.613,46.714,1438.964345,26.978853,653.852334,415.602897,,,,,,,,,,,
6467,Copper,Copper,99.933,tin_plated,Laser,5.914,6.833,36.657,,,,,783.21996,35.08682,0.0,0.0,0.092661,,,,,,
6468,Aluminum,Aluminum,101.528,tin_plated,USW,3.524,5.3,31.418,1493.807427,38.852688,917.519625,206.97341,,,,,,,,,,,
6469,Copper,Copper,117.381,brushed,RSW,2.199,7.166,56.422,,,,,,,,,,7.56272,3.14828,59.430423,111.478428,113.338346,2535.798292
6470,Copper,StainlessSteel,100.869,nickel_plated,RSW,7.717,7.343,31.153,,,,,,,,,,17.719916,4.100027,148.246054,72.699982,112.003053,1420.529493
6471,Aluminum,StainlessSteel,118.243,graphite_coated,USW,6.666,6.983,32.555,1125.414145,31.811705,272.201532,71.401193,,,,,,,,,,,
6472,Aluminum,Aluminum,166.396,bare,USW,11.927,7.091,44.893,1079.088473,41.470246,506.607943,410.692196,,,,,,,,,,,
6473,Copper,Copper,166.173,brushed,USW,5.959,5.941,38.696,1439.114184,32.287041,536.962644,346.723546,,,,,,,,,,,
6474,Aluminum,Aluminum,67.396,brushed,USW,6.972,5.827,20.0,1351.102127,31.047186,612.955571,246.775262,,,,,,,,,,,
6475,Copper,Titanium,127.43,silver_plated,USW,6.342,4.064,50.198,1764.477688,18.09481,1196.739921,317.353272,,,,,,,,,,,
6476,Aluminum,Aluminum,79.143,silver_plated,Laser,5.555,10.872,42.969,,,,,476.800756,34.965313,0.0,0.0,0.285497,,,,,,
6477,Copper,Aluminum,114.15,brushed,USW,5.08,5.95,30.414,1767.088283,32.398021,903.341152,240.064116,,,,,,,,,,,
6478,Copper,Aluminum,127.942,silver_plated,USW,7.503,8.901,59.599,2800.282671,26.734265,607.84445,224.955817,,,,,,,,,,,
6479,Copper,Nickel,161.965,brushed,USW,7.157,9.157,86.196,1233.763642,37.970545,626.082141,187.023185,,,,,,,,,,,
6480,Copper,Copper,83.334,bare,RSW,3.859,6.486,20.0,,,,,,,,,,5.539203,1.485463,180.12352,96.780793,50.193962,2143.431873
6481,Copper,Copper,20.0,brushed,Laser,6.885,4.915,20.0,,,,,556.86768,16.230833,0.0,0.0,0.293039,,,,,,
6482,Aluminum,StainlessSteel,22.102,silver_plated,Laser,5.178,5.821,53.069,,,,,826.2136,37.416637,97.006407,0.61898,0.06812,,,,,,
6483,Aluminum,Aluminum,181.72,oxide_heavy,USW,4.292,4.896,94.025,1088.570854,35.648264,618.048344,342.05765,,,,,,,,,,,
6484,Copper,Aluminum,98.271,nickel_plated,USW,4.253,9.362,20.0,1849.441559,31.712373,1080.23616,366.882651,,,,,,,,,,,
6485,Copper,Copper,106.322,silver_plated,USW,8.395,3.476,22.965,1259.984629,21.506785,767.613812,532.371385,,,,,,,,,,,
6486,Aluminum,StainlessSteel,194.989,brushed,USW,5.027,7.433,20.0,1230.991918,36.093185,421.172509,344.283407,,,,,,,,,,,
6487,Copper,Aluminum,128.695,tin_plated,Laser,7.567,7.147,52.23,,,,,871.946903,84.97891,282.812181,0.766948,0.175267,,,,,,
6488,Copper,Aluminum,101.835,bare,RSW,7.124,3.88,48.176,,,,,,,,,,14.204204,2.945415,178.570154,53.667049,107.606096,1170.434986
6489,Copper,StainlessSteel,147.95,tin_plated,USW,6.484,6.711,32.518,1809.957825,30.24403,845.253527,265.419753,,,,,,,,,,,
6490,Copper,StainlessSteel,97.17,nickel_plated,Laser,7.683,4.422,38.686,,,,,1058.810387,9.656843,226.179944,0.820727,0.078784,,,,,,
6491,Copper,Aluminum,143.787,nickel_plated,USW,3.607,4.489,57.893,1258.67578,37.002011,434.351878,346.795577,,,,,,,,,,,
6492,Copper,Nickel,79.031,nickel_plated,RSW,6.639,5.835,36.936,,,,,,,,,,11.92886,1.426362,125.512537,100.055233,69.589339,1722.287764
6493,Copper,StainlessSteel,192.766,graphite_coated,RSW,4.096,8.743,51.405,,,,,,,,,,13.092965,2.652183,203.503044,109.291588,84.290635,1265.19548
6494,Copper,Copper,166.257,bare,RSW,7.592,7.986,20.0,,,,,,,,,,12.749983,5.579828,242.326762,78.888174,98.068275,1542.324123
6495,Copper,StainlessSteel,160.024,silver_plated,USW,5.772,5.253,33.562,1484.014262,21.186868,683.689763,331.779016,,,,,,,,,,,
6496,Copper,Aluminum,131.051,bare,Laser,8.345,4.41,81.289,,,,,596.595898,5.0,151.480999,0.491898,0.134505,,,,,,
6497,Copper,Aluminum,44.797,graphite_coated,Laser,4.746,7.33,20.0,,,,,384.244849,45.712798,166.366359,1.141663,0.172755,,,,,,
6498,Aluminum,Nickel,213.898,nickel_plated,RSW,6.927,7.364,50.734,,,,,,,,,,14.750413,2.25363,257.654845,81.650952,109.556656,2089.405074
6499,Copper,Aluminum,132.521,tin_plated,RSW,4.174,7.375,76.728,,,,,,,,,,15.009081,3.003445,265.741233,50.0,69.944279,1955.405289
6500,Copper,Copper,91.247,nickel_plated,Laser,7.332,3.663,39.212,,,,,451.314758,82.599687,153.617597,0.123622,0.270754,,,,,,
6501,Aluminum,Titanium,116.28,silver_plated,USW,7.121,10.102,46.447,1369.002384,20.303936,502.114491,397.706931,,,,,,,,,,,
6502,Aluminum,Nickel,121.524,graphite_coated,USW,5.459,4.891,21.793,1692.333382,23.024744,699.062182,193.721959,,,,,,,,,,,
6503,Copper,Copper,84.792,brushed,USW,5.447,2.988,20.708,1009.338273,29.932189,523.374055,289.665409,,,,,,,,,,,
6504,Aluminum,StainlessSteel,73.295,tin_plated,Laser,6.184,5.811,43.444,,,,,763.955547,62.354749,189.394962,0.675557,0.188977,,,,,,
6505,Aluminum,Titanium,106.919,bare,USW,8.135,9.031,64.816,1004.501722,39.608302,794.523754,395.174535,,,,,,,,,,,
6506,Aluminum,Aluminum,129.887,graphite_coated,USW,6.069,7.589,26.475,1668.212833,37.597201,307.024393,580.743834,,,,,,,,,,,
6507,Copper,Nickel,196.95,oxide_heavy,USW,6.416,7.437,37.839,1470.604479,16.699532,559.652296,59.262075,,,,,,,,,,,
6508,Copper,Titanium,128.206,bare,USW,7.976,5.978,43.319,1637.776784,19.518739,695.43717,328.790901,,,,,,,,,,,
6509,Copper,Copper,75.781,gold_plated,USW,8.369,6.324,47.579,1640.432812,32.966531,738.726744,483.238382,,,,,,,,,,,
6510,Aluminum,Nickel,132.239,silver_plated,USW,9.002,4.686,59.573,1646.781283,27.767103,946.129953,143.420355,,,,,,,,,,,
6511,Copper,Copper,103.047,graphite_coated,USW,5.757,6.786,53.514,1857.821789,39.122369,1200.730458,261.457032,,,,,,,,,,,
6512,Copper,Copper,131.245,nickel_plated,USW,7.879,5.215,59.458,2082.071087,23.668083,791.975886,349.231906,,,,,,,,,,,
6513,Copper,Aluminum,173.985,nickel_plated,Laser,7.851,7.198,29.63,,,,,643.82027,40.218903,105.432458,0.96589,0.234609,,,,,,
6514,Copper,StainlessSteel,171.231,tin_plated,USW,5.348,7.603,28.452,1891.688228,31.664631,863.417204,161.716791,,,,,,,,,,,
6515,Aluminum,Nickel,80.753,bare,USW,7.9,7.277,36.771,1677.166964,25.248941,108.55384,233.411468,,,,,,,,,,,
6516,Copper,StainlessSteel,124.328,brushed,RSW,4.596,7.167,24.326,,,,,,,,,,7.608759,3.615858,256.907596,105.386967,116.157558,2113.781862
6517,Aluminum,Nickel,170.977,nickel_plated,Laser,5.429,3.896,20.0,,,,,542.492935,45.267662,161.420207,1.319372,0.207167,,,,,,
6518,Aluminum,Nickel,63.885,silver_plated,Laser,5.665,6.507,34.566,,,,,229.148856,82.14702,0.0,0.0,0.222229,,,,,,
6519,Aluminum,Titanium,102.646,oxide_heavy,USW,5.662,6.172,42.095,1376.202618,18.865989,1123.654634,305.243116,,,,,,,,,,,
6520,Copper,StainlessSteel,215.119,nickel_plated,USW,7.316,6.18,49.868,1858.001257,41.523609,718.73988,476.083733,,,,,,,,,,,
