resistance_growth_pct_1000cyc,strength_retention_pct_1000cyc,cycles_to_failure,crack_growth_mm,delamination_probability,reliability_class
12.43,91.31,9252,0.243,0.448,A
28.85,68.45,6111,0.401,0.9528,C
16.29,93.2,6933,0.341,0.5009,B
14.32,93.85,8072,0.188,0.3993,A
14.05,86.25,9275,0.236,0.5598,B
14.03,79.91,6437,0.35,0.5907,B
6.5,95.24,9212,0.247,0.4712,A
23.24,81.17,6504,0.293,0.7445,B
27.71,73.24,5636,0.509,0.8936,C
24.26,75.82,6400,0.539,0.9048,B
15.65,78.41,7670,0.282,0.7059,B
20.97,71.75,7875,0.32,0.7926,C
9.86,100.0,9831,0.21,0.3284,A
13.32,89.21,6828,0.247,0.4372,B
25.23,66.78,6497,0.684,0.9137,C
33.62,77.01,6278,0.398,0.8281,B
18.32,78.4,9246,0.234,0.7132,B
27.87,68.75,6229,0.653,0.9548,C
15.83,83.79,7162,0.299,0.4908,B
10.63,96.06,9633,0.208,0.4522,A
21.44,74.62,8058,0.328,0.8055,C
20.99,79.9,7643,0.276,0.6519,B
23.79,68.1,7066,0.432,0.8601,C
20.56,75.52,8116,0.361,0.8319,B
13.76,83.34,8615,0.258,0.6206,B
12.84,95.24,9539,0.217,0.411,A
29.23,70.58,6794,0.562,0.9546,C
19.1,78.71,8028,0.367,0.8555,B
16.96,91.19,7444,0.3,0.5132,B
19.51,87.93,6785,0.226,0.5273,B
8.7,89.25,8092,0.254,0.3889,B
10.72,83.85,8685,0.241,0.5398,B
18.4,77.7,8776,0.309,0.8426,B
12.53,85.07,8343,0.241,0.5234,B
24.38,85.33,7803,0.466,0.6912,B
44.33,60.51,5944,0.765,0.9681,C
29.94,69.08,5888,0.514,0.8935,C
4.63,92.06,8824,0.268,0.3789,A
14.58,78.52,8283,0.309,0.7248,B
17.96,77.12,8112,0.303,0.8426,B
21.26,74.73,7385,0.524,0.9215,C
14.05,86.41,8294,0.186,0.582,B
16.33,83.26,7574,0.264,0.6006,B
48.68,60.01,5556,0.797,0.9968,C
19.98,73.87,8160,0.362,0.8054,C
20.81,82.25,8460,0.239,0.6656,B
19.44,71.9,7774,0.289,0.7298,C
17.05,82.84,8351,0.281,0.5804,B
14.47,88.97,7924,0.184,0.4872,B
11.0,97.46,8643,0.234,0.3626,A
24.2,75.14,7401,0.397,0.8365,B
21.76,74.04,7064,0.453,0.8651,C
39.72,65.94,6038,0.782,1.0,C
12.12,100.0,7768,0.267,0.4357,A
19.42,73.91,7085,0.495,0.8944,C
22.66,73.94,6874,0.407,0.8381,C
14.97,96.7,9726,0.212,0.3637,A
17.62,77.64,9988,0.299,0.7379,B
17.63,78.18,9165,0.24,0.6909,B
9.68,89.28,7958,0.31,0.4737,B
23.32,72.35,7092,0.458,0.9063,C
10.7,92.9,8807,0.301,0.4686,A
13.12,83.52,9042,0.248,0.6088,B
24.73,74.25,6892,0.419,0.8852,C
18.04,85.0,7697,0.278,0.5993,B
25.24,74.21,6710,0.446,0.867,C
22.2,71.74,6839,0.437,0.8356,C
20.28,78.04,8649,0.343,0.7717,B
15.08,100.0,8589,0.257,0.4314,B
20.61,78.94,6567,0.423,0.8208,B
10.45,84.12,9204,0.342,0.7122,B
36.23,66.96,5730,0.576,0.8912,C
18.37,75.04,8141,0.385,0.8003,B
21.58,67.85,7636,0.476,0.9278,C
17.97,91.06,7170,0.347,0.5559,B
28.76,69.26,6145,0.649,0.9499,C
20.26,71.2,8606,0.325,0.7932,C
14.39,84.96,7517,0.263,0.5285,B
43.72,63.08,6300,0.686,0.9906,C
37.54,64.85,5912,0.761,0.9798,C
14.6,90.77,7143,0.277,0.5078,A
33.75,66.01,6735,0.718,1.0,C
11.25,88.56,8116,0.215,0.466,B
29.98,64.32,6466,0.477,0.897,C
15.56,79.94,9620,0.325,0.7266,B
16.34,85.0,8608,0.286,0.7346,B
19.05,75.44,7699,0.352,0.8179,B
23.83,70.37,5909,0.485,0.8349,C
33.56,62.54,7432,0.898,0.9691,C
8.43,100.0,9930,0.282,0.347,A
6.01,99.82,9583,0.164,0.3895,A
11.99,86.63,8895,0.123,0.4496,B
10.66,85.95,7868,0.24,0.5122,B
32.36,72.34,5364,0.483,0.8952,C
21.05,75.0,6990,0.334,0.8734,B
54.37,59.88,5778,0.892,0.96,C
9.64,94.9,9960,0.195,0.3999,A
15.07,81.82,7761,0.266,0.6152,B
11.55,93.35,7359,0.219,0.4235,A
15.4,91.73,7514,0.258,0.5155,B
13.21,91.98,6602,0.237,0.4851,A
29.37,73.2,5991,0.554,0.9881,C
37.16,61.97,6940,0.835,0.9584,C
18.94,79.4,6652,0.363,0.7518,B
14.61,85.65,8904,0.21,0.6173,B
12.53,90.71,7108,0.196,0.4027,A
23.73,73.04,8137,0.328,0.6825,C
15.03,87.84,9180,0.203,0.5134,B
20.31,81.22,8596,0.303,0.628,B
22.06,74.11,6562,0.52,0.9074,C
20.05,68.12,6775,0.374,0.8259,C
16.35,78.9,9771,0.256,0.7749,B
23.39,64.12,6042,0.579,0.9154,C
16.31,86.83,7014,0.211,0.4963,B
12.32,74.99,10019,0.185,0.6216,C
17.01,78.02,9229,0.245,0.6543,B
15.02,79.32,8830,0.339,0.6698,B
30.57,69.38,6468,0.537,0.9377,C
9.4,95.52,7359,0.223,0.4235,A
27.21,70.47,7030,0.529,0.9184,C
12.23,86.11,8483,0.228,0.5496,B
6.78,91.03,8765,0.229,0.4692,A
16.41,86.93,8622,0.235,0.5213,B
14.7,88.88,6556,0.282,0.5494,B
20.88,86.4,6950,0.318,0.5827,B
10.99,91.27,7989,0.298,0.4416,A
12.63,78.52,8422,0.198,0.6248,B
19.37,79.15,8229,0.317,0.8386,B
17.55,81.35,8209,0.313,0.7338,B
18.52,77.79,7446,0.356,0.7126,B
16.76,91.89,7222,0.368,0.5039,B
22.08,76.71,6177,0.45,0.8929,B
11.59,92.48,8477,0.199,0.4433,A
17.29,80.34,8123,0.232,0.4804,B
7.57,94.82,7789,0.183,0.3571,A
10.11,89.48,6966,0.224,0.4101,B
32.58,64.23,6960,0.644,1.0,C
13.62,77.4,7395,0.282,0.6376,B
26.3,73.67,6331,0.47,0.8794,C
20.19,79.6,7713,0.364,0.7776,B
27.09,68.95,6154,0.537,0.9443,C
18.62,80.12,7774,0.386,0.7788,B
12.4,93.46,8279,0.24,0.4849,A
47.34,61.94,7075,0.885,1.0,C
22.21,71.61,6929,0.494,0.915,C
16.4,87.22,7196,0.376,0.515,B
22.97,87.42,7145,0.334,0.6613,B
18.98,87.32,6177,0.331,0.446,B
11.6,87.71,6441,0.237,0.4855,B
13.29,89.43,7842,0.366,0.4807,B
11.06,93.28,7662,0.259,0.4498,A
10.79,95.97,8714,0.127,0.3579,A
16.14,84.65,8195,0.286,0.5916,B
28.33,72.58,6461,0.448,0.8997,C
18.92,73.32,6447,0.413,0.8938,C
11.13,87.62,7171,0.224,0.5193,B
17.25,97.46,9004,0.303,0.462,B
23.25,71.65,7468,0.524,0.9187,C
27.79,77.05,7874,0.34,0.7895,B
19.42,76.76,7223,0.459,0.9017,B
22.72,66.67,6670,0.65,0.9519,C
16.93,78.37,8172,0.378,0.822,B
15.85,93.7,9768,0.162,0.363,B
25.61,76.08,6300,0.387,0.8343,B
28.21,67.47,7182,0.623,0.9078,C
45.34,64.12,6356,0.877,0.9227,C
13.65,86.1,9405,0.242,0.5197,B
24.45,76.43,6472,0.418,0.8589,B
20.51,74.74,7311,0.331,0.7893,C
9.15,95.1,8279,0.206,0.4061,A
27.86,69.56,6424,0.572,0.9726,C
9.84,91.29,6857,0.231,0.4555,A
11.43,91.05,7148,0.31,0.5176,A
22.55,73.26,7426,0.426,0.8896,C
22.19,68.07,7265,0.532,0.9152,C
16.92,88.32,7513,0.364,0.6064,B
18.42,82.83,7445,0.356,0.7827,B
19.87,75.54,8225,0.351,0.8026,B
16.24,94.22,7960,0.327,0.5131,B
16.0,83.93,7029,0.305,0.5265,B
13.68,85.93,9155,0.249,0.5452,B
19.92,87.0,5710,0.352,0.6938,B
11.32,87.18,8339,0.264,0.5652,B
21.88,70.99,6562,0.549,0.9635,C
11.89,95.36,6951,0.297,0.4133,A
9.49,88.36,9157,0.205,0.4667,B
8.13,88.69,8487,0.28,0.4255,B
19.76,82.35,8765,0.336,0.759,B
15.56,87.15,4061,0.362,0.6837,B
21.54,73.36,6756,0.471,0.9571,C
12.69,93.63,9231,0.188,0.4412,A
16.05,81.13,8695,0.277,0.6933,B
11.05,93.93,9312,0.308,0.3737,A
15.37,97.24,8573,0.286,0.5075,B
12.69,81.3,9549,0.261,0.7205,B
14.02,96.45,7618,0.217,0.4871,A
15.11,82.01,8767,0.32,0.6988,B
11.36,86.49,5469,0.316,0.4614,B
15.2,84.91,8878,0.249,0.6781,B
24.8,72.0,6524,0.567,0.9825,C
28.64,71.89,6673,0.567,0.9241,C
12.35,91.09,7753,0.234,0.4193,A
19.5,75.21,7722,0.261,0.7523,B
12.57,93.53,7030,0.227,0.4083,A
32.48,67.72,5842,0.687,0.9775,C
23.6,73.64,7552,0.429,0.9011,C
20.69,75.68,7951,0.335,0.8078,B
15.03,90.89,7431,0.307,0.4907,B
30.87,71.13,6671,0.534,0.9913,C
25.17,73.81,6171,0.399,0.8973,C
19.7,74.97,6440,0.46,0.9486,C
10.71,84.11,9701,0.244,0.5756,B
13.59,96.68,8191,0.397,0.4905,A
17.27,73.52,8433,0.238,0.7967,C
9.67,96.48,9109,0.166,0.3646,A
37.92,66.16,5854,0.758,0.9856,C
13.23,100.0,9210,0.265,0.3682,A
24.63,73.92,7593,0.313,0.8307,C
21.57,75.38,6550,0.342,0.8396,B
19.7,81.06,7951,0.333,0.6512,B
14.5,89.99,7125,0.303,0.5654,B
16.84,87.2,8581,0.3,0.6743,B
18.73,91.01,8252,0.25,0.5446,B
11.8,90.06,8294,0.301,0.3769,A
15.72,92.62,7982,0.346,0.5155,B
38.6,66.49,5750,0.748,0.9945,C
7.52,100.0,10388,0.224,0.3332,A
11.19,94.66,7356,0.231,0.4846,A
18.02,75.65,7293,0.382,0.891,B
27.34,70.86,6853,0.575,0.9092,C
25.87,72.95,6693,0.479,0.8968,C
21.14,80.68,8763,0.284,0.6609,B
13.74,81.17,7518,0.217,0.5789,B
16.61,77.76,9361,0.321,0.8318,B
22.07,68.71,5682,0.502,0.9617,C
10.14,83.74,8815,0.205,0.506,B
11.8,84.83,9000,0.261,0.4773,B
11.6,92.61,7981,0.235,0.4674,A
19.06,94.55,6841,0.359,0.5288,B
19.39,87.03,7586,0.445,0.6148,B
14.52,81.55,6738,0.347,0.5909,B
16.49,84.21,7313,0.239,0.5667,B
12.92,91.92,6768,0.248,0.4742,A
13.29,81.91,8245,0.27,0.5934,B
8.83,100.0,9363,0.211,0.3535,A
11.62,99.14,8672,0.113,0.3051,A
7.8,88.94,8944,0.258,0.3673,B
15.08,76.4,9372,0.26,0.7102,B
14.53,85.02,9669,0.18,0.4237,B
13.72,81.26,6882,0.294,0.4651,B
18.84,73.37,7966,0.332,0.7768,C
17.09,98.29,8121,0.252,0.5278,B
28.07,69.74,6677,0.727,1.0,C
14.5,79.52,7175,0.241,0.6335,B
18.2,87.08,6603,0.386,0.6206,B
13.25,92.92,7779,0.251,0.4507,A
18.16,81.12,7249,0.29,0.6484,B
11.99,84.28,9634,0.22,0.5424,B
14.3,89.72,7506,0.207,0.5148,B
25.14,75.7,7011,0.401,0.8646,B
26.19,74.45,5927,0.419,0.8657,C
9.42,92.54,7950,0.177,0.425,A
13.81,94.96,8129,0.272,0.5164,A
30.64,67.13,6921,0.744,0.9909,C
19.54,83.12,7382,0.321,0.7256,B
25.72,69.41,7380,0.48,0.875,C
19.69,73.89,7444,0.374,0.8587,C
34.55,68.93,6138,0.505,0.9089,C
21.24,74.0,6550,0.517,0.9609,C
10.14,89.62,7925,0.268,0.5108,B
20.21,74.51,8679,0.286,0.77,C
18.43,80.78,8549,0.302,0.6888,B
12.32,95.22,8482,0.19,0.3609,A
30.65,65.39,6454,0.756,0.9495,C
26.41,67.48,6641,0.755,0.9344,C
24.37,65.64,7474,0.476,0.8918,C
11.5,98.18,8923,0.233,0.4295,A
33.95,74.49,5925,0.524,0.9685,C
27.84,72.98,7518,0.617,0.9354,C
13.47,92.72,8195,0.165,0.4458,A
18.28,81.53,8311,0.333,0.7648,B
28.35,68.79,6896,0.584,0.9596,C
29.68,73.7,6352,0.662,0.9723,C
11.56,86.62,8105,0.243,0.5821,B
12.83,86.63,9416,0.192,0.449,B
14.13,87.08,6198,0.277,0.4525,B
20.43,81.06,7793,0.235,0.6946,B
17.39,79.01,6661,0.436,0.8522,B
22.8,78.65,6798,0.439,0.8343,B
20.01,74.65,6513,0.342,0.7775,C
24.07,72.83,6956,0.577,0.9598,C
19.3,76.69,9465,0.374,0.7484,B
22.04,68.09,6449,0.609,0.9217,C
22.06,77.62,8123,0.333,0.7669,B
11.45,93.78,8271,0.335,0.4961,A
22.59,71.34,5722,0.454,0.8917,C
12.68,75.97,9633,0.26,0.6704,B
21.83,81.08,6910,0.313,0.8267,B
22.67,72.75,6344,0.62,0.9268,C
16.53,87.57,6138,0.401,0.6282,B
9.3,91.2,8575,0.183,0.3905,A
12.32,91.13,7386,0.2,0.4773,A
11.74,99.4,8684,0.333,0.4547,A
21.1,73.34,7360,0.555,0.9031,C
16.61,71.31,8076,0.351,0.7512,C
15.08,81.15,8521,0.278,0.7723,B
26.7,66.37,6286,0.579,0.92,C
12.86,80.35,7909,0.238,0.674,B
12.39,97.57,9891,0.239,0.4709,A
12.92,95.01,8613,0.428,0.5723,A
21.11,72.09,7852,0.364,0.8485,C
18.85,77.46,8906,0.253,0.7423,B
19.43,79.66,6759,0.402,0.6422,B
14.22,80.38,9158,0.195,0.6033,B
25.78,77.63,6984,0.426,0.8394,B
20.27,75.62,6325,0.314,0.654,B
27.37,72.6,6070,0.573,0.9288,C
6.95,95.16,9021,0.174,0.3635,A
29.26,75.49,7006,0.406,0.7764,B
13.94,97.64,9853,0.299,0.4865,A
14.01,94.77,7285,0.261,0.4512,A
18.38,92.83,6530,0.316,0.563,B
11.77,94.04,7501,0.334,0.5204,A
15.51,87.55,8314,0.218,0.6078,B
35.96,64.95,6890,0.897,0.946,C
13.64,77.43,8930,0.258,0.6948,B
11.59,96.72,7859,0.226,0.47,A
14.57,90.25,6578,0.235,0.5067,A
26.75,78.3,6170,0.314,0.7052,B
6.29,100.0,10792,0.198,0.2817,A
31.65,71.32,6225,0.536,0.9207,C
14.35,74.58,8373,0.294,0.6794,C
16.6,79.26,6931,0.342,0.6139,B
28.44,70.84,6733,0.608,0.966,C
13.11,90.64,8340,0.274,0.4347,A
11.15,96.71,8401,0.276,0.4361,A
21.65,72.0,7473,0.407,0.8198,C
9.02,90.79,7327,0.223,0.3788,A
13.0,89.23,8977,0.249,0.5161,B
10.13,94.78,8144,0.18,0.4254,A
22.5,73.21,7309,0.568,0.9207,C
26.63,76.38,7555,0.281,0.7145,B
13.93,94.7,7679,0.263,0.4563,A
29.61,71.55,6709,0.639,0.9684,C
26.08,78.36,6013,0.521,0.8527,B
12.99,86.76,8076,0.3,0.5629,B
8.96,95.07,8464,0.218,0.407,A
23.45,73.81,6228,0.464,0.915,C
16.3,84.71,7044,0.325,0.64,B
21.81,70.41,7694,0.411,0.8499,C
12.65,80.75,9019,0.277,0.612,B
8.07,93.95,9533,0.187,0.4236,A
21.62,77.31,7206,0.355,0.7174,B
11.26,89.62,8057,0.288,0.4711,B
15.95,84.28,7556,0.258,0.5311,B
11.07,90.63,7691,0.284,0.5596,A
11.14,87.08,8230,0.214,0.4967,B
18.06,78.78,7447,0.325,0.7253,B
9.45,100.0,9083,0.263,0.3321,A
10.4,100.0,8277,0.319,0.4413,A
26.08,71.23,6403,0.538,0.9334,C
16.63,75.39,9439,0.289,0.7573,B
22.01,82.83,7231,0.298,0.6019,B
16.0,95.04,7713,0.329,0.5746,B
12.01,87.49,9322,0.24,0.6116,B
11.76,86.12,8516,0.221,0.5876,B
26.05,71.96,7090,0.551,0.9751,C
12.5,82.88,8108,0.255,0.5589,B
14.83,85.58,7251,0.264,0.5488,B
19.1,89.2,8357,0.381,0.5904,B
9.18,91.64,9192,0.219,0.3898,A
10.01,95.54,8527,0.168,0.4002,A
10.34,80.31,8984,0.235,0.5465,B
29.32,69.19,7701,0.664,0.9645,C
15.32,92.23,7351,0.325,0.5261,B
30.7,70.86,7099,0.604,0.9441,C
23.25,73.29,7252,0.545,0.9056,C
37.48,68.85,6343,0.535,0.9464,C
18.83,82.78,7709,0.257,0.5887,B
21.48,77.77,8387,0.326,0.8552,B
19.26,89.1,6876,0.44,0.5964,B
27.53,70.96,6590,0.514,0.8747,C
20.21,77.15,7608,0.411,0.8893,B
17.21,78.54,7343,0.318,0.7004,B
8.92,93.46,8681,0.309,0.508,A
8.61,97.89,8257,0.233,0.4157,A
7.89,96.55,8061,0.208,0.4107,A
15.06,77.96,6895,0.445,0.9277,B
19.13,77.37,6946,0.428,0.8195,B
16.16,95.86,8433,0.357,0.5398,B
9.4,87.41,7593,0.299,0.4858,B
34.63,60.11,7396,0.871,0.9831,C
19.34,81.13,7186,0.379,0.8133,B
14.52,78.66,9066,0.355,0.8235,B
16.68,76.03,7087,0.402,0.8943,B
17.72,72.9,8190,0.324,0.7877,C
16.74,86.7,5823,0.283,0.5004,B
18.44,73.69,7608,0.271,0.7878,C
15.84,98.08,9809,0.32,0.4011,B
11.13,84.25,9058,0.176,0.5973,B
5.74,91.56,9103,0.228,0.4508,A
27.7,72.34,7586,0.367,0.8165,C
18.48,73.43,6875,0.416,0.8687,C
13.96,87.66,7687,0.271,0.5876,B
33.11,56.49,7248,0.858,0.9913,C
14.57,83.73,9052,0.29,0.6459,B
18.4,78.39,8267,0.349,0.771,B
12.75,78.82,9173,0.203,0.5613,B
13.63,91.85,7395,0.329,0.5595,A
14.86,97.42,9285,0.254,0.4099,A
16.4,74.42,8678,0.309,0.7723,C
24.06,75.67,6210,0.428,0.8745,B
22.58,72.58,6543,0.317,0.8343,C
20.46,75.24,7237,0.485,0.8741,B
20.16,86.82,8593,0.26,0.6388,B
9.3,85.87,10056,0.227,0.5792,B
14.91,83.74,7312,0.332,0.6508,B
14.66,90.3,8729,0.262,0.5726,A
28.23,65.97,6283,0.707,0.9959,C
33.72,61.3,6395,0.988,1.0,C
8.68,90.22,8219,0.227,0.4203,A
13.81,94.1,7463,0.27,0.4558,A
23.9,72.04,5892,0.454,0.919,C
8.76,100.0,9047,0.151,0.3902,A
7.82,95.47,7818,0.243,0.449,A
12.37,89.44,7887,0.217,0.595,B
15.54,81.23,6592,0.254,0.5768,B
12.07,89.85,7267,0.261,0.4691,B
11.76,95.65,9032,0.284,0.5025,A
16.61,85.38,7230,0.218,0.5931,B
15.32,83.9,8546,0.265,0.6441,B
12.07,94.36,7906,0.195,0.4277,A
49.17,66.01,6774,0.792,0.9979,C
11.64,95.84,8071,0.32,0.5177,A
13.1,84.71,8246,0.254,0.694,B
14.55,83.5,7325,0.293,0.5239,B
13.55,90.21,7437,0.255,0.5049,A
36.14,57.47,6806,0.921,0.9862,C
32.58,73.9,5299,0.464,0.867,C
13.11,84.18,6030,0.361,0.4872,B
15.97,81.83,8258,0.324,0.5095,B
36.5,67.17,6360,0.712,0.9685,C
13.71,78.53,9077,0.36,0.7862,B
25.16,71.92,7021,0.625,0.9136,C
29.31,64.45,7372,0.663,0.9661,C
12.04,95.18,8263,0.261,0.445,A
16.69,77.96,7422,0.35,0.7688,B
44.41,63.9,6708,0.736,0.9929,C
16.43,95.07,6711,0.373,0.5325,B
13.44,91.37,9105,0.174,0.4777,A
12.31,98.45,9133,0.248,0.3293,A
19.08,75.78,6853,0.287,0.6421,B
20.74,75.18,6620,0.427,0.88,B
24.03,71.76,6156,0.425,0.8723,C
9.3,97.96,8715,0.147,0.3569,A
40.65,66.86,6162,0.784,0.998,C
19.63,83.21,5687,0.29,0.6514,B
10.95,95.68,8439,0.214,0.3853,A
10.23,99.88,9515,0.213,0.3578,A
14.24,87.56,9398,0.248,0.6205,B
24.22,74.94,6521,0.474,0.8567,C
23.88,91.09,7283,0.44,0.7143,B
21.44,77.97,6432,0.466,0.8304,B
26.22,73.64,7121,0.391,0.8274,C
14.99,93.34,6918,0.268,0.4382,A
15.06,94.95,9630,0.351,0.4016,B
23.96,82.33,7297,0.304,0.7785,B
26.56,71.65,6365,0.393,0.8991,C
15.3,83.62,8832,0.294,0.4729,B
24.73,73.86,7152,0.448,0.9267,C
7.15,87.01,8988,0.103,0.3331,B
24.77,72.81,7092,0.391,0.8457,C
21.76,75.41,7053,0.314,0.8412,B
15.69,77.67,7267,0.371,0.8524,B
11.49,87.08,6791,0.281,0.6156,B
18.91,70.86,8014,0.323,0.7694,C
11.25,88.36,8503,0.182,0.3859,B
30.78,63.62,6708,0.598,0.9256,C
31.68,70.66,6395,0.565,0.8911,C
29.37,66.15,5981,0.46,0.8377,C
11.01,83.83,7682,0.269,0.6134,B
14.0,86.32,8611,0.268,0.5719,B
13.96,78.51,8334,0.236,0.6898,B
19.86,69.22,7363,0.544,0.8927,C
6.8,99.7,9593,0.091,0.2683,A
12.23,89.16,7185,0.312,0.5064,B
37.45,62.73,6890,0.907,1.0,C
26.63,70.68,6669,0.559,0.9171,C
14.0,85.64,7470,0.232,0.5076,B
11.5,95.33,9165,0.258,0.4522,A
17.75,78.73,8492,0.384,0.7756,B
13.38,89.68,8469,0.265,0.5247,B
13.6,87.23,7148,0.217,0.4892,B
13.65,90.8,9813,0.217,0.5091,A
32.99,66.45,5642,0.681,0.8752,C
15.35,84.73,7822,0.306,0.6924,B
24.78,67.23,7031,0.603,0.8952,C
8.69,97.81,9870,0.147,0.3482,A
18.62,87.87,6643,0.325,0.7014,B
11.66,83.39,8224,0.265,0.5649,B
13.01,72.79,8183,0.266,0.7314,C
18.32,77.89,9256,0.352,0.7271,B
13.81,94.86,7385,0.263,0.4538,A
11.8,98.68,9030,0.315,0.4394,A
24.23,73.7,7608,0.419,0.8098,C
9.99,100.0,9470,0.242,0.3862,A
20.65,73.38,7547,0.333,0.7521,C
8.54,90.97,10017,0.226,0.3833,A
15.5,91.53,8464,0.381,0.5921,B
31.33,70.74,6526,0.564,0.8772,C
13.22,85.84,7607,0.325,0.622,B
22.66,71.68,6775,0.487,0.8769,C
15.93,88.31,5976,0.261,0.4888,B
22.63,67.66,6908,0.533,0.9891,C
10.79,87.05,10104,0.197,0.4762,B
14.83,93.38,8334,0.128,0.4429,A
16.18,79.65,9028,0.289,0.7303,B
19.42,75.46,6949,0.411,0.8339,B
15.45,85.37,9744,0.187,0.5882,B
23.99,75.51,7117,0.333,0.8559,B
13.54,86.24,7745,0.325,0.6774,B
17.47,74.48,8110,0.315,0.8153,C
22.74,69.75,7016,0.427,0.8716,C
19.42,72.74,8177,0.303,0.7444,C
14.32,91.05,9346,0.214,0.4479,A
16.44,82.66,7441,0.237,0.5854,B
12.98,86.46,8078,0.306,0.5512,B
20.79,71.34,7208,0.487,0.8853,C
19.56,75.77,7676,0.283,0.6424,B
21.69,75.53,6658,0.438,0.8889,B
11.43,97.88,9174,0.122,0.3046,A
45.09,62.94,6147,0.922,1.0,C
14.83,81.43,8223,0.267,0.6443,B
24.18,70.5,6628,0.477,0.8821,C
17.14,75.13,7359,0.309,0.7917,B
16.43,90.98,7796,0.277,0.4887,B
15.57,100.0,7536,0.231,0.4639,B
9.91,98.25,8737,0.269,0.3404,A
12.42,83.82,7026,0.297,0.424,B
18.54,76.79,6634,0.384,0.8404,B
9.06,98.4,9163,0.161,0.3698,A
11.59,90.18,8114,0.232,0.6029,A
12.18,85.04,7715,0.176,0.3526,B
23.08,75.96,6504,0.426,0.851,B
17.08,77.19,7917,0.373,0.7342,B
21.89,83.73,7062,0.259,0.6571,B
25.26,74.11,6492,0.564,0.9083,C
11.81,98.12,9129,0.228,0.3864,A
16.09,77.53,8704,0.358,0.8257,B
7.94,90.11,6638,0.297,0.3781,A
32.09,62.68,6687,0.785,1.0,C
21.15,78.97,8892,0.278,0.7171,B
19.42,76.25,6638,0.364,0.8983,B
19.63,72.38,7443,0.392,0.7283,C
31.39,63.26,6147,0.494,0.9468,C
22.52,77.38,7443,0.469,0.8668,B
25.24,64.59,6544,0.555,0.9631,C
17.82,81.57,7631,0.298,0.6584,B
21.59,77.54,6968,0.406,0.8542,B
8.84,94.28,8584,0.263,0.3993,A
20.9,76.66,8783,0.265,0.7718,B
11.38,86.56,7981,0.308,0.4508,B
13.84,100.0,8301,0.263,0.5037,A
16.21,81.93,8271,0.219,0.6675,B
20.0,74.96,5877,0.433,0.8971,C
12.84,87.35,8338,0.191,0.5343,B
18.98,85.13,7035,0.257,0.5953,B
9.5,92.77,8315,0.197,0.4668,A
8.45,96.67,9109,0.145,0.3501,A
15.14,82.52,6849,0.293,0.6203,B
16.0,81.93,7063,0.309,0.6398,B
12.61,100.0,8855,0.202,0.2834,A
25.74,72.26,7129,0.521,0.9439,C
10.66,97.0,9129,0.14,0.3073,A
22.98,72.98,7657,0.423,0.8374,C
6.97,91.71,9443,0.221,0.3756,A
10.58,91.31,8764,0.225,0.4589,A
10.23,91.18,9614,0.222,0.4421,A
16.93,81.01,7365,0.262,0.6584,B
17.29,97.81,8605,0.334,0.4546,B
18.99,77.64,7987,0.362,0.7891,B
13.72,98.03,8926,0.224,0.4368,A
7.24,90.43,8047,0.263,0.5238,A
19.25,76.91,7072,0.45,0.8297,B
14.87,86.4,8737,0.31,0.6433,B
15.61,83.52,8621,0.35,0.6755,B
18.21,79.87,8496,0.288,0.7296,B
12.36,92.53,7210,0.309,0.4599,A
23.32,75.51,7503,0.432,0.7867,B
15.05,85.06,7173,0.213,0.5455,B
10.73,100.0,8931,0.155,0.3163,A
21.88,95.48,8776,0.409,0.618,B
28.87,76.7,6065,0.532,0.8715,B
23.0,84.91,7848,0.284,0.8166,B
11.12,86.77,7499,0.218,0.4572,B
11.31,86.42,8416,0.237,0.5132,B
9.97,85.82,8540,0.205,0.4959,B
16.34,88.66,7074,0.318,0.5906,B
11.62,94.77,8451,0.239,0.4671,A
11.12,90.54,9147,0.267,0.4198,A
23.56,75.78,6995,0.324,0.7935,B
13.43,84.46,6993,0.276,0.5246,B
36.88,58.12,6398,0.807,0.9611,C
20.02,80.16,7912,0.307,0.7124,B
11.94,96.39,8308,0.2,0.4138,A
12.08,91.46,9496,0.12,0.36,A
18.5,83.62,6842,0.352,0.5635,B
15.5,82.46,9809,0.309,0.6035,B
6.72,100.0,9487,0.139,0.3262,A
13.89,87.67,8615,0.27,0.5334,B
20.33,83.96,8074,0.295,0.662,B
5.84,97.64,9520,0.213,0.3316,A
19.01,88.32,7035,0.281,0.5653,B
13.01,87.02,9587,0.207,0.4961,B
13.41,92.56,9287,0.182,0.5157,A
9.42,99.11,9649,0.228,0.4049,A
11.7,92.27,7306,0.261,0.428,A
20.91,85.77,7938,0.225,0.6202,B
10.98,100.0,10522,0.262,0.3418,A
19.52,78.89,7865,0.395,0.8047,B
11.7,90.67,7357,0.272,0.4378,A
12.5,90.6,8327,0.231,0.4667,A
4.92,97.63,9788,0.186,0.32,A
11.6,94.81,8921,0.272,0.471,A
12.62,91.57,8338,0.266,0.5179,A
9.06,89.65,8555,0.152,0.4057,B
22.64,74.01,7405,0.458,0.9241,C
10.52,93.9,9500,0.165,0.464,A
10.05,95.92,8323,0.188,0.3701,A
9.5,91.38,7114,0.296,0.4394,A
21.35,77.54,8453,0.363,0.6983,B
8.2,95.68,9372,0.193,0.3201,A
23.07,70.93,7354,0.359,0.8075,C
14.2,88.69,8104,0.274,0.607,B
19.27,70.4,6571,0.468,0.9377,C
11.03,100.0,10711,0.208,0.3539,A
