respondent_id,stakeholder_type,state,lga,industry_type,awareness_score_1_5,acceptance_score_1_5,perceived_benefits,perceived_risks,capex_concern_1_5,opex_concern_1_5,reliability_concern_1_5,regulatory_barrier_score_1_5,familiar_with_gas_price_volatility,prefer_grid_integration,prefer_isolated_minigrid,purchase_intent_0_1,comment,source,is_fabricated
R01120,Community Leader,Ogun,Ogun LGA 5,Textile,3,3,Lower OPEX,Technical Complexity,3,2,2,2,False,True,False,1,,Primary (synthetic),True
R01121,Industrial Manager,FCT,Abaji,Retail,3,4,Scalable,Maintenance,4,2,3,3,False,False,True,0,,Primary (synthetic),True
R01122,Academic,Jigawa,Jigawa LGA 3,Automotive,2,3,Scalable,Regulatory Risk,3,4,5,3,False,True,False,1,,Primary (synthetic),True
R01123,Community Leader,Osun,Osun LGA 24,Automotive,2,3,Lower Emissions,Regulatory Risk,4,3,4,3,False,False,False,0,,Primary (synthetic),True
R01124,Investor,Ebonyi,Ebonyi LGA 7,Food Processing,2,3,Lower OPEX,Capex,3,3,4,3,True,True,False,1,,Primary (synthetic),True
R01125,Industrial Manager,Niger,Niger LGA 22,Textile,4,3,Scalable,Regulatory Risk,3,3,4,2,True,False,False,1,,Primary (synthetic),True
R01126,Academic,Yobe,Yobe LGA 17,Retail,4,2,Long Life,Gas Price Volatility,4,4,3,3,False,True,False,0,,Primary (synthetic),True
R01127,Industrial Manager,Akwa Ibom,Akwa Ibom LGA 28,FMCG,3,3,Scalable,Technical Complexity,3,3,2,3,True,False,True,1,,Primary (synthetic),True
R01128,Engineer,Ondo,Ondo LGA 10,Automotive,3,2,Long Life,Regulatory Risk,3,4,3,4,False,False,False,0,,Primary (synthetic),True
R01129,DisCo Official,Ekiti,Ekiti LGA 11,Automotive,4,3,Reliability,Gas Price Volatility,3,3,4,4,True,True,False,0,,Primary (synthetic),True
R01130,Investor,Akwa Ibom,Akwa Ibom LGA 22,Hospitality,1,3,Reliability,Regulatory Risk,2,4,2,3,True,False,True,1,,Primary (synthetic),True
R01131,Engineer,Katsina,Katsina LGA 24,Food Processing,3,3,Lower OPEX,Technical Complexity,5,3,4,3,False,False,False,0,,Primary (synthetic),True
R01132,Policymaker,Anambra,Anambra LGA 7,Automotive,4,4,Lower OPEX,Regulatory Risk,2,4,3,3,False,False,True,1,,Primary (synthetic),True
R01133,Industrial Manager,Osun,Osun LGA 18,Textile,3,5,Lower Emissions,Capex,4,2,2,4,False,False,True,0,,Primary (synthetic),True
R01134,Academic,Gombe,Gombe LGA 7,Retail,5,2,Reliability,Capex,4,3,4,4,True,True,False,0,,Primary (synthetic),True
R01135,Engineer,Borno,Borno LGA 12,Automotive,2,4,Reliability,Gas Price Volatility,4,4,2,2,True,False,False,0,,Primary (synthetic),True
R01136,Community Leader,Enugu,Enugu LGA 2,Cement,3,3,Reliability,Technical Complexity,3,2,4,4,True,True,False,0,,Primary (synthetic),True
R01137,Engineer,Lagos,Alimosho,Hospitality,3,3,Reliability,Maintenance,3,4,1,4,True,True,False,0,,Primary (synthetic),True
R01138,Policymaker,Plateau,Plateau LGA 9,Textile,3,2,Long Life,Maintenance,3,2,3,3,False,False,False,0,,Primary (synthetic),True
R01139,Policymaker,Ondo,Ondo LGA 3,FMCG,2,4,Scalable,Gas Price Volatility,3,3,3,2,False,False,False,1,,Primary (synthetic),True
R01140,Investor,Benue,Benue LGA 8,Oil & Gas Services,4,1,Scalable,Technical Complexity,2,4,3,2,False,False,True,0,,Primary (synthetic),True
R01141,Engineer,Cross River,Cross River LGA 5,Retail,3,4,Long Life,Maintenance,3,3,5,2,False,False,True,1,,Primary (synthetic),True
R01142,Investor,Nasarawa,Nasarawa LGA 12,Textile,4,4,Long Life,Capex,2,3,4,4,True,True,False,0,,Primary (synthetic),True
R01143,Academic,Cross River,Cross River LGA 11,Retail,4,2,Reliability,Technical Complexity,4,1,4,4,False,False,True,0,,Primary (synthetic),True
R01144,Industrial Manager,Yobe,Yobe LGA 2,Food Processing,3,1,Lower OPEX,Gas Price Volatility,2,2,2,3,True,True,False,0,,Primary (synthetic),True
R01145,Community Leader,Bauchi,Bauchi LGA 11,Oil & Gas Services,3,4,Lower Emissions,Gas Price Volatility,3,3,3,4,True,False,False,0,,Primary (synthetic),True
R01146,Community Leader,Ondo,Ondo LGA 10,Retail,3,2,Scalable,Regulatory Risk,3,3,4,3,False,True,False,0,,Primary (synthetic),True
R01147,Academic,Nasarawa,Nasarawa LGA 10,Hospitality,2,4,Lower Emissions,Gas Price Volatility,3,2,1,4,True,True,False,0,,Primary (synthetic),True
R01148,Industrial Manager,Enugu,Enugu LGA 11,Textile,3,2,Lower Emissions,Maintenance,4,3,4,5,False,True,False,0,,Primary (synthetic),True
R01149,Policymaker,Zamfara,Zamfara LGA 7,Textile,4,4,Reliability,Gas Price Volatility,3,3,2,3,True,True,False,1,,Primary (synthetic),True
R01150,Academic,Nasarawa,Nasarawa LGA 12,Cement,2,3,Scalable,Capex,3,3,3,3,True,True,False,1,,Primary (synthetic),True
R01151,Industrial Manager,Kebbi,Kebbi LGA 7,Textile,3,3,Long Life,Capex,4,3,3,4,True,True,False,0,,Primary (synthetic),True
R01152,Engineer,Taraba,Taraba LGA 12,FMCG,4,3,Lower OPEX,Maintenance,1,2,4,3,True,True,False,1,,Primary (synthetic),True
R01153,Policymaker,Gombe,Gombe LGA 7,Retail,3,3,Lower OPEX,Gas Price Volatility,3,2,2,3,False,True,False,1,,Primary (synthetic),True
R01154,Policymaker,Taraba,Taraba LGA 11,Oil & Gas Services,4,4,Reliability,Capex,4,2,1,3,False,False,True,0,,Primary (synthetic),True
R01155,DisCo Official,Bauchi,Bauchi LGA 12,Textile,3,2,Scalable,Capex,3,3,3,3,False,False,False,0,,Primary (synthetic),True
R01156,Academic,Kogi,Kogi LGA 1,Hospitality,4,3,Long Life,Capex,3,3,3,3,True,True,False,1,,Primary (synthetic),True
R01157,DisCo Official,Bauchi,Bauchi LGA 9,Textile,5,3,Reliability,Technical Complexity,2,4,4,4,True,True,False,0,,Primary (synthetic),True
R01158,DisCo Official,Akwa Ibom,Akwa Ibom LGA 2,Food Processing,4,2,Lower OPEX,Gas Price Volatility,3,3,3,3,False,False,False,0,,Primary (synthetic),True
R01159,Investor,Bauchi,Bauchi LGA 4,Food Processing,3,3,Reliability,Regulatory Risk,3,3,3,3,True,False,False,1,,Primary (synthetic),True
R01160,Academic,Ebonyi,Ebonyi LGA 4,Oil & Gas Services,2,4,Long Life,Maintenance,3,2,3,4,False,True,False,0,,Primary (synthetic),True
R01161,Investor,Osun,Osun LGA 14,FMCG,4,4,Scalable,Maintenance,3,3,3,3,True,False,False,1,,Primary (synthetic),True
R01162,DisCo Official,Plateau,Plateau LGA 8,Hospitality,3,3,Reliability,Capex,3,4,3,2,False,True,False,1,,Primary (synthetic),True
R01163,Investor,Kogi,Kogi LGA 19,Cement,3,4,Scalable,Gas Price Volatility,3,3,4,1,False,True,False,1,,Primary (synthetic),True
R01164,DisCo Official,Katsina,Katsina LGA 7,Automotive,3,2,Long Life,Maintenance,3,4,3,3,False,True,False,0,,Primary (synthetic),True
R01165,DisCo Official,Kebbi,Kebbi LGA 8,Food Processing,2,2,Scalable,Regulatory Risk,3,2,3,1,False,False,True,0,,Primary (synthetic),True
R01166,Policymaker,Ekiti,Ekiti LGA 13,Textile,3,3,Long Life,Technical Complexity,4,3,4,2,False,True,False,0,,Primary (synthetic),True
R01167,DisCo Official,Gombe,Gombe LGA 6,Food Processing,4,2,Lower OPEX,Capex,2,3,2,4,False,True,False,0,,Primary (synthetic),True
R01168,DisCo Official,Yobe,Yobe LGA 5,Automotive,3,2,Long Life,Gas Price Volatility,2,2,2,3,True,True,False,0,,Primary (synthetic),True
R01169,Industrial Manager,Sokoto,Sokoto LGA 3,Retail,4,2,Reliability,Capex,3,4,3,3,True,True,False,0,,Primary (synthetic),True
R01170,Investor,Ebonyi,Ebonyi LGA 13,FMCG,4,3,Lower OPEX,Regulatory Risk,2,2,5,3,False,True,False,1,,Primary (synthetic),True
R01171,Community Leader,Kaduna,Kaduna LGA 19,Cement,3,3,Long Life,Capex,3,4,2,3,True,False,False,1,,Primary (synthetic),True
R01172,Investor,Ebonyi,Ebonyi LGA 7,Oil & Gas Services,3,4,Scalable,Regulatory Risk,4,3,3,3,False,True,False,0,,Primary (synthetic),True
R01173,Investor,Enugu,Enugu LGA 13,Oil & Gas Services,2,2,Long Life,Maintenance,4,3,2,2,True,True,False,0,,Primary (synthetic),True
R01174,Academic,Ogun,Ogun LGA 15,FMCG,2,4,Long Life,Gas Price Volatility,3,4,3,3,True,False,True,1,,Primary (synthetic),True
R01175,Investor,Borno,Borno LGA 13,Food Processing,2,2,Lower Emissions,Maintenance,2,2,4,3,True,False,True,0,,Primary (synthetic),True
R01176,Academic,Plateau,Plateau LGA 7,Oil & Gas Services,3,2,Lower OPEX,Gas Price Volatility,4,3,3,2,False,True,False,0,,Primary (synthetic),True
R01177,Industrial Manager,Enugu,Enugu LGA 2,Oil & Gas Services,3,2,Lower OPEX,Gas Price Volatility,1,4,2,2,True,True,False,0,,Primary (synthetic),True
R01178,Community Leader,Ebonyi,Ebonyi LGA 1,Retail,4,1,Scalable,Regulatory Risk,2,3,5,3,True,True,False,0,,Primary (synthetic),True
R01179,Community Leader,Borno,Borno LGA 25,Oil & Gas Services,1,2,Reliability,Maintenance,3,4,5,1,True,True,False,0,,Primary (synthetic),True
R01180,Policymaker,Plateau,Plateau LGA 4,Cement,3,4,Lower OPEX,Capex,4,3,1,3,True,False,False,0,,Primary (synthetic),True
R01181,Academic,Benue,Benue LGA 19,Oil & Gas Services,4,2,Reliability,Regulatory Risk,4,3,1,3,True,False,True,0,,Primary (synthetic),True
R01182,Investor,Borno,Borno LGA 5,Automotive,3,2,Scalable,Technical Complexity,4,3,3,2,False,True,False,0,,Primary (synthetic),True
R01183,Policymaker,Sokoto,Sokoto LGA 12,Retail,3,4,Long Life,Maintenance,3,2,3,3,False,True,False,1,,Primary (synthetic),True
R01184,Investor,Nasarawa,Nasarawa LGA 2,Oil & Gas Services,4,4,Lower OPEX,Maintenance,4,3,4,3,True,True,False,0,,Primary (synthetic),True
R01185,Policymaker,Ondo,Ondo LGA 6,Cement,2,3,Long Life,Maintenance,3,3,2,4,False,True,False,0,,Primary (synthetic),True
R01186,Policymaker,Lagos,Ifako-Ijaiye,Cement,5,3,Lower Emissions,Capex,2,2,3,4,True,True,False,0,,Primary (synthetic),True
R01187,Community Leader,FCT,Kuje,FMCG,4,3,Long Life,Technical Complexity,4,3,3,4,True,False,True,0,,Primary (synthetic),True
R01188,Policymaker,Delta,Delta LGA 6,Cement,2,3,Long Life,Gas Price Volatility,4,4,3,3,True,False,True,0,,Primary (synthetic),True
R01189,Investor,Kaduna,Kaduna LGA 4,Food Processing,5,3,Lower OPEX,Regulatory Risk,1,3,3,3,True,False,False,1,,Primary (synthetic),True
R01190,Policymaker,Abia,Abia LGA 14,FMCG,2,1,Long Life,Capex,3,2,3,3,True,True,False,0,,Primary (synthetic),True
R01191,DisCo Official,Borno,Borno LGA 4,Textile,3,3,Lower Emissions,Capex,3,3,3,3,True,True,False,1,,Primary (synthetic),True
R01192,Engineer,Ekiti,Ekiti LGA 12,Oil & Gas Services,4,3,Lower OPEX,Technical Complexity,4,3,3,4,True,False,False,0,,Primary (synthetic),True
R01193,Academic,Imo,Imo LGA 12,FMCG,4,1,Reliability,Technical Complexity,3,3,3,2,False,True,False,0,,Primary (synthetic),True
R01194,Investor,Cross River,Cross River LGA 1,Retail,3,4,Scalable,Capex,4,3,1,3,True,True,False,0,,Primary (synthetic),True
R01195,Investor,Yobe,Yobe LGA 1,Cement,4,3,Lower Emissions,Gas Price Volatility,2,2,3,2,False,False,True,1,,Primary (synthetic),True
R01196,Academic,Sokoto,Sokoto LGA 4,Oil & Gas Services,3,4,Lower OPEX,Technical Complexity,3,2,3,3,True,True,False,1,,Primary (synthetic),True
R01197,Community Leader,Zamfara,Zamfara LGA 10,FMCG,2,3,Reliability,Capex,1,3,2,1,True,False,False,1,,Primary (synthetic),True
R01198,Investor,Benue,Benue LGA 8,Automotive,3,5,Lower Emissions,Regulatory Risk,3,4,3,3,True,True,False,1,,Primary (synthetic),True
R01199,Engineer,Rivers,Rivers LGA 12,Oil & Gas Services,3,3,Long Life,Regulatory Risk,3,2,3,3,False,False,True,1,,Primary (synthetic),True
R01200,Community Leader,Katsina,Katsina LGA 23,Retail,3,3,Lower Emissions,Maintenance,4,3,2,3,True,True,False,0,,Primary (synthetic),True
R01201,Community Leader,Niger,Niger LGA 11,Automotive,1,3,Lower OPEX,Technical Complexity,2,3,3,5,True,False,True,0,,Primary (synthetic),True
R01202,Academic,Ekiti,Ekiti LGA 16,Retail,2,2,Long Life,Technical Complexity,3,2,3,4,True,False,True,0,,Primary (synthetic),True
R01203,Community Leader,Kano,Kano LGA 44,Food Processing,3,1,Lower OPEX,Capex,4,3,3,3,False,True,False,0,,Primary (synthetic),True
R01204,Community Leader,Kogi,Kogi LGA 11,Retail,3,2,Lower OPEX,Capex,3,4,4,2,True,True,False,0,,Primary (synthetic),True
R01205,Community Leader,Nasarawa,Nasarawa LGA 1,Oil & Gas Services,4,3,Lower Emissions,Regulatory Risk,3,4,3,3,True,True,False,1,,Primary (synthetic),True
R01206,DisCo Official,Gombe,Gombe LGA 2,Textile,2,2,Reliability,Regulatory Risk,3,5,4,4,False,True,False,0,,Primary (synthetic),True
R01207,DisCo Official,Benue,Benue LGA 16,Textile,2,2,Reliability,Gas Price Volatility,4,3,1,3,True,True,False,0,,Primary (synthetic),True
R01208,Policymaker,Edo,Edo LGA 13,Food Processing,1,3,Lower OPEX,Technical Complexity,4,3,4,4,True,True,False,0,,Primary (synthetic),True
R01209,Industrial Manager,Ebonyi,Ebonyi LGA 9,Oil & Gas Services,1,2,Scalable,Gas Price Volatility,3,3,3,3,True,True,False,0,,Primary (synthetic),True
R01210,DisCo Official,Imo,Imo LGA 7,Food Processing,2,3,Scalable,Maintenance,3,3,3,3,True,True,False,1,,Primary (synthetic),True
R01211,Policymaker,Edo,Edo LGA 11,Oil & Gas Services,3,3,Long Life,Regulatory Risk,3,2,3,3,False,False,True,1,,Primary (synthetic),True
R01212,Investor,Abia,Abia LGA 10,Hospitality,3,1,Long Life,Capex,4,3,4,3,False,True,False,0,,Primary (synthetic),True
R01213,DisCo Official,Bauchi,Bauchi LGA 10,Retail,3,4,Lower Emissions,Maintenance,4,2,3,3,True,False,False,0,,Primary (synthetic),True
R01214,Policymaker,Bayelsa,Bayelsa LGA 8,Retail,5,3,Long Life,Gas Price Volatility,3,3,2,2,True,False,True,1,,Primary (synthetic),True
R01215,Policymaker,Bayelsa,Bayelsa LGA 6,FMCG,3,3,Lower OPEX,Capex,3,3,3,3,True,True,False,1,,Primary (synthetic),True
R01216,Policymaker,Osun,Osun LGA 1,Automotive,3,2,Lower Emissions,Regulatory Risk,3,3,3,3,True,False,True,0,,Primary (synthetic),True
R01217,Academic,Taraba,Taraba LGA 10,Hospitality,1,3,Lower OPEX,Gas Price Volatility,4,3,4,4,True,False,True,0,,Primary (synthetic),True
R01218,Engineer,Kogi,Kogi LGA 8,Textile,4,2,Scalable,Capex,4,3,2,3,True,True,False,0,,Primary (synthetic),True
R01219,Industrial Manager,Plateau,Plateau LGA 9,Automotive,3,2,Lower Emissions,Technical Complexity,3,2,1,2,False,True,False,0,,Primary (synthetic),True
R01220,Investor,Benue,Benue LGA 4,Oil & Gas Services,3,2,Reliability,Capex,3,3,3,2,True,False,True,0,,Primary (synthetic),True
R01221,Investor,Lagos,Alimosho,Textile,1,4,Long Life,Maintenance,3,3,5,3,False,True,False,1,,Primary (synthetic),True
R01222,Policymaker,Nasarawa,Nasarawa LGA 10,Retail,3,4,Scalable,Maintenance,3,4,4,4,False,False,True,0,,Primary (synthetic),True
R01223,DisCo Official,Ogun,Ogun LGA 5,FMCG,4,2,Lower OPEX,Technical Complexity,4,3,2,4,False,True,False,0,,Primary (synthetic),True
R01224,Investor,Ogun,Ogun LGA 5,Automotive,4,2,Scalable,Capex,4,5,3,2,True,True,False,0,,Primary (synthetic),True
R01225,Industrial Manager,Kaduna,Kaduna LGA 5,Textile,2,2,Reliability,Maintenance,4,2,4,3,False,True,False,0,,Primary (synthetic),True
R01226,DisCo Official,Abia,Abia LGA 10,Automotive,3,2,Lower OPEX,Capex,4,2,4,2,True,True,False,0,,Primary (synthetic),True
R01227,Industrial Manager,Taraba,Taraba LGA 5,Oil & Gas Services,2,3,Long Life,Technical Complexity,5,2,4,3,False,False,False,0,,Primary (synthetic),True
R01228,Industrial Manager,Kaduna,Kaduna LGA 11,Retail,2,3,Reliability,Regulatory Risk,2,3,3,3,True,True,False,1,,Primary (synthetic),True
R01229,Investor,Bauchi,Bauchi LGA 5,Textile,5,3,Lower Emissions,Technical Complexity,5,3,3,2,True,True,False,0,,Primary (synthetic),True
R01230,Community Leader,Yobe,Yobe LGA 7,Food Processing,2,3,Scalable,Regulatory Risk,3,3,3,3,True,False,False,1,,Primary (synthetic),True
R01231,Industrial Manager,Enugu,Enugu LGA 13,Hospitality,2,2,Lower OPEX,Regulatory Risk,5,2,4,2,False,False,True,0,,Primary (synthetic),True
R01232,Investor,Anambra,Anambra LGA 4,Food Processing,4,4,Lower OPEX,Gas Price Volatility,3,2,3,3,True,False,True,1,,Primary (synthetic),True
R01233,DisCo Official,Borno,Borno LGA 16,FMCG,3,2,Lower OPEX,Maintenance,4,2,2,2,True,True,False,0,,Primary (synthetic),True
R01234,DisCo Official,Kano,Kano LGA 4,Food Processing,4,3,Reliability,Regulatory Risk,4,2,2,2,False,True,False,0,,Primary (synthetic),True
R01235,Community Leader,Sokoto,Sokoto LGA 21,Automotive,3,4,Long Life,Regulatory Risk,3,3,3,3,False,True,False,1,,Primary (synthetic),True
R01236,Policymaker,Osun,Osun LGA 4,Automotive,3,3,Lower OPEX,Capex,4,3,4,4,False,True,False,0,,Primary (synthetic),True
R01237,Academic,Zamfara,Zamfara LGA 11,Food Processing,2,2,Scalable,Capex,4,3,4,3,True,False,True,0,,Primary (synthetic),True
R01238,DisCo Official,Nasarawa,Nasarawa LGA 8,Food Processing,3,2,Lower Emissions,Regulatory Risk,5,3,3,1,True,True,False,0,,Primary (synthetic),True
R01239,Engineer,Kwara,Kwara LGA 3,Hospitality,2,3,Reliability,Regulatory Risk,4,3,3,3,False,False,True,0,,Primary (synthetic),True
R01240,Policymaker,Kano,Kano LGA 11,Retail,3,2,Lower Emissions,Regulatory Risk,4,2,3,3,False,False,True,0,,Primary (synthetic),True
R01241,Investor,Rivers,Rivers LGA 20,Food Processing,5,3,Long Life,Technical Complexity,3,3,2,3,True,True,False,1,,Primary (synthetic),True
R01242,Academic,Zamfara,Zamfara LGA 13,Food Processing,3,3,Scalable,Maintenance,2,4,4,3,False,True,False,1,,Primary (synthetic),True
R01243,Investor,Imo,Imo LGA 1,Automotive,4,1,Lower OPEX,Capex,5,3,4,3,False,True,False,0,,Primary (synthetic),True
R01244,Investor,Ebonyi,Ebonyi LGA 8,Automotive,1,3,Reliability,Maintenance,4,3,4,2,True,False,False,0,,Primary (synthetic),True
R01245,Industrial Manager,Nasarawa,Nasarawa LGA 4,FMCG,5,3,Reliability,Technical Complexity,3,3,4,4,True,True,False,0,,Primary (synthetic),True
R01246,DisCo Official,Enugu,Enugu LGA 2,Automotive,4,1,Long Life,Gas Price Volatility,2,3,3,1,False,False,True,0,,Primary (synthetic),True
R01247,Academic,Nasarawa,Nasarawa LGA 6,Retail,2,3,Long Life,Regulatory Risk,3,2,4,3,False,True,False,1,,Primary (synthetic),True
R01248,Industrial Manager,Kaduna,Kaduna LGA 1,Hospitality,4,4,Lower Emissions,Technical Complexity,4,1,4,3,False,False,False,0,,Primary (synthetic),True
R01249,Investor,Edo,Edo LGA 5,Cement,2,2,Lower Emissions,Capex,3,4,3,3,False,True,False,0,,Primary (synthetic),True
R01250,Policymaker,Borno,Borno LGA 11,Cement,5,4,Reliability,Capex,4,3,4,3,True,True,False,0,,Primary (synthetic),True
R01251,DisCo Official,Cross River,Cross River LGA 13,Food Processing,2,1,Reliability,Technical Complexity,4,2,4,2,True,True,False,0,,Primary (synthetic),True
R01252,Policymaker,Enugu,Enugu LGA 12,Cement,3,2,Reliability,Regulatory Risk,2,2,4,3,False,False,True,0,,Primary (synthetic),True
R01253,Investor,Kano,Kano LGA 44,Food Processing,3,3,Long Life,Capex,4,5,4,3,True,False,True,0,,Primary (synthetic),True
R01254,DisCo Official,Niger,Niger LGA 18,Oil & Gas Services,4,1,Lower OPEX,Gas Price Volatility,4,4,3,2,False,False,False,0,,Primary (synthetic),True
R01255,Policymaker,Adamawa,Adamawa LGA 18,FMCG,4,3,Lower Emissions,Maintenance,3,3,3,3,True,True,False,1,,Primary (synthetic),True
R01256,Academic,Borno,Borno LGA 13,Food Processing,3,1,Reliability,Capex,3,2,3,5,True,False,False,0,,Primary (synthetic),True
R01257,Industrial Manager,Abia,Abia LGA 3,FMCG,3,2,Scalable,Gas Price Volatility,2,3,3,4,False,False,True,0,,Primary (synthetic),True
R01258,Community Leader,Yobe,Yobe LGA 2,Food Processing,2,5,Scalable,Gas Price Volatility,4,3,5,3,False,True,False,0,,Primary (synthetic),True
R01259,Community Leader,Jigawa,Jigawa LGA 23,Automotive,3,3,Scalable,Gas Price Volatility,3,2,2,3,True,True,False,1,,Primary (synthetic),True
R01260,Industrial Manager,Ondo,Ondo LGA 17,Hospitality,4,1,Long Life,Gas Price Volatility,2,2,5,2,False,False,True,0,,Primary (synthetic),True
R01261,DisCo Official,Bayelsa,Bayelsa LGA 1,Food Processing,3,1,Long Life,Regulatory Risk,4,3,2,3,True,False,True,0,,Primary (synthetic),True
R01262,DisCo Official,Borno,Borno LGA 24,Textile,2,1,Lower OPEX,Capex,2,3,4,2,False,True,False,0,,Primary (synthetic),True
R01263,Policymaker,Benue,Benue LGA 17,Automotive,1,4,Reliability,Capex,3,2,4,3,True,False,False,1,,Primary (synthetic),True
R01264,Academic,Adamawa,Adamawa LGA 3,Retail,4,2,Long Life,Capex,4,4,3,3,True,True,False,0,,Primary (synthetic),True
R01265,Engineer,Sokoto,Sokoto LGA 1,Food Processing,2,3,Scalable,Regulatory Risk,5,2,3,3,False,True,False,0,,Primary (synthetic),True
R01266,Engineer,Kano,Kano LGA 38,Food Processing,4,2,Reliability,Capex,4,3,2,2,True,False,True,0,,Primary (synthetic),True
R01267,Engineer,Kano,Kano LGA 2,Food Processing,4,2,Lower Emissions,Gas Price Volatility,3,3,3,3,False,True,False,0,,Primary (synthetic),True
R01268,Policymaker,Nasarawa,Nasarawa LGA 6,Food Processing,1,2,Lower Emissions,Gas Price Volatility,4,4,4,2,True,True,False,0,,Primary (synthetic),True
R01269,DisCo Official,Borno,Borno LGA 27,Retail,5,3,Lower Emissions,Regulatory Risk,3,3,3,3,False,True,False,1,,Primary (synthetic),True
R01270,Investor,Osun,Osun LGA 18,Automotive,3,4,Reliability,Gas Price Volatility,4,3,4,3,True,False,True,0,,Primary (synthetic),True
R01271,Academic,Abia,Abia LGA 3,Retail,3,3,Scalable,Maintenance,3,4,4,3,True,True,False,1,,Primary (synthetic),True
R01272,Policymaker,Gombe,Gombe LGA 4,Food Processing,3,1,Long Life,Technical Complexity,4,3,5,3,True,True,False,0,,Primary (synthetic),True
R01273,Community Leader,Jigawa,Jigawa LGA 26,Retail,2,2,Lower Emissions,Gas Price Volatility,3,4,2,3,False,True,False,0,,Primary (synthetic),True
R01274,DisCo Official,Bayelsa,Bayelsa LGA 5,Retail,5,2,Lower OPEX,Capex,3,3,3,2,True,True,False,0,,Primary (synthetic),True
