sample_id,weld_width_mm,weld_depth_mm,nugget_diameter_mm,tensile_strength_MPa,shear_strength_MPa,peel_strength_N_mm,contact_resistance_mohm,electrical_conductivity_MS_m,grain_size_um,porosity_percent,intermetallic_thickness_um,thermal_conductivity_W_mK,heat_affected_zone_mm,weld_quality_score,surface_roughness_post_weld_um,hardness_HV,crack_density_per_mm2,void_fraction_percent,oxidation_level,weld_penetration_percent,fusion_zone_area_mm2
WLD_004147,0.574,0.482,3.354,50.0,31.2,3.0,6.7702,28.76,11.8,7.97,1.6,27.9,0.494,0.33,2.68,122.7,0.814,7.841,Low,80.5,0.217
WLD_004148,1.627,0.371,5.063,147.1,113.8,357.3,1.6421,44.2,22.9,0.0,4.82,48.3,1.388,0.71,4.29,189.3,0.0,-0.231,Low,96.9,0.474
WLD_004149,0.827,0.494,3.709,50.0,35.8,224.2,4.6004,35.23,15.9,0.0,0.15,33.9,1.016,0.67,6.08,165.0,0.0,-0.101,Low,63.2,0.32
WLD_004150,0.992,0.212,1.495,84.1,58.1,107.5,0.8187,47.62,24.1,0.29,7.28,43.9,0.746,0.6,4.92,238.6,0.098,0.946,Low,62.5,0.165
WLD_004151,1.591,0.164,3.218,299.6,192.6,-3.2,6.2662,34.89,28.5,2.34,6.81,31.4,1.412,0.56,0.85,239.4,0.296,2.409,Low,95.3,0.205
WLD_004152,1.462,0.108,1.22,262.8,191.9,6.8,5.8885,20.35,38.2,1.98,11.08,24.0,1.496,0.47,6.94,246.3,0.201,2.008,Medium,92.4,0.124
WLD_004153,0.667,0.091,3.594,50.0,31.6,4.0,6.0386,43.88,10.9,1.0,1.21,32.7,0.445,0.56,4.71,267.5,0.169,0.921,High,74.9,0.048
WLD_004154,1.289,0.2,5.248,119.9,64.1,251.3,0.8251,28.77,15.6,0.27,2.75,21.5,1.075,0.75,5.55,171.8,0.08,-0.024,Low,95.5,0.202
WLD_004155,0.581,0.23,3.023,50.0,33.0,0.4,128.6773,37.89,13.8,17.04,0.21,41.0,0.285,0.29,7.13,184.6,1.498,17.236,Low,68.1,0.105
WLD_004156,1.551,0.064,5.064,92.5,80.2,63.0,0.8262,33.13,18.5,0.24,0.09,31.4,1.384,0.79,3.77,288.2,0.0,0.42,Medium,64.8,0.077
WLD_004157,0.594,0.37,3.166,50.0,36.1,31.5,11.478,33.45,13.3,1.46,0.05,17.4,0.497,0.47,2.92,143.7,0.352,1.373,Low,64.7,0.173
WLD_004158,0.803,0.067,2.857,50.0,32.9,3.7,10.764,32.51,17.7,3.11,0.17,28.6,0.767,0.38,5.83,290.8,0.123,3.298,Medium,84.7,0.042
WLD_004159,0.815,0.285,2.586,66.5,40.7,150.4,1.3183,33.85,30.9,0.12,0.09,28.7,0.867,0.76,7.74,162.2,0.0,0.56,Low,91.0,0.182
WLD_004160,0.714,0.416,2.418,128.2,106.1,189.2,1.3851,34.17,20.2,0.44,3.66,30.0,0.864,0.71,4.19,92.6,0.038,0.629,High,63.7,0.233
WLD_004161,1.813,0.259,1.004,310.2,201.9,34.0,0.6032,35.37,25.9,1.33,7.61,27.0,1.705,0.73,6.57,108.6,0.0,1.535,Medium,94.1,0.368
WLD_004162,1.109,0.449,1.383,197.6,134.3,171.2,7.2357,17.85,29.5,0.47,7.92,14.7,1.084,0.51,2.28,117.0,0.0,0.723,High,75.7,0.391
WLD_004163,1.098,0.273,1.693,93.7,59.7,109.7,1.4965,32.33,24.4,0.53,0.46,27.7,0.955,0.75,6.5,207.0,0.137,0.578,Low,73.1,0.235
WLD_004164,0.879,0.455,1.522,66.9,44.5,238.2,0.0539,36.25,14.0,0.23,2.33,25.3,0.643,0.73,4.76,255.1,0.08,-0.222,High,69.3,0.314
WLD_004165,1.261,0.144,2.767,287.9,222.3,51.1,8.9769,28.52,32.4,0.34,7.03,23.2,1.206,0.57,5.66,222.8,0.0,0.087,Low,76.8,0.142
WLD_004166,0.64,0.083,2.202,50.0,36.6,17.4,10.5333,32.42,8.9,1.4,1.46,30.6,0.312,0.44,7.75,135.6,0.242,1.52,Medium,96.9,0.042
WLD_004167,1.427,0.332,1.483,315.0,247.0,163.3,0.4956,28.77,27.4,0.74,7.63,29.4,1.218,0.76,6.38,231.4,0.0,1.152,Low,62.3,0.371
WLD_004168,2.175,0.354,4.771,137.8,106.4,181.0,0.3584,29.0,24.0,0.32,4.78,26.4,1.802,0.72,6.15,228.9,0.163,0.227,Low,72.3,0.604
WLD_004169,1.023,0.088,3.522,50.0,33.7,44.7,0.6288,46.8,12.9,0.41,2.94,36.5,0.829,0.68,1.17,188.5,0.0,0.457,Medium,73.3,0.07
WLD_004170,1.145,0.276,4.683,93.9,60.7,284.8,0.8558,34.34,18.2,0.19,2.46,31.3,0.905,0.74,3.08,103.3,0.051,0.041,Low,69.5,0.248
WLD_004171,1.071,0.42,1.633,262.3,163.8,51.5,4.3261,30.63,24.9,0.59,5.3,33.2,0.824,0.7,3.14,275.5,0.08,0.65,Low,87.2,0.353
WLD_004172,0.757,0.41,2.601,93.2,76.8,91.5,3.0433,32.11,15.9,0.29,3.1,22.2,0.937,0.66,5.71,240.4,0.0,0.369,Low,92.2,0.244
WLD_004173,1.1,0.419,3.705,301.5,246.4,261.5,1.4569,31.41,19.2,0.47,5.4,32.2,0.896,0.81,3.34,214.0,0.0,0.315,Low,85.9,0.362
WLD_004174,0.549,0.394,3.489,50.0,35.4,11.9,14.0335,34.26,11.4,1.63,0.29,40.0,0.462,0.45,7.12,139.6,0.174,1.733,Medium,98.0,0.17
WLD_004175,0.76,0.146,1.537,141.0,90.1,52.4,1.6196,32.98,15.2,0.52,2.67,25.6,0.629,0.73,1.39,242.5,0.041,0.255,Medium,73.6,0.087
WLD_004176,1.295,0.142,1.254,126.9,125.3,97.2,0.3279,46.65,36.5,0.39,11.19,42.1,1.351,0.58,3.89,160.3,0.022,0.181,Low,65.4,0.144
WLD_004177,0.769,0.398,3.059,176.8,86.1,80.5,1.1663,27.3,22.6,0.63,5.99,30.6,0.959,0.69,2.05,132.6,0.0,0.647,High,85.2,0.24
WLD_004178,0.88,0.208,3.639,60.7,43.8,128.6,0.6487,35.8,16.8,0.05,2.2,28.3,0.649,0.73,5.74,243.1,0.093,0.347,Medium,93.8,0.143
WLD_004179,0.755,0.461,1.849,289.6,196.8,167.8,0.3521,36.34,22.7,0.65,4.97,32.5,0.842,0.83,4.13,194.8,0.012,0.416,Low,67.7,0.273
WLD_004180,0.762,0.393,2.671,73.9,45.4,141.6,1.8885,36.85,16.6,0.41,0.12,23.7,0.717,0.74,2.22,135.6,0.003,0.702,Low,68.0,0.235
WLD_004181,0.766,0.157,2.875,50.0,38.5,72.4,1.491,29.94,29.7,0.37,8.06,27.2,0.723,0.53,1.98,166.5,0.041,0.548,Medium,62.1,0.095
WLD_004182,0.738,0.366,1.301,77.0,53.0,41.4,9.1247,29.43,16.7,0.96,2.33,24.7,0.702,0.48,7.59,107.4,0.221,0.853,Low,91.4,0.212
WLD_004183,1.684,0.489,2.778,143.9,85.2,301.3,0.7178,31.15,37.4,0.71,10.18,16.8,1.698,0.57,1.05,208.8,0.0,0.499,Low,65.3,0.647
WLD_004184,1.597,0.398,1.028,211.8,173.8,112.0,5.892,18.03,39.1,0.74,11.13,19.7,1.548,0.49,5.24,124.5,0.0,0.794,Low,67.0,0.499
WLD_004185,1.099,0.418,2.961,327.8,209.9,158.0,0.9123,29.66,29.5,0.64,8.48,28.7,1.118,0.73,2.4,201.4,0.049,0.544,Medium,90.0,0.36
WLD_004186,1.004,0.136,1.482,195.4,141.5,27.4,7.9272,30.43,30.5,0.56,8.48,31.6,0.907,0.47,3.89,85.9,0.014,0.648,Low,77.9,0.107
WLD_004187,1.636,0.369,5.121,164.6,115.7,377.2,0.988,34.33,23.0,0.5,5.02,23.5,1.381,0.71,4.72,267.6,0.058,0.498,Low,95.2,0.474
WLD_004188,0.607,0.288,2.619,50.0,34.3,30.2,2.5891,35.13,13.2,1.16,1.79,22.9,0.381,0.62,3.22,207.0,0.135,1.211,Low,86.6,0.137
WLD_004189,1.375,0.129,3.974,265.2,181.2,81.1,0.971,33.95,34.1,0.33,10.07,35.8,1.441,0.68,4.1,154.4,0.0,0.736,Low,94.8,0.14
WLD_004190,0.625,0.165,3.548,50.0,33.7,-16.0,56.7884,21.1,13.3,8.45,1.47,27.9,0.381,0.25,7.06,289.2,0.825,8.506,Medium,82.7,0.081
WLD_004191,1.589,0.428,2.415,177.8,89.6,329.0,0.8285,28.04,21.0,0.18,5.21,28.7,1.4,0.74,2.04,288.5,0.0,0.158,Low,73.6,0.534
WLD_004192,0.747,0.255,2.576,50.0,32.8,8.3,34.6523,33.08,16.9,2.8,1.73,28.9,0.679,0.36,3.69,207.8,0.363,2.745,Low,66.7,0.15
WLD_004193,0.911,0.174,1.567,50.0,36.0,9.3,0.8708,44.66,14.6,1.18,1.95,45.6,0.626,0.66,3.42,173.0,0.088,1.368,Medium,71.6,0.124
WLD_004194,0.922,0.304,1.237,153.8,136.7,189.6,0.4072,34.66,18.8,0.37,5.11,34.0,0.806,0.72,6.9,210.6,0.183,0.78,Low,87.6,0.22
WLD_004195,1.602,0.379,3.598,318.3,209.6,98.9,2.5377,25.17,33.9,0.46,7.99,26.7,1.509,0.71,2.08,248.4,0.098,1.089,Low,68.2,0.477
WLD_004196,2.931,0.164,4.983,69.4,38.5,33.7,3.1812,36.05,26.0,0.2,5.06,41.1,2.617,0.59,2.1,183.5,0.0,0.143,Low,91.9,0.377
WLD_004197,1.566,0.305,2.554,276.4,233.1,67.1,3.8913,28.78,31.3,0.72,8.58,21.4,1.537,0.63,7.73,154.1,0.0,0.722,Low,65.9,0.375
WLD_004198,1.444,0.23,2.975,82.5,70.8,146.8,0.4179,35.75,37.0,0.32,0.31,29.7,1.568,0.78,0.84,114.3,0.057,0.313,Medium,84.9,0.261
WLD_004199,0.682,0.259,1.679,50.0,35.8,27.3,0.3639,43.95,11.8,1.04,1.41,29.7,0.45,0.7,2.08,119.0,0.298,0.962,Medium,63.4,0.139
WLD_004200,1.035,0.11,1.315,364.1,223.6,10.1,2.3594,25.6,25.2,2.4,6.16,25.5,1.281,0.67,2.62,283.5,0.254,2.147,Low,76.6,0.089
WLD_004201,2.381,0.156,5.752,168.7,139.1,130.6,0.8435,19.65,28.7,0.38,5.79,17.6,2.105,0.71,3.35,128.4,0.0,0.518,Low,83.2,0.291
WLD_004202,0.952,0.283,1.901,64.0,47.2,89.6,1.3705,34.48,34.1,0.09,0.1,39.0,1.008,0.76,1.68,233.7,0.0,0.354,Low,93.2,0.212
WLD_004203,0.93,0.313,2.352,220.4,108.8,182.9,3.447,27.37,29.6,0.19,7.57,29.7,0.819,0.65,1.05,184.2,0.117,0.192,High,67.1,0.229
WLD_004204,1.582,0.297,5.397,127.7,85.3,347.0,0.6899,44.58,21.7,0.0,3.72,40.6,1.359,0.75,2.84,152.5,0.035,-0.344,Low,94.4,0.368
WLD_004205,0.61,0.128,3.056,50.5,36.6,44.0,1.9233,32.3,33.1,0.35,9.29,27.2,0.756,0.49,7.9,95.1,0.0,0.527,Medium,96.3,0.061
WLD_004206,1.462,0.19,2.039,162.9,115.7,77.2,2.4205,28.74,38.3,0.05,11.26,28.2,1.542,0.57,7.22,90.9,0.0,0.354,Low,94.7,0.218
WLD_004207,0.751,0.076,1.47,272.6,151.4,29.2,5.6943,19.86,15.7,0.15,4.72,13.4,0.875,0.71,5.76,190.3,0.0,0.252,Medium,85.1,0.045
WLD_004208,1.472,0.3,1.391,144.9,95.0,110.8,1.7293,29.68,33.7,0.4,10.45,30.0,1.569,0.56,7.95,189.5,0.061,0.339,Low,60.1,0.347
WLD_004209,0.868,0.34,2.694,50.0,33.7,257.7,0.1757,32.53,14.1,0.49,2.68,28.8,0.684,0.7,2.9,298.3,0.0,0.468,Medium,79.9,0.232
WLD_004210,0.539,0.299,2.423,50.0,36.7,43.7,29.0822,20.15,11.5,1.13,1.49,14.7,0.158,0.45,1.62,252.7,0.0,1.287,Low,94.0,0.127
WLD_004211,0.723,0.427,2.415,50.0,32.5,-7.8,68.2058,19.77,9.9,7.22,1.92,18.6,0.43,0.24,6.68,104.8,0.713,7.623,Low,69.9,0.242
WLD_004212,0.708,0.106,2.974,169.6,123.8,55.7,0.9488,38.17,19.9,0.28,5.4,29.3,0.749,0.72,7.23,201.7,0.057,0.324,Medium,95.8,0.059
WLD_004213,1.939,0.497,3.799,231.1,214.8,107.3,2.1748,31.9,26.6,0.03,4.84,24.9,1.66,0.77,5.94,232.6,0.0,0.148,High,69.3,0.757
WLD_004214,1.6,0.073,4.806,175.8,151.4,65.8,1.495,36.28,20.3,0.32,4.26,26.7,1.347,0.74,0.75,180.3,0.068,0.346,Low,82.6,0.092
WLD_004215,1.219,0.098,3.883,307.3,224.0,7.9,27.0884,34.36,23.9,2.75,5.34,36.9,1.154,0.48,1.07,162.2,0.331,2.779,Medium,95.3,0.094
WLD_004216,0.608,0.127,3.917,50.0,32.7,10.4,138.5338,30.35,14.2,9.6,1.96,22.4,0.582,0.24,7.77,275.6,0.825,9.219,High,86.1,0.061
WLD_004217,0.801,0.286,2.585,130.5,95.9,69.0,1.6117,21.07,27.7,0.5,8.28,16.3,0.831,0.59,3.97,232.6,0.198,0.698,High,92.2,0.18
WLD_004218,1.732,0.217,2.277,320.9,176.2,120.2,0.4723,33.66,30.5,0.32,7.63,26.3,1.687,0.78,7.03,152.2,0.052,0.13,Low,81.9,0.296
WLD_004219,0.941,0.093,1.067,192.6,122.6,12.6,3.976,30.28,19.4,0.45,3.29,29.4,0.996,0.71,2.4,117.8,0.07,0.58,Low,86.1,0.069
WLD_004220,0.616,0.208,3.203,50.0,39.0,13.9,9.7843,35.9,10.8,1.73,0.24,24.8,0.543,0.45,0.61,283.3,0.177,2.372,Low,72.7,0.101
WLD_004221,0.782,0.097,2.77,231.7,159.7,3.3,6.0846,30.62,17.6,1.78,3.57,30.8,1.039,0.61,5.52,206.1,0.239,1.484,Low,70.7,0.06
WLD_004222,0.778,0.486,1.47,115.7,101.2,213.2,1.0581,33.57,38.5,0.4,10.89,29.6,0.853,0.55,1.65,180.3,0.024,0.362,Low,75.2,0.297
WLD_004223,2.843,0.246,5.413,50.0,31.6,134.0,0.8534,46.12,28.8,0.35,5.63,42.7,2.552,0.61,3.08,275.6,0.114,0.027,Low,71.2,0.549
WLD_004224,0.824,0.281,1.494,247.7,176.4,81.5,0.3927,35.31,19.0,0.14,3.57,33.0,0.959,0.85,0.69,160.4,0.0,0.1,Medium,68.2,0.182
WLD_004225,1.085,0.448,2.579,216.0,149.1,45.9,9.44,22.37,28.4,1.12,6.85,14.2,0.913,0.47,3.05,286.0,0.074,0.814,High,61.4,0.382
WLD_004226,0.87,0.272,3.003,50.0,37.0,14.7,3.3565,34.52,13.1,2.22,1.69,29.8,0.729,0.55,7.17,267.6,0.289,2.356,Low,86.0,0.185
WLD_004227,2.69,0.24,6.127,107.1,79.0,257.1,1.071,46.73,27.3,0.05,5.61,45.3,2.478,0.67,2.86,93.4,0.149,-0.021,Low,73.9,0.507
WLD_004228,0.674,0.425,3.95,77.1,70.5,75.1,4.9838,37.98,13.4,1.2,3.15,31.9,0.818,0.55,3.3,97.5,0.16,1.594,Low,78.2,0.225
WLD_004229,0.575,0.16,2.225,50.0,31.5,-4.1,4.3727,36.61,11.2,1.58,0.15,39.2,0.371,0.6,2.82,278.4,0.254,1.692,Low,69.4,0.072
WLD_004230,2.651,0.267,4.359,147.2,93.9,57.8,8.6351,19.75,25.4,0.7,5.68,17.7,2.317,0.48,2.4,115.4,0.109,0.309,Low,72.5,0.556
WLD_004231,1.604,0.246,5.147,148.6,122.7,244.0,1.6324,18.56,17.2,0.26,3.21,18.2,1.46,0.74,3.3,88.1,0.078,0.077,Low,63.6,0.31
WLD_004232,1.113,0.329,1.502,96.4,66.1,144.7,1.6234,36.74,32.9,0.54,0.02,28.2,1.257,0.76,1.42,81.0,0.037,0.481,Medium,75.6,0.288
WLD_004233,1.125,0.261,3.363,320.6,255.1,161.2,0.14,27.32,21.3,0.54,6.25,22.4,0.912,0.81,7.55,93.1,0.103,0.177,Low,86.0,0.231
WLD_004234,1.056,0.386,1.416,291.1,168.1,80.5,4.294,38.04,22.8,0.48,5.52,29.9,1.07,0.72,6.42,156.2,0.0,0.405,Low,64.9,0.32
WLD_004235,0.98,0.084,3.153,130.2,84.6,17.5,1.7033,31.42,25.2,0.21,7.16,25.1,0.898,0.63,3.04,157.7,0.114,0.394,Low,91.0,0.064
WLD_004236,1.078,0.151,2.053,259.7,184.7,70.1,1.5174,36.31,27.4,0.27,8.49,32.0,1.114,0.7,5.58,279.4,0.098,0.927,Low,95.0,0.127
WLD_004237,1.409,0.32,2.587,263.0,161.8,217.8,0.0748,31.68,19.6,0.09,6.08,14.0,1.284,0.81,5.51,131.1,0.0,0.012,Low,79.2,0.354
WLD_004238,2.248,0.395,4.644,86.5,68.1,182.0,0.276,41.1,27.8,0.35,5.61,39.1,2.058,0.66,1.37,249.0,0.121,0.259,Medium,80.7,0.697
WLD_004239,0.813,0.064,2.294,50.0,39.9,11.5,9.2708,35.02,10.0,2.7,1.11,35.4,0.691,0.4,2.27,163.6,0.289,3.029,Low,66.7,0.041
WLD_004240,1.635,0.06,3.474,71.1,38.7,56.6,0.6584,35.44,15.7,0.0,4.08,30.5,1.406,0.69,3.04,114.0,0.159,0.076,Low,97.8,0.077
WLD_004241,1.349,0.437,1.677,245.0,172.9,310.6,1.6728,21.16,30.6,0.0,7.89,26.3,1.28,0.72,1.57,159.7,0.0,0.396,Low,66.1,0.463
WLD_004242,1.927,0.142,5.083,105.3,59.5,124.7,0.1651,32.58,22.3,0.28,4.4,36.5,1.725,0.71,7.21,120.5,0.005,0.286,Low,67.0,0.216
WLD_004243,1.318,0.189,1.331,96.8,56.9,50.5,4.7325,32.4,24.5,0.33,0.15,35.3,1.196,0.69,4.94,116.5,0.054,0.243,Low,63.3,0.195
WLD_004244,1.562,0.206,1.477,144.9,86.4,52.3,1.6783,19.4,19.3,0.35,3.67,14.8,1.304,0.72,1.25,118.7,0.154,0.003,Low,68.5,0.253
WLD_004245,0.698,0.42,1.249,115.7,107.0,90.0,0.5479,41.69,19.5,0.14,4.64,36.1,0.931,0.71,2.74,90.7,0.023,-0.04,Low,67.6,0.23
WLD_004246,0.721,0.488,1.858,95.6,80.7,176.3,0.6188,30.08,18.3,0.35,4.36,20.6,0.529,0.69,1.1,112.8,0.093,0.296,Low,74.3,0.276
WLD_004247,1.38,0.336,2.312,50.0,30.4,107.0,0.1314,34.09,14.5,0.11,0.23,28.0,1.116,0.78,7.76,219.9,0.225,0.346,Low,79.1,0.364
WLD_004248,2.858,0.401,5.451,121.7,70.9,216.6,0.4582,31.55,30.4,0.37,6.76,24.7,2.763,0.65,7.19,174.7,0.121,0.294,Low,83.2,0.9
WLD_004249,0.737,0.097,2.147,50.0,34.1,17.1,12.1517,19.66,12.2,1.49,1.71,13.7,0.809,0.42,3.22,89.3,0.11,1.652,Medium,69.7,0.056
WLD_004250,0.533,0.295,2.733,50.0,33.9,47.8,5.7691,31.38,10.2,1.4,1.55,33.6,0.269,0.54,1.23,209.1,0.216,1.803,Low,85.5,0.124
WLD_004251,0.589,0.202,1.615,50.0,35.8,27.0,19.3441,31.3,9.2,1.56,1.2,25.4,0.472,0.43,7.31,140.9,0.269,1.692,Low,82.7,0.093
WLD_004252,0.766,0.409,2.135,50.4,39.4,141.2,0.4701,27.2,21.2,0.37,3.33,34.1,0.542,0.68,1.55,202.5,0.038,0.254,Low,66.8,0.246
WLD_004253,0.711,0.386,1.977,86.0,61.5,25.5,11.7958,27.16,34.0,3.52,9.89,28.8,0.836,0.15,5.9,222.1,0.5,3.67,Medium,81.6,0.215
WLD_004254,1.724,0.062,2.034,80.4,58.4,14.2,2.6107,29.95,17.4,0.36,3.69,31.1,1.456,0.64,2.62,273.6,0.273,0.278,Low,93.5,0.084
WLD_004255,0.749,0.148,3.756,128.0,95.0,55.2,3.5668,36.33,20.9,0.64,5.52,24.2,0.895,0.6,2.05,109.1,0.092,1.219,Low,95.1,0.087
WLD_004256,0.671,0.054,2.445,50.0,35.8,30.8,0.7384,35.96,27.5,0.47,7.79,31.9,0.621,0.55,7.31,280.0,0.0,0.381,Medium,72.9,0.028
WLD_004257,0.713,0.459,2.064,50.0,37.0,42.7,11.0562,35.82,15.2,2.0,2.47,28.1,0.567,0.38,7.67,204.3,0.138,1.783,Medium,73.4,0.257
WLD_004258,1.252,0.31,3.196,272.1,156.4,176.6,2.5782,33.36,27.3,0.3,6.12,27.4,0.999,0.74,6.12,280.9,0.0,0.522,Medium,87.8,0.305
WLD_004259,0.784,0.116,1.843,212.2,166.9,32.8,0.8167,20.49,16.7,0.96,3.82,13.7,0.736,0.76,0.9,204.5,0.18,1.256,Low,66.1,0.071
WLD_004260,0.674,0.17,3.382,50.0,35.5,21.3,3.9133,36.3,17.9,3.04,0.07,24.0,0.729,0.54,4.69,217.7,0.406,3.216,Medium,68.8,0.09
WLD_004261,0.66,0.35,1.424,50.0,35.1,5.2,1.0403,42.35,18.0,1.87,2.18,41.3,0.576,0.62,7.61,284.0,0.19,1.611,Medium,78.4,0.181
WLD_004262,0.854,0.353,3.926,126.4,82.1,115.0,1.1171,34.38,18.2,0.24,3.41,27.9,1.144,0.73,3.67,281.5,0.0,0.368,Medium,97.1,0.236
WLD_004263,0.688,0.298,2.121,71.4,50.5,146.6,1.5673,31.27,20.9,0.15,4.53,35.2,0.565,0.65,6.87,294.8,0.0,0.243,Medium,75.1,0.161
WLD_004264,0.843,0.141,3.956,165.6,111.3,31.9,5.1688,48.28,26.8,0.68,5.32,31.6,1.197,0.59,2.06,112.1,0.096,0.811,Medium,70.7,0.093
WLD_004265,0.824,0.227,3.434,173.6,141.0,102.1,3.8022,31.29,16.5,0.14,3.27,27.9,0.604,0.71,5.25,244.0,0.0,0.356,Medium,74.4,0.147
WLD_004266,0.645,0.201,1.779,50.0,30.7,25.3,16.4872,33.21,11.8,1.11,1.23,27.6,0.359,0.46,7.25,251.4,0.141,1.278,Low,61.4,0.102
WLD_004267,1.131,0.456,3.525,201.6,147.0,257.8,1.6353,28.03,18.0,0.52,3.47,22.5,0.97,0.76,7.26,216.1,0.125,0.109,Low,96.2,0.405
WLD_004268,1.271,0.105,1.342,100.1,75.4,56.4,2.1955,33.56,31.9,0.19,0.11,18.4,1.1,0.77,4.71,156.7,0.048,0.033,Medium,79.7,0.105
WLD_004269,0.991,0.449,4.0,89.6,60.3,345.9,2.6507,35.15,15.8,0.24,2.98,31.8,0.869,0.67,5.55,229.6,0.0,0.058,Medium,82.4,0.349
WLD_004270,1.341,0.277,2.038,347.1,173.9,68.4,1.767,28.01,36.8,0.48,10.73,23.9,1.427,0.68,2.73,146.0,0.0,0.507,Low,65.2,0.291
WLD_004271,0.717,0.154,2.692,50.0,34.5,2.2,4.0603,31.41,15.1,1.87,1.55,24.1,0.588,0.56,1.84,244.0,0.358,2.116,Medium,66.2,0.087
WLD_004272,0.932,0.169,3.81,139.8,99.5,28.3,15.2334,20.81,15.8,0.97,2.67,21.7,0.656,0.5,5.29,84.2,0.01,0.633,Low,73.4,0.123
WLD_004273,1.512,0.16,2.077,280.6,141.5,73.5,3.046,34.86,19.2,0.0,4.35,21.3,1.324,0.8,2.64,123.4,0.0,0.074,Low,70.5,0.189
WLD_004274,1.555,0.401,1.861,145.9,86.1,149.1,0.4295,44.33,39.2,0.16,11.9,40.5,1.741,0.6,5.31,96.2,0.0,0.062,Low,81.5,0.49
WLD_004275,1.505,0.233,3.809,170.7,129.1,97.0,2.8758,18.61,17.4,0.56,4.22,20.9,1.404,0.69,6.59,220.9,0.0,0.472,Low,85.9,0.275
WLD_004276,0.703,0.332,2.237,50.0,37.6,-3.2,12.4696,20.1,10.1,3.6,1.15,20.8,0.442,0.33,6.44,226.7,0.248,3.769,Medium,89.8,0.183
WLD_004277,1.322,0.47,1.376,220.1,136.0,344.9,1.0939,35.36,15.9,0.43,3.43,20.5,1.135,0.8,1.02,205.7,0.0,0.139,Low,74.4,0.488
WLD_004278,0.828,0.488,4.306,140.9,111.9,464.0,1.9549,32.19,16.6,0.55,3.93,41.7,0.587,0.69,6.12,173.7,0.086,0.722,Low,77.8,0.317
WLD_004279,1.571,0.364,2.698,368.4,217.4,216.0,0.3757,29.56,38.8,0.42,12.84,33.5,1.527,0.72,3.16,130.8,0.017,0.219,Low,64.9,0.449
WLD_004280,0.84,0.397,3.629,102.9,82.4,29.4,2.8244,36.26,16.6,0.66,0.41,28.1,1.123,0.72,2.93,179.9,0.062,0.972,Low,78.0,0.262
WLD_004281,0.674,0.452,2.25,50.0,34.9,18.3,15.1084,34.43,9.3,3.83,1.35,32.0,0.495,0.32,0.87,134.8,0.23,3.891,Medium,97.7,0.239
WLD_004282,1.818,0.21,3.943,94.1,50.1,38.6,5.8728,19.71,18.8,0.62,4.01,10.4,1.505,0.55,3.78,236.4,0.013,0.643,Medium,66.1,0.299
WLD_004283,0.65,0.298,2.123,50.0,33.8,141.5,0.5322,48.04,13.3,0.37,2.12,42.2,0.42,0.71,6.87,267.8,0.012,0.311,Low,65.8,0.152
WLD_004284,1.151,0.277,2.726,375.6,216.1,46.3,10.5813,24.39,25.7,1.19,5.74,20.2,1.055,0.55,2.98,261.6,0.186,0.969,Low,92.8,0.25
WLD_004285,1.26,0.461,1.004,378.8,214.0,140.6,4.8883,28.64,30.7,0.34,8.0,24.7,1.237,0.66,2.22,268.4,0.135,0.525,Low,69.9,0.456
WLD_004286,1.539,0.17,2.802,376.6,268.2,9.5,19.3469,26.6,25.9,5.54,6.42,25.6,1.348,0.34,4.04,107.1,0.447,5.689,Medium,63.1,0.205
WLD_004287,0.702,0.231,1.887,50.0,32.0,1.0,4.399,32.07,13.0,2.71,1.56,32.9,0.413,0.51,5.81,213.9,0.296,2.524,Medium,81.8,0.127
WLD_004288,0.593,0.386,3.706,50.0,39.1,21.3,14.9209,39.75,10.2,1.68,0.24,26.2,0.312,0.45,6.38,210.0,0.158,1.555,Low,76.4,0.18
WLD_004289,0.533,0.274,2.878,50.0,32.5,-4.6,64.9349,45.5,10.1,22.95,1.62,35.9,0.355,0.25,7.31,167.6,2.325,23.118,Medium,71.5,0.115
WLD_004290,1.561,0.435,1.747,289.9,188.7,84.3,2.827,30.98,30.5,0.67,9.11,25.0,1.518,0.66,6.16,199.2,0.07,0.901,Medium,94.9,0.533
WLD_004291,0.845,0.242,4.507,112.1,71.1,272.3,0.3105,36.66,13.7,0.44,2.76,23.9,0.54,0.75,2.66,96.4,0.0,0.545,Medium,94.2,0.161
WLD_004292,0.737,0.4,1.339,84.2,47.5,169.4,1.4505,32.04,13.4,0.02,2.47,24.0,0.624,0.72,7.16,180.1,0.024,0.023,Low,92.1,0.231
WLD_004293,0.605,0.346,3.353,50.0,38.9,9.1,9.6888,31.16,8.9,3.51,1.65,26.7,0.485,0.33,3.35,103.8,0.423,3.568,Medium,60.2,0.165
WLD_004294,0.825,0.236,1.633,123.4,78.2,62.2,5.1728,20.45,17.5,0.01,3.34,25.6,0.697,0.64,2.74,188.6,0.0,-0.063,Low,70.9,0.153
WLD_004295,1.373,0.429,3.326,344.2,162.6,247.4,0.761,27.59,34.3,0.0,8.75,31.5,1.282,0.76,6.78,132.8,0.0,0.393,Medium,78.5,0.463
WLD_004296,2.765,0.453,4.99,119.9,85.3,165.7,0.3767,19.91,28.1,0.31,6.09,9.7,2.447,0.67,3.97,277.2,0.027,0.238,Medium,79.9,0.983
WLD_004297,1.764,0.469,3.123,109.2,92.4,204.6,0.3971,33.38,40.9,0.52,0.18,25.4,1.768,0.8,6.97,230.0,0.0,0.315,Medium,86.5,0.65
