sample_id,min_cycle_temperature_C,max_cycle_temperature_C,total_cycles_tested,initial_contact_resistance_mohm,final_contact_resistance_mohm,resistance_drift_percent,tensile_strength_retention_percent,shear_strength_retention_percent,fatigue_life_cycles,crack_growth_rate_mm_cycle,thermal_expansion_mismatch_ppm_K,stress_concentration_factor,primary_failure_mode,time_to_failure_hours,cycle_life_score,reliability_score,temperature_stability_index,corrosion_resistance_score,dimensional_stability_um,interface_adhesion_strength_MPa,oxidation_resistance_score,creep_resistance_score
WLD_005375,-31.5,145.5,4510,3.0037,3.7106,23.53,86.5,82.2,4423,1.72e-06,11.22,2.07,Mechanical Wear,1557.2,1.0,0.597,0.757,0.851,2.84,165.1,0.566,0.631
WLD_005376,-38.7,118.3,3410,13.0008,16.6001,27.69,81.5,77.5,1186,4.49e-06,3.97,2.38,Interface Delamination,733.9,1.0,0.331,0.84,0.727,2.61,172.4,0.518,0.633
WLD_005377,-21.7,128.2,2409,16.072,20.1882,25.61,81.3,77.2,1233,3.15e-06,4.59,2.18,Interface Delamination,1378.4,1.0,0.35,0.88,0.82,1.67,50.6,0.83,0.61
WLD_005378,-34.9,83.7,5480,0.1486,0.1794,20.76,80.7,76.6,6768,1.79e-06,3.92,2.56,Fatigue Cracking,2455.9,0.81,0.496,0.65,0.732,3.7,129.6,0.628,0.846
WLD_005379,-25.5,117.9,723,0.831,1.0347,24.51,94.5,89.8,3255,1.47e-06,-2.54,1.81,Interface Delamination,723.0,0.222,0.427,0.84,0.949,0.8,132.9,0.511,0.884
WLD_005380,-38.8,110.0,557,7.3135,8.8509,21.02,97.6,92.7,3516,2.37e-06,4.6,2.54,Interface Delamination,557.0,0.158,0.478,0.952,0.766,1.73,125.1,0.865,0.786
WLD_005381,-22.9,117.5,5419,2.0878,2.4575,17.71,82.1,78.0,5919,1.96e-06,3.13,1.82,Fatigue Cracking,3035.3,0.915,0.533,0.622,0.861,4.87,126.3,0.563,0.863
WLD_005382,-37.2,146.0,5145,1.1176,1.4386,28.72,79.6,75.7,2538,3.11e-06,6.39,3.19,Fatigue Cracking,988.0,1.0,0.411,0.832,0.804,0.49,83.0,0.533,0.846
WLD_005383,-36.7,135.5,8217,33.1917,47.2331,42.3,77.4,73.5,1068,3.6e-06,5.18,2.96,Fatigue Cracking,344.5,1.0,0.264,0.628,0.879,2.95,75.9,0.603,0.941
WLD_005384,-37.8,107.0,9531,4.8644,6.6964,37.66,73.0,69.3,10250,1.64e-06,6.25,2.18,Fatigue Cracking,5554.5,0.93,0.288,0.901,0.733,4.77,59.2,0.658,0.843
WLD_005385,-34.9,128.4,4516,0.6148,0.6952,13.08,79.4,75.4,6651,6.7e-07,9.1,2.18,Intermetallic Embrittlement,4516.0,0.679,0.416,0.7,0.865,1.26,162.6,0.658,0.741
WLD_005386,-22.5,109.1,4682,0.4197,0.5133,22.31,94.2,89.5,30798,1.49e-06,7.29,2.13,Intermetallic Embrittlement,4682.0,0.152,0.398,0.754,0.838,2.49,146.9,0.895,0.702
WLD_005387,-29.1,84.0,9720,8.5678,11.3971,33.02,71.3,67.7,4894,2.07e-06,2.28,1.38,Fatigue Cracking,3111.4,1.0,0.326,0.805,0.839,4.58,64.0,0.506,0.784
WLD_005388,-27.3,146.2,9811,22.2754,27.1918,22.07,69.4,65.9,5113,1.92e-06,11.31,2.83,Fatigue Cracking,2869.0,1.0,0.426,0.811,0.909,3.84,191.1,0.85,0.877
WLD_005389,-31.0,105.1,5581,0.5628,0.6914,22.85,82.5,78.3,43422,9.5e-07,1.16,1.86,Fatigue Cracking,5581.0,0.129,0.484,0.799,0.861,1.27,155.6,0.611,0.83
WLD_005390,-23.5,101.1,5471,71.9033,88.0739,22.49,85.4,81.1,5091,5.01e-06,5.2,2.67,Fatigue Cracking,4806.0,1.0,0.502,0.791,0.75,3.34,179.9,0.576,0.659
WLD_005391,-31.1,108.2,5483,0.4351,0.592,36.06,92.3,87.7,19692,8e-07,8.36,2.44,Fatigue Cracking,5483.0,0.278,0.401,0.789,0.897,3.41,185.0,0.844,0.92
WLD_005392,-32.4,123.3,743,1.0406,1.158,11.29,94.6,89.9,16452,1.57e-06,0.52,2.16,Intermetallic Embrittlement,743.0,0.045,0.51,0.929,0.738,1.05,166.4,0.667,0.704
WLD_005393,-31.8,80.5,4605,1.0972,1.2456,13.53,89.5,85.0,13522,1.6e-06,-1.3,2.21,Intermetallic Embrittlement,4605.0,0.341,0.462,0.933,0.862,3.52,60.9,0.596,0.868
WLD_005394,-22.2,97.1,5910,9.7405,10.3161,5.91,79.6,75.6,6749,2.58e-06,0.21,2.51,Fatigue Cracking,2857.5,0.876,0.639,0.909,0.756,1.36,89.0,0.648,0.769
WLD_005395,-27.4,137.6,1186,0.5661,0.6483,14.53,86.5,82.2,3331,3.13e-06,1.44,2.32,Intermetallic Embrittlement,1071.0,0.356,0.437,0.726,0.88,3.4,122.8,0.516,0.92
WLD_005396,-30.0,83.5,6218,2.1209,2.6914,26.9,80.2,76.2,24191,1.99e-06,3.34,2.03,Fatigue Cracking,6218.0,0.257,0.432,0.768,0.907,0.97,108.1,0.535,0.703
WLD_005397,-21.2,94.1,4654,2.8748,3.6125,25.66,90.2,85.7,7771,1.68e-06,14.65,2.02,Intermetallic Embrittlement,4654.0,0.599,0.345,0.694,0.886,3.84,178.4,0.615,0.756
WLD_005398,-39.1,111.4,423,0.0885,0.1084,22.53,81.5,77.4,19484,1.31e-06,6.52,4.57,Intermetallic Embrittlement,423.0,0.022,0.332,0.632,0.828,1.42,79.7,0.733,0.781
WLD_005399,-21.3,104.5,7574,15.0782,18.6934,23.98,74.7,71.0,2891,2.98e-06,11.47,1.8,Fatigue Cracking,1917.5,1.0,0.434,0.73,0.83,2.15,157.1,0.853,0.899
WLD_005400,-21.7,98.2,3085,1.4381,1.626,13.06,87.7,83.3,7616,1.72e-06,8.4,1.78,Intermetallic Embrittlement,3085.0,0.405,0.458,0.739,0.801,1.83,146.2,0.825,0.844
WLD_005401,-24.2,115.3,5248,0.4506,0.5468,21.34,86.2,81.9,28000,8.3e-07,1.01,3.0,Thermal Degradation,5248.0,0.187,0.467,0.907,0.752,0.81,93.7,0.698,0.609
WLD_005402,-21.3,133.0,5363,1.7812,2.3415,31.46,78.7,74.7,10430,1.8e-06,5.59,1.86,Thermal Degradation,3912.2,0.514,0.329,0.907,0.851,0.58,69.1,0.831,0.653
WLD_005403,-27.9,115.9,2617,1.4119,1.7414,23.33,86.9,82.6,4219,1.35e-06,1.78,2.45,Thermal Degradation,2384.3,0.62,0.451,0.791,0.794,2.69,140.6,0.654,0.945
WLD_005404,-21.0,146.9,3662,3.7765,4.5829,21.35,92.0,87.4,7351,1.12e-06,8.24,2.19,Intermetallic Embrittlement,2382.7,0.498,0.396,0.605,0.851,0.93,127.6,0.693,0.746
WLD_005405,-31.8,81.7,9334,5.7963,7.8802,35.95,75.0,71.3,8095,2.36e-06,2.78,2.18,Fatigue Cracking,2531.7,1.0,0.316,0.612,0.882,2.72,70.2,0.603,0.946
WLD_005406,-32.5,113.3,3305,3.9542,4.5149,14.18,85.9,81.6,58610,1.86e-06,6.64,2.37,Interface Delamination,3305.0,0.056,0.488,0.912,0.847,3.47,73.5,0.504,0.781
WLD_005407,-39.2,137.4,4774,3.438,4.2744,24.33,79.7,75.7,1543,1.97e-06,2.15,2.1,Thermal Degradation,1274.2,1.0,0.405,0.611,0.845,4.83,104.9,0.66,0.761
WLD_005408,-23.7,102.6,4899,0.5604,0.6535,16.61,77.6,73.7,17477,9.6e-07,5.18,1.91,Intermetallic Embrittlement,4899.0,0.28,0.372,0.852,0.73,4.04,192.9,0.561,0.789
WLD_005409,-33.4,107.9,7329,41.4844,57.8471,39.44,77.3,73.4,1806,3.53e-06,0.97,2.24,Thermal Degradation,530.4,1.0,0.242,0.869,0.894,4.98,174.1,0.791,0.673
WLD_005410,-29.7,145.7,3513,0.9204,1.1678,26.88,85.8,81.5,1852,1.83e-06,5.24,2.72,Oxidation,1256.7,1.0,0.51,0.715,0.91,0.47,187.2,0.788,0.644
WLD_005411,-25.0,143.6,1750,0.5472,0.636,16.22,85.8,81.6,1747,4.7e-07,7.11,2.91,Mechanical Wear,1750.0,1.0,0.667,0.92,0.835,1.96,113.3,0.731,0.903
WLD_005412,-29.1,91.6,1213,2.2069,2.4672,11.79,100.0,95.0,5645,1.59e-06,-2.0,1.96,Intermetallic Embrittlement,1213.0,0.215,0.532,0.706,0.727,2.37,73.1,0.548,0.861
WLD_005413,-25.3,80.6,5553,3.0837,3.7205,20.65,78.3,74.4,7321,1.52e-06,6.13,1.78,Fatigue Cracking,3485.0,0.758,0.485,0.607,0.845,3.84,127.2,0.625,0.863
WLD_005414,-21.3,99.1,6992,499.5215,626.218,25.36,66.7,63.3,1954,0.00035447,1.28,102.59,Fatigue Cracking,1107.4,1.0,0.38,0.672,0.773,1.61,112.8,0.57,0.671
WLD_005415,-30.5,137.4,527,0.586,0.6356,8.46,91.5,87.0,6034,1.03e-06,4.74,2.44,Intermetallic Embrittlement,527.0,0.087,0.523,0.678,0.78,2.13,135.6,0.859,0.9
WLD_005416,-29.9,109.4,5534,0.6094,0.8081,32.61,82.2,78.1,18557,1.12e-06,12.17,2.02,Fatigue Cracking,5534.0,0.298,0.385,0.799,0.883,1.67,128.0,0.547,0.673
WLD_005417,-20.1,128.2,6262,22.4223,28.178,25.67,83.6,79.4,3233,2.15e-06,4.19,2.19,Fatigue Cracking,1532.6,1.0,0.461,0.857,0.922,2.17,153.6,0.526,0.83
WLD_005418,-27.4,115.5,1808,2.4733,2.7098,9.56,93.4,88.7,6099,2.16e-06,-2.91,1.77,Intermetallic Embrittlement,1808.0,0.296,0.521,0.663,0.845,1.39,51.0,0.518,0.743
WLD_005419,-26.4,144.8,4237,17.4287,21.0738,20.91,83.7,79.6,734,1.58e-06,-1.87,2.14,Interface Delamination,384.1,1.0,0.41,0.699,0.832,0.31,177.3,0.849,0.867
WLD_005420,-34.9,124.4,7129,0.667,0.7091,6.3,81.7,77.6,7811,6.5e-07,12.38,3.27,Fatigue Cracking,3799.0,0.913,0.646,0.646,0.949,1.06,116.7,0.794,0.731
WLD_005421,-35.2,94.8,9267,1.9649,2.7977,42.38,68.4,65.0,10938,1.1e-06,4.59,3.14,Thermal Degradation,7389.8,0.847,0.168,0.919,0.893,1.32,77.2,0.708,0.61
WLD_005422,-39.9,108.1,1959,0.5833,0.6944,19.05,98.1,93.2,18402,9.2e-07,1.89,1.48,Interface Delamination,1959.0,0.106,0.5,0.724,0.896,2.79,78.2,0.897,0.928
WLD_005423,-25.7,94.6,6054,1.3977,1.7123,22.51,86.3,82.0,8548,1.09e-06,6.05,1.89,Thermal Degradation,6054.0,0.708,0.456,0.919,0.745,2.21,55.9,0.866,0.908
WLD_005424,-29.5,92.2,4068,3.0682,3.4739,13.22,76.3,72.5,15590,7.9e-07,8.37,2.62,Intermetallic Embrittlement,4068.0,0.261,0.399,0.603,0.865,2.49,128.0,0.567,0.703
WLD_005425,-37.4,92.9,4548,29.6316,41.1516,38.88,83.9,79.7,1795,4.23e-06,10.54,2.05,Interface Delamination,829.8,1.0,0.231,0.916,0.739,2.59,128.4,0.804,0.75
WLD_005426,-27.9,101.5,8435,10.5168,14.4934,37.81,76.1,72.3,16723,1.89e-06,2.65,2.02,Fatigue Cracking,8435.0,0.504,0.302,0.839,0.837,1.11,96.8,0.616,0.784
WLD_005427,-24.5,100.5,3780,5.0355,6.1238,21.61,82.2,78.1,4542,3.59e-06,5.71,2.23,Interface Delamination,1744.9,0.832,0.395,0.803,0.845,0.27,95.4,0.818,0.876
WLD_005428,-21.3,141.6,6297,3.6427,4.6031,26.36,84.0,79.8,3040,1.73e-06,-0.33,2.2,Fatigue Cracking,716.4,1.0,0.456,0.725,0.8,4.93,113.1,0.886,0.734
WLD_005429,-30.1,90.7,1061,0.4189,0.47,12.2,93.1,88.5,31024,9.3e-07,6.58,1.72,Intermetallic Embrittlement,1061.0,0.034,0.494,0.757,0.809,3.79,50.3,0.758,0.862
WLD_005430,-28.7,121.6,1216,10.6511,12.672,18.97,96.6,91.7,4823,2.73e-06,-2.23,1.8,Interface Delamination,1216.0,0.252,0.493,0.695,0.775,0.62,123.2,0.68,0.921
WLD_005431,-21.8,146.4,8150,4.0932,5.6635,38.36,71.9,68.3,16700,1.68e-06,12.6,1.99,Fatigue Cracking,3672.9,0.488,0.276,0.619,0.706,1.96,161.2,0.875,0.807
WLD_005432,-30.3,114.0,3207,0.3543,0.4315,21.78,88.6,84.2,4554,1.69e-06,-1.22,1.82,Mechanical Wear,2556.4,0.704,0.625,0.803,0.71,3.28,104.9,0.891,0.627
WLD_005433,-29.7,116.6,5283,0.7816,1.0183,30.28,85.2,80.9,43615,1.41e-06,6.18,1.93,Fatigue Cracking,5283.0,0.121,0.423,0.695,0.921,2.25,124.5,0.565,0.626
WLD_005434,-32.6,118.6,3232,2.1424,2.3349,8.98,88.6,84.2,10838,2.31e-06,0.42,2.17,Intermetallic Embrittlement,3232.0,0.298,0.503,0.841,0.855,0.25,69.9,0.537,0.631
WLD_005435,-37.8,92.5,2396,3.9013,4.8274,23.74,92.6,88.0,7841,9.1e-07,14.85,5.7,Fatigue Cracking,2396.0,0.306,0.526,0.863,0.904,1.4,200.0,0.77,0.854
WLD_005436,-38.6,108.1,7119,0.7345,0.9552,30.05,83.5,79.4,32310,8.2e-07,1.05,1.67,Fatigue Cracking,7119.0,0.22,0.417,0.893,0.913,4.45,166.1,0.894,0.702
WLD_005437,-31.5,130.7,3113,0.8144,0.909,11.62,79.3,75.3,8445,1.58e-06,10.16,2.28,Intermetallic Embrittlement,3113.0,0.369,0.43,0.936,0.909,4.68,181.5,0.727,0.686
WLD_005438,-29.3,120.9,4597,9.3312,10.9746,17.61,79.4,75.4,2968,2.73e-06,1.51,1.63,Interface Delamination,2142.2,1.0,0.421,0.653,0.901,4.31,122.5,0.582,0.76
WLD_005439,-25.3,146.4,4437,3.792,4.7957,26.47,87.6,83.2,1656,3.26e-06,6.62,2.62,Mechanical Wear,559.6,1.0,0.573,0.88,0.706,3.03,89.9,0.774,0.865
WLD_005440,-28.7,111.6,7912,0.5833,0.7394,26.77,79.8,75.9,33470,1.54e-06,12.77,1.54,Thermal Degradation,7912.0,0.236,0.382,0.892,0.85,1.71,148.7,0.628,0.701
WLD_005441,-39.7,149.3,847,5.9851,7.6402,27.65,92.0,87.4,1881,1.67e-06,1.87,1.85,Interface Delamination,792.3,0.45,0.384,0.757,0.725,4.64,103.1,0.527,0.768
WLD_005442,-26.4,123.3,2269,0.2355,0.2671,13.41,88.4,84.0,4300,1.84e-06,7.04,2.03,Interface Delamination,2269.0,0.528,0.508,0.936,0.792,4.36,50.3,0.6,0.629
WLD_005443,-32.8,85.0,7881,0.3868,0.4669,20.7,78.0,74.1,35366,8.9e-07,0.56,1.74,Thermal Degradation,7881.0,0.223,0.433,0.653,0.714,3.43,186.0,0.859,0.866
WLD_005444,-34.6,99.6,6245,0.7263,0.8937,23.05,82.2,78.1,32053,2.46e-06,7.72,2.95,Fatigue Cracking,6245.0,0.195,0.481,0.946,0.898,1.17,163.2,0.636,0.766
WLD_005445,-31.3,134.4,7319,4.7642,6.1161,28.38,71.9,68.3,5781,1.49e-06,7.29,2.07,Fatigue Cracking,3039.3,1.0,0.376,0.819,0.723,2.86,152.7,0.652,0.853
WLD_005446,-35.6,148.5,8312,0.7151,1.0562,47.7,79.6,75.6,5158,1.12e-06,5.29,1.51,Thermal Degradation,1454.0,1.0,0.171,0.69,0.771,3.0,65.1,0.882,0.909
WLD_005447,-28.1,147.0,5238,3.6665,4.8143,31.3,76.8,73.0,2087,8e-07,13.38,2.11,Thermal Degradation,937.7,1.0,0.321,0.611,0.773,0.78,108.5,0.813,0.855
WLD_005448,-21.6,90.3,3824,2.897,3.6061,24.48,82.7,78.5,8932,1.4e-06,0.94,1.31,Fatigue Cracking,3824.0,0.428,0.469,0.801,0.872,3.4,82.3,0.833,0.606
WLD_005449,-29.2,130.6,1680,8.0958,9.6617,19.34,84.0,79.8,12202,1e-06,10.25,2.26,Intermetallic Embrittlement,1680.0,0.138,0.377,0.693,0.892,2.41,68.8,0.655,0.638
WLD_005450,-28.2,119.4,3364,0.5158,0.6167,19.57,90.1,85.6,17835,2.11e-06,4.99,1.93,Intermetallic Embrittlement,3364.0,0.189,0.405,0.65,0.772,0.65,151.8,0.782,0.611
WLD_005451,-24.7,138.3,8470,0.5684,0.6477,13.95,79.1,75.2,2590,1.5e-06,3.75,2.19,Fatigue Cracking,1431.0,1.0,0.556,0.659,0.819,2.58,193.7,0.595,0.672
WLD_005452,-21.7,130.9,9988,0.4834,0.659,36.32,77.3,73.4,18953,1.08e-06,14.43,1.82,Fatigue Cracking,7788.3,0.527,0.323,0.673,0.832,2.7,113.8,0.548,0.875
WLD_005453,-32.8,94.4,1943,64.6625,76.9467,19.0,88.2,83.8,2622,5.92e-06,9.17,3.2,Interface Delamination,1019.0,0.741,0.451,0.856,0.879,1.58,128.3,0.701,0.864
WLD_005454,-20.3,122.6,7320,0.3498,0.4364,24.75,73.1,69.5,5008,6.9e-07,1.69,2.08,Fatigue Cracking,2648.4,1.0,0.418,0.919,0.764,2.16,93.4,0.55,0.61
WLD_005455,-26.5,134.3,5189,0.1131,0.1384,22.35,87.5,83.1,3919,1.36e-06,10.34,2.12,Fatigue Cracking,1987.5,1.0,0.514,0.964,0.761,4.84,112.3,0.624,0.849
WLD_005456,-32.5,85.8,9157,0.8487,1.0507,23.81,80.2,76.2,25669,9.6e-07,1.95,1.8,Fatigue Cracking,9157.0,0.357,0.463,0.835,0.766,2.75,113.6,0.697,0.936
WLD_005457,-35.5,147.4,1919,5.9,7.7617,31.55,97.8,92.9,9273,1.3e-06,7.86,2.06,Intermetallic Embrittlement,1919.0,0.207,0.323,0.911,0.734,0.97,149.1,0.682,0.9
WLD_005458,-24.1,87.2,9273,0.3583,0.4481,25.08,89.1,84.7,23027,-1e-07,-1.07,1.79,Fatigue Cracking,6087.2,0.403,0.495,0.603,0.765,0.94,170.5,0.808,0.892
WLD_005459,-28.9,129.9,2693,0.6578,0.7547,14.73,83.2,79.0,12821,1.76e-06,2.95,1.75,Mechanical Wear,2182.2,0.21,0.669,0.913,0.742,2.75,181.2,0.694,0.662
WLD_005460,-20.1,99.5,4144,13.1487,17.4762,32.91,81.7,77.6,12577,2.44e-06,3.64,2.44,Intermetallic Embrittlement,4144.0,0.329,0.229,0.867,0.753,2.17,105.2,0.537,0.809
WLD_005461,-29.0,116.7,2267,0.7849,0.9205,17.28,90.9,86.4,12170,1.85e-06,6.04,1.56,Oxidation,2267.0,0.186,0.632,0.748,0.795,3.01,57.5,0.864,0.91
WLD_005462,-26.3,139.5,8728,0.8735,1.2278,40.56,76.3,72.5,15968,1.51e-06,11.45,1.89,Fatigue Cracking,8380.0,0.547,0.276,0.817,0.935,2.56,65.1,0.802,0.725
WLD_005463,-32.9,86.7,5570,32.6477,42.4904,30.15,85.6,81.3,15898,3.58e-06,5.13,2.24,Thermal Degradation,5570.0,0.35,0.376,0.631,0.817,1.85,121.3,0.578,0.614
WLD_005464,-37.6,121.6,5338,12.7581,17.8356,39.8,76.4,72.6,3720,1.46e-06,-0.62,1.76,Fatigue Cracking,1420.0,1.0,0.284,0.727,0.885,2.18,162.8,0.521,0.631
WLD_005465,-34.3,86.1,8593,1.4849,1.8288,23.16,81.7,77.6,14879,1.9e-06,-0.55,2.89,Thermal Degradation,6770.3,0.578,0.427,0.749,0.817,3.21,134.1,0.521,0.793
WLD_005466,-30.1,107.3,7324,3.2964,4.0389,22.52,77.5,73.6,5725,1.61e-06,-0.8,1.96,Thermal Degradation,2625.9,1.0,0.412,0.731,0.905,0.9,115.1,0.727,0.748
WLD_005467,-39.6,98.3,5565,102.299,132.6375,29.66,74.2,70.5,2077,4.17e-06,11.85,2.73,Fatigue Cracking,835.1,1.0,0.374,0.914,0.839,4.4,123.7,0.589,0.772
WLD_005468,-22.3,87.4,7645,4.1908,5.0053,19.43,77.5,73.6,13906,1.75e-06,9.26,1.76,Thermal Degradation,6773.9,0.55,0.443,0.973,0.741,0.58,119.1,0.615,0.83
WLD_005469,-27.6,147.6,9809,0.5162,0.7248,40.41,72.9,69.2,16648,1.38e-06,5.21,2.49,Thermal Degradation,5279.9,0.589,0.21,0.972,0.713,1.23,116.4,0.788,0.889
WLD_005470,-38.0,135.5,302,0.0805,0.0865,7.48,90.9,86.4,2965,5.7e-07,1.08,3.03,Intermetallic Embrittlement,302.0,0.102,0.53,0.668,0.722,1.66,198.6,0.512,0.881
WLD_005471,-30.4,143.1,4894,2.1759,2.512,15.45,86.7,82.4,14093,1.95e-06,6.77,2.05,Intermetallic Embrittlement,3954.1,0.347,0.429,0.822,0.827,2.44,109.8,0.59,0.721
WLD_005472,-39.2,114.5,934,2.0333,2.2787,12.07,86.4,82.0,3909,1.36e-06,-1.58,1.77,Fatigue Cracking,934.0,0.239,0.611,0.639,0.892,0.67,165.1,0.647,0.789
WLD_005473,-36.4,140.1,2811,1.3161,1.5215,15.61,79.6,75.6,7640,1.26e-06,1.68,1.7,Mechanical Wear,2811.0,0.368,0.642,0.612,0.91,3.24,185.7,0.711,0.865
WLD_005474,-20.1,80.2,9084,0.4421,0.5541,25.33,81.6,77.5,41195,9.2e-07,4.62,2.24,Fatigue Cracking,9084.0,0.221,0.455,0.665,0.713,3.97,91.4,0.636,0.609
WLD_005475,-21.3,112.0,3113,71.3398,86.7672,21.63,87.5,83.1,19091,1.96e-06,13.32,2.09,Intermetallic Embrittlement,3113.0,0.163,0.371,0.919,0.936,2.85,93.4,0.864,0.785
WLD_005476,-21.9,146.1,8968,42.0377,60.3747,43.62,75.2,71.4,554,3.01e-06,9.18,2.23,Fatigue Cracking,644.7,1.0,0.24,0.665,0.904,2.95,94.8,0.546,0.732
WLD_005477,-25.0,87.5,3237,1.0288,1.2721,23.65,90.1,85.6,17956,1.59e-06,1.25,1.71,Fatigue Cracking,3237.0,0.18,0.514,0.621,0.791,3.87,183.9,0.734,0.842
WLD_005478,-34.0,90.6,2567,17.1751,20.3326,18.38,87.0,82.6,3719,3.44e-06,4.35,1.7,Interface Delamination,1851.9,0.69,0.451,0.855,0.836,2.95,75.7,0.599,0.845
WLD_005479,-26.0,84.2,4440,7.486,9.2867,24.05,89.4,84.9,6970,1.86e-06,9.12,2.03,Interface Delamination,1131.1,0.637,0.406,0.704,0.895,3.27,149.5,0.536,0.919
WLD_005480,-33.1,134.9,4060,0.1747,0.2234,27.85,94.8,90.1,5639,1.53e-06,5.58,3.01,Intermetallic Embrittlement,3174.0,0.72,0.346,0.816,0.835,0.78,180.6,0.534,0.82
WLD_005481,-33.2,107.4,6989,5.6212,6.7357,19.83,71.5,68.0,8375,1.47e-06,3.91,1.95,Fatigue Cracking,2357.9,0.834,0.459,0.861,0.707,2.74,185.1,0.701,0.927
WLD_005482,-28.2,132.1,8494,0.7235,0.8679,19.96,80.6,76.6,12807,4.1e-07,6.63,2.26,Fatigue Cracking,2535.6,0.663,0.503,0.735,0.855,4.97,172.3,0.514,0.784
WLD_005483,-30.6,91.0,4383,12.8804,17.7916,38.13,83.9,79.7,4581,2.6e-06,3.52,2.49,Interface Delamination,520.2,0.957,0.238,0.909,0.88,1.12,61.9,0.549,0.665
WLD_005484,-37.7,130.1,9628,6.3772,8.8926,39.44,73.5,69.8,2137,1.68e-06,5.67,1.93,Fatigue Cracking,1005.7,1.0,0.273,0.938,0.775,1.27,155.6,0.868,0.653
WLD_005485,-30.4,109.5,1518,1.2927,1.4827,14.7,100.0,95.0,40562,2.12e-06,8.1,1.93,Intermetallic Embrittlement,1518.0,0.037,0.503,0.94,0.854,2.14,153.0,0.833,0.905
WLD_005486,-20.3,130.1,1427,2.344,2.8134,20.03,88.1,83.7,11232,1.35e-06,0.84,2.08,Intermetallic Embrittlement,1427.0,0.127,0.39,0.884,0.767,0.62,78.3,0.8,0.658
WLD_005487,-27.5,80.2,6113,1.6234,2.0754,27.84,85.5,81.2,42487,1.53e-06,4.1,1.95,Fatigue Cracking,6113.0,0.144,0.449,0.738,0.843,4.83,95.7,0.843,0.705
WLD_005488,-35.6,145.4,3194,16.1724,18.404,13.8,82.2,78.1,1246,2.28e-06,-1.53,1.93,Interface Delamination,718.6,1.0,0.473,0.747,0.789,4.2,139.2,0.78,0.649
WLD_005489,-31.3,91.2,3756,20.387,24.3228,19.31,83.4,79.2,15193,2.38e-06,14.11,1.67,Intermetallic Embrittlement,3756.0,0.247,0.374,0.903,0.784,0.92,154.4,0.573,0.922
WLD_005490,-33.3,86.4,2564,0.7054,0.8238,16.79,81.7,77.6,14554,1.54e-06,5.76,2.29,Oxidation,2564.0,0.176,0.591,0.715,0.738,4.98,194.9,0.674,0.791
WLD_005491,-27.9,92.7,1988,5.3446,5.8255,9.0,93.1,88.5,4305,1.86e-06,-2.59,1.76,Interface Delamination,1988.0,0.462,0.576,0.608,0.74,3.01,192.9,0.666,0.621
WLD_005492,-26.8,132.6,4043,0.947,1.1805,24.65,89.9,85.4,20509,2.21e-06,4.51,2.48,Interface Delamination,4043.0,0.197,0.403,0.903,0.858,0.84,123.6,0.64,0.749
WLD_005493,-21.5,95.3,8416,1.6229,2.1918,35.05,78.6,74.7,45124,1.63e-06,1.97,3.69,Thermal Degradation,8416.0,0.187,0.293,0.606,0.838,1.38,52.7,0.639,0.642
WLD_005494,-24.2,126.8,4533,2.6393,3.2032,21.36,86.6,82.3,9728,2.53e-06,8.63,1.96,Intermetallic Embrittlement,3539.2,0.466,0.37,0.949,0.895,0.77,143.3,0.604,0.863
WLD_005495,-24.9,133.1,1868,5.9485,6.5613,10.3,83.3,79.1,8273,1.88e-06,2.3,2.01,Intermetallic Embrittlement,1868.0,0.226,0.463,0.646,0.821,1.42,99.3,0.629,0.632
WLD_005496,-29.7,114.0,7308,1.3076,1.5418,17.91,78.1,74.2,18154,1.09e-06,6.13,1.86,Fatigue Cracking,7308.0,0.403,0.511,0.61,0.795,2.9,145.8,0.895,0.867
WLD_005497,-23.2,128.6,7533,1.4216,1.8668,31.32,74.2,70.5,7869,1.75e-06,5.61,1.87,Fatigue Cracking,2870.6,0.957,0.358,0.913,0.798,0.83,52.2,0.658,0.769
WLD_005498,-38.3,115.3,6661,16.7517,22.5832,34.81,76.8,73.0,1986,1.55e-06,3.2,1.77,Fatigue Cracking,1181.0,1.0,0.336,0.623,0.796,2.25,127.9,0.686,0.85
WLD_005499,-28.8,129.0,1816,1.0836,1.3047,20.41,86.5,82.2,6480,1.13e-06,6.18,3.15,Intermetallic Embrittlement,1816.0,0.28,0.378,0.952,0.784,4.83,181.5,0.683,0.732
WLD_005500,-32.6,86.0,526,1.4956,1.6456,10.03,94.5,89.7,23796,1.45e-06,13.04,3.18,Fatigue Cracking,526.0,0.022,0.672,0.63,0.855,0.42,179.0,0.843,0.774
WLD_005501,-21.1,96.7,9750,1.5996,2.0002,25.05,72.5,68.9,50565,1.43e-06,5.91,1.97,Thermal Degradation,9750.0,0.193,0.362,0.953,0.927,0.97,136.6,0.577,0.92
WLD_005502,-25.6,88.0,1604,0.8098,0.9883,22.04,100.0,95.0,13196,9.4e-07,5.19,1.93,Intermetallic Embrittlement,1604.0,0.122,0.43,0.916,0.824,3.99,50.2,0.568,0.834
WLD_005503,-24.7,84.8,8958,2.9587,3.7475,26.66,82.1,78.0,6728,1.41e-06,-2.64,2.45,Fatigue Cracking,3006.5,1.0,0.444,0.633,0.736,1.4,137.3,0.591,0.648
