sample_id,anode_material,cathode_material,tab_thickness_um,anode_surface_finish,cathode_surface_finish,welding_technique,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temperature_C,ambient_temperature_C,ambient_humidity_percent,electrode_material,shielding_gas,surface_roughness_um
WLD_005187,Titanium,Copper,291.9,Bare,Nickel-plated,Friction Stir Welding,2350.8,75.0,2320.9,0.496,,270.3,120.7,27.6,34.7,Graphite,None,3.64
WLD_005188,Aluminum,Aluminum,206.9,Silver-plated,Bare,Electron Beam Welding,3030.4,41.4,1689.1,3.637,232.8,,107.3,26.8,75.8,Graphite,Air,3.24
WLD_005189,Nickel,Copper,397.4,Electropolished,Nickel-plated,Resistance Spot Welding,5906.2,,1131.9,0.958,,,78.0,20.6,31.5,Molybdenum,Air,0.9
WLD_005190,Copper,Aluminum,145.9,Bare,Oxide-cleaned,Ultrasonic Welding,757.1,31.4,1437.3,1.837,,,76.9,33.8,36.0,Tungsten,Air,2.54
WLD_005191,Aluminum,Steel,417.7,Tin-plated,Passivated,Electron Beam Welding,2255.0,89.5,742.8,2.819,18.4,,65.0,32.3,63.9,Graphite,None,2.69
WLD_005192,Copper,Nickel,116.8,Silver-plated,Passivated,Resistance Spot Welding,2163.1,,4226.2,0.541,,,78.2,29.6,36.8,Molybdenum,Nitrogen,2.22
WLD_005193,Copper,Aluminum,279.5,Anodized,Nickel-plated,Ultrasonic Welding,1362.2,41.4,1966.3,0.459,,,34.8,19.0,36.0,Molybdenum,Air,2.16
WLD_005194,Aluminum,Aluminum,311.7,Electropolished,Anodized,Resistance Spot Welding,2836.0,,4740.8,0.306,,,118.1,18.9,64.1,Copper,None,4.52
WLD_005195,Aluminum,Aluminum,141.8,Electropolished,Tin-plated,Friction Stir Welding,471.9,,824.3,2.68,,222.9,120.8,30.7,65.7,Copper,None,4.19
WLD_005196,Copper,Aluminum,215.7,Electropolished,Tin-plated,Resistance Spot Welding,1138.5,,3846.9,0.155,,,147.8,21.1,60.7,Tungsten,Air,4.15
WLD_005197,Copper,Steel,352.3,Anodized,Anodized,Resistance Spot Welding,6519.0,,1375.7,0.448,,,88.9,33.8,37.2,Graphite,Helium,1.24
WLD_005198,Aluminum,Aluminum,260.8,Silver-plated,Silver-plated,Resistance Spot Welding,4334.6,,1927.5,0.822,,,136.6,30.3,47.9,Graphite,Argon,1.95
WLD_005199,Titanium,Copper,174.8,Bare,Bare,Resistance Spot Welding,5514.0,,1031.1,0.427,,,125.5,21.9,37.0,Molybdenum,Helium,0.81
WLD_005200,Copper,Steel,189.6,Bare,Silver-plated,Ultrasonic Welding,2253.8,36.5,502.3,1.708,,,35.9,21.7,76.1,Copper,None,4.01
WLD_005201,Aluminum,Aluminum,167.6,Tin-plated,Silver-plated,Cold Welding,1140.0,54.4,1859.4,0.204,,424.0,66.7,23.2,38.3,Graphite,Helium,3.19
WLD_005202,Nickel,Copper,375.9,Nickel-plated,Nickel-plated,Cold Welding,2611.9,83.9,1436.6,1.663,,204.9,65.3,19.8,35.9,Tungsten,Argon,4.97
WLD_005203,Aluminum,Steel,418.2,Tin-plated,Bare,Laser Welding,1535.0,,250.1,0.079,20.3,857.8,54.1,18.5,38.5,Copper,Nitrogen,0.39
WLD_005204,Titanium,Copper,475.3,Passivated,Nickel-plated,Cold Welding,2956.2,,2429.1,4.734,,386.0,96.6,25.1,48.4,Graphite,None,2.27
WLD_005205,Titanium,Copper,213.5,Electropolished,Oxide-cleaned,Ultrasonic Welding,1334.1,44.4,1491.8,0.24,,,79.8,31.5,45.4,Copper,Air,3.73
WLD_005206,Copper,Aluminum,436.8,Silver-plated,Anodized,Ultrasonic Welding,1495.3,36.3,1024.8,1.512,,,27.4,35.0,57.5,Copper,None,1.23
WLD_005207,Aluminum,Steel,124.0,Bare,Nickel-plated,Friction Stir Welding,226.9,62.0,2035.0,0.159,,348.9,129.8,33.4,44.3,Copper,Nitrogen,4.54
WLD_005208,Copper,Nickel,146.1,Bare,Anodized,Ultrasonic Welding,2327.3,17.7,1020.7,0.816,,,51.9,27.1,59.9,Molybdenum,Air,2.03
WLD_005209,Copper,Steel,216.7,Electropolished,Bare,Electron Beam Welding,1746.5,,2218.6,4.744,150.2,,91.6,20.2,62.6,Graphite,Helium,0.13
WLD_005210,Brass,Aluminum,305.3,Bare,Nickel-plated,Laser Welding,909.4,,36.1,0.09,73.5,336.9,122.9,30.9,47.1,Molybdenum,Nitrogen,3.96
WLD_005211,Titanium,Copper,252.5,Electropolished,Passivated,Laser Welding,357.7,,50.6,0.016,181.0,685.3,107.4,26.8,37.3,Tungsten,None,2.96
WLD_005212,Copper,Steel,393.1,Oxide-cleaned,Electropolished,Cold Welding,3693.9,62.4,2631.9,3.619,,,55.0,22.7,51.5,Copper,None,3.94
WLD_005213,Nickel,Copper,344.9,Oxide-cleaned,Anodized,Resistance Spot Welding,3406.1,,1115.9,0.85,,,120.3,27.2,41.8,Molybdenum,Helium,4.86
WLD_005214,Nickel,Copper,345.6,Tin-plated,Anodized,Ultrasonic Welding,2695.3,36.8,1238.7,0.609,,,72.8,26.9,57.9,Graphite,None,3.09
WLD_005215,Copper,Nickel,470.7,Electropolished,Passivated,Laser Welding,276.6,,249.7,0.009,165.3,464.3,100.7,25.8,54.9,Molybdenum,Argon,4.72
WLD_005216,Copper,Nickel,191.7,Silver-plated,Passivated,Friction Stir Welding,1721.7,,2278.7,1.005,271.2,169.8,39.7,24.7,48.1,Copper,Argon,0.32
WLD_005217,Aluminum,Steel,98.9,Nickel-plated,Silver-plated,Laser Welding,1477.0,,14.1,0.018,100.3,975.9,98.2,19.8,72.2,Copper,Nitrogen,4.45
WLD_005218,Aluminum,Aluminum,415.1,Bare,Anodized,Ultrasonic Welding,2604.9,39.4,1053.3,0.184,,,137.8,31.8,63.5,Tungsten,Argon,0.78
WLD_005219,Brass,Aluminum,488.6,Bare,Electropolished,Resistance Spot Welding,6089.1,,2841.7,0.525,,,56.8,19.5,68.4,Tungsten,None,0.32
WLD_005220,Copper,Steel,365.8,Tin-plated,Nickel-plated,Laser Welding,531.1,,20.3,0.088,179.1,698.8,97.3,22.8,69.8,Copper,Helium,1.72
WLD_005221,Copper,Aluminum,471.0,Bare,Tin-plated,Cold Welding,1790.9,14.2,2713.5,4.452,100.8,136.2,38.5,20.2,57.6,Graphite,None,2.94
WLD_005222,Aluminum,Aluminum,445.9,Oxide-cleaned,Passivated,Electron Beam Welding,786.6,62.0,1699.1,4.659,173.8,402.5,34.3,18.1,72.2,Molybdenum,Air,1.62
WLD_005223,Nickel,Copper,287.8,Tin-plated,Passivated,Resistance Spot Welding,5417.1,,2626.5,0.352,,,132.8,29.7,59.3,Tungsten,Helium,0.51
WLD_005224,Titanium,Copper,407.8,Bare,Nickel-plated,Friction Stir Welding,737.0,17.1,2909.9,2.191,240.0,,93.6,24.5,80.0,Copper,Air,3.85
WLD_005225,Copper,Aluminum,456.9,Bare,Bare,Cold Welding,1978.7,27.6,2569.5,2.087,283.5,,80.0,24.4,39.2,Copper,Helium,1.22
WLD_005226,Aluminum,Steel,126.3,Silver-plated,Tin-plated,Electron Beam Welding,3461.4,,2031.6,1.733,,,133.2,28.9,59.0,Molybdenum,Argon,2.99
WLD_005227,Copper,Aluminum,296.5,Passivated,Electropolished,Resistance Spot Welding,6619.7,,1526.3,0.915,,,90.3,18.4,34.1,Graphite,Nitrogen,4.3
WLD_005228,Titanium,Copper,257.3,Tin-plated,Tin-plated,Resistance Spot Welding,5593.3,,1254.3,0.504,,,138.4,24.9,61.1,Graphite,Argon,0.45
WLD_005229,Copper,Nickel,304.7,Nickel-plated,Tin-plated,Electron Beam Welding,1136.7,58.8,1240.9,0.308,,,122.9,33.8,55.7,Molybdenum,Nitrogen,2.74
WLD_005230,Copper,Aluminum,100.4,Anodized,Silver-plated,Electron Beam Welding,1882.8,77.1,333.6,2.505,,,59.2,26.8,53.8,Molybdenum,Air,1.95
WLD_005231,Aluminum,Steel,57.6,Bare,Electropolished,Electron Beam Welding,3244.8,,1514.1,4.356,,404.7,138.0,34.6,40.9,Tungsten,Nitrogen,1.56
WLD_005232,Copper,Steel,362.9,Anodized,Bare,Laser Welding,1209.3,,325.1,0.054,143.9,793.1,41.9,27.6,63.0,Graphite,None,1.22
WLD_005233,Brass,Aluminum,122.8,Tin-plated,Passivated,Ultrasonic Welding,957.3,38.8,1954.0,0.95,,,65.5,18.8,42.7,Tungsten,Air,0.56
WLD_005234,Brass,Aluminum,82.3,Electropolished,Anodized,Cold Welding,2486.4,,1870.7,1.911,,264.1,142.8,31.1,62.5,Copper,Helium,3.83
WLD_005235,Copper,Nickel,449.5,Bare,Nickel-plated,Ultrasonic Welding,2948.8,25.7,1665.9,0.859,,,75.4,22.4,62.9,Graphite,Argon,1.71
WLD_005236,Titanium,Copper,372.2,Electropolished,Nickel-plated,Electron Beam Welding,1392.9,93.9,816.9,0.7,,,33.6,32.7,52.7,Tungsten,None,4.63
WLD_005237,Copper,Nickel,95.1,Electropolished,Tin-plated,Laser Welding,230.1,,179.9,0.031,133.1,18.9,122.5,18.5,71.3,Molybdenum,Helium,3.51
WLD_005238,Copper,Nickel,482.2,Passivated,Electropolished,Ultrasonic Welding,800.0,26.7,1162.8,0.69,,,35.8,30.0,30.9,Molybdenum,Nitrogen,0.59
WLD_005239,Aluminum,Steel,118.6,Bare,Bare,Friction Stir Welding,1890.0,49.5,2593.4,4.761,,333.2,22.8,32.5,51.9,Tungsten,Air,4.51
WLD_005240,Aluminum,Steel,119.1,Bare,Oxide-cleaned,Electron Beam Welding,2386.5,,813.0,3.875,238.1,,137.5,28.2,41.9,Copper,Air,2.75
WLD_005241,Copper,Aluminum,394.8,Tin-plated,Silver-plated,Resistance Spot Welding,7254.7,,3952.8,0.431,,,95.2,29.5,41.2,Molybdenum,None,1.18
WLD_005242,Copper,Nickel,223.1,Silver-plated,Bare,Laser Welding,1151.6,,196.3,0.057,56.7,311.1,38.2,19.2,68.8,Molybdenum,Helium,2.3
WLD_005243,Titanium,Copper,158.5,Oxide-cleaned,Electropolished,Ultrasonic Welding,1060.8,35.6,158.6,0.475,,,101.1,22.5,61.4,Tungsten,Nitrogen,2.4
WLD_005244,Copper,Nickel,108.5,Oxide-cleaned,Nickel-plated,Cold Welding,3002.1,,747.9,3.882,,,24.6,25.1,50.7,Molybdenum,Nitrogen,2.92
WLD_005245,Aluminum,Aluminum,380.9,Tin-plated,Oxide-cleaned,Resistance Spot Welding,7199.9,,811.8,0.738,,,113.1,22.6,69.7,Copper,Nitrogen,1.27
WLD_005246,Brass,Aluminum,137.4,Nickel-plated,Silver-plated,Ultrasonic Welding,2621.4,41.8,944.6,1.985,,,129.3,23.3,54.1,Tungsten,None,1.23
WLD_005247,Nickel,Copper,370.1,Oxide-cleaned,Nickel-plated,Ultrasonic Welding,2748.5,13.0,1863.4,0.821,,,116.3,29.4,62.9,Graphite,Nitrogen,2.38
WLD_005248,Copper,Aluminum,493.0,Silver-plated,Silver-plated,Electron Beam Welding,1789.3,,55.4,4.905,298.2,22.9,77.7,31.6,35.8,Copper,None,3.33
WLD_005249,Copper,Nickel,208.5,Passivated,Oxide-cleaned,Laser Welding,722.2,,157.4,0.003,182.6,104.4,82.3,25.6,55.4,Graphite,Air,3.67
WLD_005250,Copper,Aluminum,158.6,Bare,Passivated,Ultrasonic Welding,2224.8,12.8,784.1,1.474,,,43.3,28.7,39.8,Tungsten,Air,1.69
WLD_005251,Titanium,Copper,309.8,Silver-plated,Silver-plated,Resistance Spot Welding,7254.0,,979.9,0.779,,,90.7,23.4,70.8,Molybdenum,Air,3.7
WLD_005252,Copper,Steel,219.2,Tin-plated,Tin-plated,Resistance Spot Welding,6940.3,,2344.4,0.836,,,96.1,29.2,56.1,Molybdenum,Air,3.18
WLD_005253,Aluminum,Steel,222.8,Anodized,Anodized,Ultrasonic Welding,2674.3,27.7,1814.8,1.987,,,42.0,29.9,65.8,Tungsten,Air,1.59
WLD_005254,Copper,Steel,146.7,Tin-plated,Tin-plated,Resistance Spot Welding,6840.5,,2813.6,0.454,,,104.7,24.4,53.6,Graphite,Argon,0.87
WLD_005255,Brass,Aluminum,249.0,Silver-plated,Oxide-cleaned,Friction Stir Welding,641.6,75.5,436.3,0.443,105.7,,129.2,28.7,47.3,Copper,Air,3.18
WLD_005256,Aluminum,Steel,474.4,Nickel-plated,Tin-plated,Ultrasonic Welding,1125.5,28.5,850.1,1.36,,,37.7,22.1,47.7,Copper,Air,3.57
WLD_005257,Aluminum,Steel,449.3,Anodized,Passivated,Ultrasonic Welding,2844.5,19.0,1762.7,0.608,,,93.3,23.8,69.1,Graphite,None,2.31
WLD_005258,Titanium,Copper,114.6,Nickel-plated,Nickel-plated,Ultrasonic Welding,2613.9,37.9,1102.3,0.976,,,36.5,34.2,32.8,Tungsten,Nitrogen,1.46
WLD_005259,Nickel,Copper,287.2,Oxide-cleaned,Nickel-plated,Friction Stir Welding,3352.7,10.3,1229.6,4.572,,8.9,85.6,22.4,76.1,Molybdenum,Helium,0.14
WLD_005260,Copper,Nickel,413.4,Nickel-plated,Silver-plated,Laser Welding,528.6,,148.8,0.049,84.2,922.2,135.2,29.2,67.4,Graphite,Argon,3.05
WLD_005261,Nickel,Copper,289.8,Anodized,Oxide-cleaned,Friction Stir Welding,2820.9,35.4,171.5,0.283,148.5,,24.2,20.3,56.4,Molybdenum,Nitrogen,2.63
WLD_005262,Brass,Aluminum,493.4,Tin-plated,Passivated,Resistance Spot Welding,5098.6,,1402.0,0.89,,,98.5,26.6,57.8,Molybdenum,Air,4.85
WLD_005263,Titanium,Copper,69.2,Oxide-cleaned,Oxide-cleaned,Friction Stir Welding,653.1,32.2,902.9,2.561,,,97.1,25.6,40.7,Tungsten,Helium,1.76
WLD_005264,Titanium,Copper,128.6,Passivated,Anodized,Cold Welding,2391.2,63.8,941.3,1.634,,341.5,118.3,29.2,39.7,Graphite,Helium,1.78
WLD_005265,Nickel,Copper,246.0,Oxide-cleaned,Anodized,Electron Beam Welding,2387.3,,824.4,3.143,168.6,407.3,55.9,21.4,37.9,Copper,Helium,4.74
WLD_005266,Brass,Aluminum,253.7,Silver-plated,Tin-plated,Resistance Spot Welding,3439.1,,1066.4,0.193,,,32.4,26.9,47.1,Molybdenum,Air,4.67
WLD_005267,Titanium,Copper,198.8,Bare,Electropolished,Cold Welding,745.3,59.0,2818.8,0.777,,349.4,124.9,18.1,44.8,Graphite,None,4.95
WLD_005268,Copper,Nickel,137.2,Oxide-cleaned,Silver-plated,Laser Welding,558.9,,218.7,0.028,17.6,796.6,126.6,34.7,75.0,Tungsten,Argon,1.45
WLD_005269,Copper,Aluminum,78.1,Anodized,Anodized,Ultrasonic Welding,1400.7,28.8,177.9,1.142,,,133.1,23.5,75.1,Copper,Argon,3.91
WLD_005270,Aluminum,Aluminum,492.8,Nickel-plated,Oxide-cleaned,Cold Welding,1637.1,,1250.3,0.846,,,76.0,28.7,75.8,Graphite,None,2.8
WLD_005271,Copper,Nickel,425.4,Passivated,Anodized,Resistance Spot Welding,4908.3,,3656.4,0.422,,,125.4,30.1,41.1,Copper,Air,3.5
WLD_005272,Copper,Steel,360.9,Anodized,Passivated,Resistance Spot Welding,5010.1,,2746.9,0.323,,,83.9,23.8,71.2,Copper,Air,3.4
WLD_005273,Nickel,Copper,137.6,Passivated,Oxide-cleaned,Electron Beam Welding,584.5,,107.6,3.813,,255.4,79.4,20.3,33.2,Molybdenum,Nitrogen,3.4
WLD_005274,Aluminum,Steel,315.9,Passivated,Passivated,Laser Welding,1492.0,,472.3,0.076,166.5,621.0,20.5,24.9,69.3,Molybdenum,None,2.91
WLD_005275,Brass,Aluminum,391.5,Bare,Bare,Resistance Spot Welding,4968.0,,4370.3,0.135,,,126.8,27.0,50.3,Copper,Nitrogen,1.97
WLD_005276,Brass,Aluminum,312.9,Tin-plated,Silver-plated,Ultrasonic Welding,2285.7,37.3,1383.3,1.825,,,79.4,29.4,68.0,Tungsten,Nitrogen,1.01
WLD_005277,Aluminum,Aluminum,384.9,Nickel-plated,Electropolished,Friction Stir Welding,2745.3,45.9,1928.4,4.772,26.0,,144.8,29.9,56.8,Tungsten,Nitrogen,2.22
WLD_005278,Brass,Aluminum,202.5,Nickel-plated,Electropolished,Friction Stir Welding,885.0,36.2,484.2,0.95,171.5,124.1,139.1,21.5,55.9,Graphite,Argon,4.62
WLD_005279,Brass,Aluminum,415.4,Electropolished,Electropolished,Electron Beam Welding,3673.0,,2811.6,4.337,203.5,,98.4,23.7,57.5,Tungsten,Nitrogen,4.65
WLD_005280,Copper,Steel,112.8,Bare,Nickel-plated,Cold Welding,3818.0,,1443.4,3.457,,11.4,134.4,24.5,49.6,Copper,Helium,4.86
WLD_005281,Titanium,Copper,499.9,Silver-plated,Anodized,Laser Welding,1804.2,,106.7,0.032,24.0,915.2,88.4,24.8,34.5,Graphite,Air,1.8
WLD_005282,Aluminum,Aluminum,142.3,Oxide-cleaned,Electropolished,Ultrasonic Welding,900.2,47.3,1512.0,1.033,,,76.2,23.2,76.3,Molybdenum,None,1.82
WLD_005283,Copper,Nickel,464.9,Anodized,Tin-plated,Laser Welding,631.7,,373.9,0.035,49.5,109.3,65.2,22.3,62.2,Molybdenum,Nitrogen,4.77
WLD_005284,Titanium,Copper,52.1,Electropolished,Silver-plated,Resistance Spot Welding,5014.4,,3347.3,0.281,,,148.2,25.9,71.7,Copper,Nitrogen,0.16
WLD_005285,Titanium,Copper,378.3,Bare,Anodized,Cold Welding,1828.8,85.9,2339.8,3.846,,429.1,84.8,34.8,75.0,Copper,Argon,4.9
WLD_005286,Aluminum,Steel,326.4,Silver-plated,Bare,Electron Beam Welding,1951.9,,706.7,1.558,,78.1,109.2,18.6,55.6,Molybdenum,Helium,4.67
WLD_005287,Copper,Nickel,355.8,Bare,Tin-plated,Electron Beam Welding,726.4,76.9,2876.4,1.068,132.1,,63.7,25.7,48.4,Tungsten,Argon,2.81
WLD_005288,Copper,Aluminum,243.7,Electropolished,Passivated,Friction Stir Welding,2690.9,,2605.9,4.874,,126.2,75.9,21.6,43.5,Tungsten,Air,1.92
WLD_005289,Aluminum,Steel,86.5,Oxide-cleaned,Bare,Cold Welding,744.7,57.2,1150.4,3.32,194.2,74.2,112.7,34.3,79.3,Molybdenum,Nitrogen,2.35
WLD_005290,Nickel,Copper,103.2,Anodized,Oxide-cleaned,Friction Stir Welding,602.3,73.5,749.9,3.428,73.3,,60.8,32.2,49.4,Molybdenum,None,0.14
WLD_005291,Copper,Aluminum,56.5,Silver-plated,Tin-plated,Ultrasonic Welding,891.0,31.3,677.7,1.423,,,90.2,19.2,61.1,Molybdenum,None,2.81
WLD_005292,Titanium,Copper,320.2,Bare,Bare,Ultrasonic Welding,2920.6,33.6,102.8,0.278,,,110.6,25.0,45.3,Tungsten,Argon,1.73
WLD_005293,Nickel,Copper,253.7,Bare,Oxide-cleaned,Friction Stir Welding,3940.0,,1084.1,4.501,16.2,245.0,107.5,29.3,37.3,Tungsten,Air,0.68
WLD_005294,Copper,Nickel,174.5,Nickel-plated,Oxide-cleaned,Cold Welding,1457.5,24.7,2886.7,2.33,111.2,,59.5,32.4,44.0,Copper,Nitrogen,4.48
WLD_005295,Copper,Aluminum,226.1,Silver-plated,Anodized,Friction Stir Welding,1951.8,,1648.0,0.652,196.1,0.3,144.8,21.1,36.5,Copper,Nitrogen,3.32
WLD_005296,Nickel,Copper,92.7,Passivated,Bare,Friction Stir Welding,3218.8,83.7,2537.9,1.76,,149.4,65.5,34.9,33.5,Graphite,Helium,3.27
WLD_005297,Aluminum,Aluminum,486.1,Electropolished,Electropolished,Laser Welding,1958.2,,230.9,0.053,76.6,392.8,136.3,22.7,40.5,Molybdenum,Helium,0.48
WLD_005298,Aluminum,Aluminum,334.8,Anodized,Oxide-cleaned,Ultrasonic Welding,1575.0,16.7,830.5,1.823,,,38.0,18.8,68.3,Tungsten,Helium,4.25
WLD_005299,Aluminum,Aluminum,295.9,Silver-plated,Anodized,Laser Welding,1398.5,,409.5,0.081,93.4,904.2,94.7,21.6,70.9,Tungsten,Nitrogen,3.8
WLD_005300,Aluminum,Steel,259.6,Passivated,Oxide-cleaned,Friction Stir Welding,1718.6,,251.0,1.06,74.0,,110.6,30.7,60.1,Tungsten,Argon,2.55
WLD_005301,Brass,Aluminum,360.1,Electropolished,Oxide-cleaned,Resistance Spot Welding,6100.8,,4022.8,0.127,,,69.7,20.5,57.8,Copper,Air,4.96
WLD_005302,Titanium,Copper,298.9,Tin-plated,Oxide-cleaned,Resistance Spot Welding,2988.6,,4308.9,0.299,,,117.0,32.9,39.6,Graphite,None,3.96
WLD_005303,Brass,Aluminum,298.2,Silver-plated,Electropolished,Electron Beam Welding,1935.1,,237.2,0.671,,24.1,147.9,23.4,43.7,Graphite,None,3.05
WLD_005304,Copper,Steel,395.3,Electropolished,Bare,Cold Welding,2725.2,,1340.6,4.752,,,77.4,20.5,38.2,Graphite,Argon,3.38
WLD_005305,Copper,Steel,194.1,Electropolished,Tin-plated,Electron Beam Welding,3749.4,,2193.9,4.253,255.8,,67.2,22.1,69.7,Molybdenum,Helium,0.48
WLD_005306,Titanium,Copper,462.9,Bare,Silver-plated,Laser Welding,890.3,,270.3,0.072,78.2,1.1,85.3,27.1,51.0,Copper,Helium,1.49
WLD_005307,Copper,Aluminum,444.4,Passivated,Oxide-cleaned,Ultrasonic Welding,1361.3,24.8,1200.8,1.41,,,21.6,24.2,73.8,Molybdenum,Helium,0.7
WLD_005308,Copper,Steel,404.8,Bare,Oxide-cleaned,Friction Stir Welding,1510.4,,1096.7,0.242,,423.3,140.9,33.2,66.1,Tungsten,Argon,3.42
WLD_005309,Copper,Nickel,381.9,Bare,Nickel-plated,Resistance Spot Welding,7057.0,,2913.7,0.736,,,24.8,21.4,31.8,Molybdenum,None,2.17
WLD_005310,Titanium,Copper,174.6,Anodized,Bare,Friction Stir Welding,1636.7,83.7,2469.1,3.655,113.2,,104.1,32.1,38.6,Molybdenum,None,2.51
WLD_005311,Nickel,Copper,392.0,Bare,Tin-plated,Laser Welding,1248.4,,157.5,0.047,52.5,562.1,118.4,24.5,51.4,Graphite,None,1.69
WLD_005312,Aluminum,Aluminum,169.5,Electropolished,Passivated,Laser Welding,380.9,,498.1,0.037,163.0,717.6,93.3,29.3,52.5,Graphite,Air,3.7
WLD_005313,Aluminum,Aluminum,124.0,Tin-plated,Nickel-plated,Friction Stir Welding,2818.8,23.0,2571.3,4.487,,,72.1,19.0,39.3,Copper,Air,2.89
WLD_005314,Copper,Steel,418.4,Electropolished,Electropolished,Laser Welding,1508.5,,450.7,0.095,106.5,434.2,85.5,18.3,66.6,Tungsten,None,4.55
WLD_005315,Copper,Nickel,392.5,Tin-plated,Silver-plated,Ultrasonic Welding,1607.2,42.0,1040.0,0.198,,,99.0,25.8,51.4,Graphite,Nitrogen,1.19
WLD_005316,Aluminum,Steel,245.6,Bare,Electropolished,Resistance Spot Welding,3406.7,,1436.1,0.187,,,127.6,24.2,40.5,Copper,Air,3.88
WLD_005317,Copper,Steel,93.7,Electropolished,Tin-plated,Laser Welding,411.2,,128.8,0.089,77.3,187.7,124.2,23.9,45.1,Molybdenum,Helium,1.98
WLD_005318,Copper,Nickel,67.0,Passivated,Electropolished,Ultrasonic Welding,1110.9,15.4,400.1,1.054,,,142.2,29.2,64.9,Copper,Air,0.71
WLD_005319,Titanium,Copper,255.9,Passivated,Nickel-plated,Ultrasonic Welding,676.3,39.9,935.5,1.458,,,135.7,21.9,47.0,Molybdenum,Argon,4.99
WLD_005320,Copper,Aluminum,174.7,Silver-plated,Electropolished,Electron Beam Welding,3989.6,97.3,2186.3,3.783,,,31.2,24.8,51.9,Tungsten,Air,0.31
WLD_005321,Titanium,Copper,191.1,Electropolished,Oxide-cleaned,Cold Welding,593.1,,1462.8,1.132,41.7,,110.8,27.8,71.7,Molybdenum,Argon,2.03
WLD_005322,Copper,Steel,485.8,Bare,Silver-plated,Resistance Spot Welding,6439.3,,4492.2,0.542,,,64.9,19.7,80.0,Tungsten,Nitrogen,2.21
WLD_005323,Copper,Aluminum,138.6,Silver-plated,Tin-plated,Electron Beam Welding,3235.0,,2923.7,3.372,,,97.2,26.9,78.8,Tungsten,None,4.7
WLD_005324,Brass,Aluminum,190.8,Electropolished,Bare,Cold Welding,207.8,,2779.3,1.872,,223.9,131.6,29.2,34.1,Tungsten,Air,0.6
WLD_005325,Copper,Nickel,332.0,Bare,Passivated,Electron Beam Welding,375.0,,1803.4,2.644,265.5,155.1,146.0,28.7,76.0,Copper,Argon,2.72
WLD_005326,Copper,Nickel,267.5,Passivated,Bare,Laser Welding,724.7,,8.9,0.098,163.2,928.9,25.7,30.7,55.0,Graphite,Argon,3.27
WLD_005327,Aluminum,Aluminum,474.7,Silver-plated,Bare,Electron Beam Welding,3799.1,36.9,401.8,4.821,,151.8,131.8,33.5,57.7,Molybdenum,Air,4.26
WLD_005328,Brass,Aluminum,176.2,Passivated,Bare,Ultrasonic Welding,795.9,39.1,930.1,1.075,,,95.3,19.6,43.8,Graphite,Argon,2.21
WLD_005329,Brass,Aluminum,406.7,Anodized,Passivated,Ultrasonic Welding,1201.4,38.6,143.2,1.277,,,132.9,22.9,32.2,Molybdenum,Helium,4.99
WLD_005330,Nickel,Copper,82.0,Silver-plated,Bare,Friction Stir Welding,2735.6,17.2,460.4,2.986,168.1,287.8,33.6,19.2,77.3,Molybdenum,None,4.9
WLD_005331,Copper,Nickel,201.0,Tin-plated,Silver-plated,Cold Welding,3221.3,70.9,1040.8,2.497,237.4,,99.8,31.3,78.4,Tungsten,Nitrogen,1.2
WLD_005332,Titanium,Copper,450.6,Passivated,Electropolished,Laser Welding,246.9,,369.1,0.084,49.1,68.4,122.8,31.7,62.0,Tungsten,Air,2.2
WLD_005333,Brass,Aluminum,281.1,Tin-plated,Anodized,Resistance Spot Welding,5703.0,,3156.8,0.665,,,136.8,20.1,71.0,Molybdenum,Helium,0.89
WLD_005334,Copper,Aluminum,374.0,Passivated,Nickel-plated,Friction Stir Welding,2397.5,48.6,2099.0,2.591,271.5,288.7,40.3,28.6,77.9,Molybdenum,None,0.37
WLD_005335,Titanium,Copper,351.9,Oxide-cleaned,Electropolished,Electron Beam Welding,618.4,12.3,214.7,1.66,,,114.4,21.1,71.7,Molybdenum,Argon,2.45
WLD_005336,Titanium,Copper,50.1,Bare,Anodized,Electron Beam Welding,3411.3,,1398.7,2.583,27.4,215.3,64.2,33.8,47.4,Tungsten,Argon,2.33
WLD_005337,Titanium,Copper,260.0,Bare,Oxide-cleaned,Cold Welding,2560.7,,2169.9,2.356,,382.7,101.6,21.5,56.1,Copper,Helium,1.98
WLD_005338,Titanium,Copper,180.9,Passivated,Anodized,Electron Beam Welding,484.5,84.9,782.8,3.505,,,143.8,25.0,56.9,Molybdenum,None,2.0
WLD_005339,Copper,Steel,219.8,Electropolished,Nickel-plated,Laser Welding,907.5,,495.4,0.01,66.0,292.7,146.7,27.6,50.4,Tungsten,Helium,0.16
WLD_005340,Copper,Aluminum,88.6,Passivated,Bare,Laser Welding,1532.4,,430.3,0.012,25.7,787.9,76.6,34.0,77.4,Copper,Nitrogen,3.94
WLD_005341,Nickel,Copper,231.5,Oxide-cleaned,Oxide-cleaned,Friction Stir Welding,3288.6,55.3,1951.8,1.833,,333.9,97.2,22.9,32.5,Copper,Air,2.37
WLD_005342,Aluminum,Steel,61.3,Anodized,Passivated,Laser Welding,1826.0,,265.8,0.049,74.1,135.1,21.2,19.1,63.8,Tungsten,Argon,1.34
