sample_id,anode_material,cathode_material,tab_thickness_um,anode_surface_finish,cathode_surface_finish,welding_technique,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temperature_C,ambient_temperature_C,ambient_humidity_percent,electrode_material,shielding_gas,surface_roughness_um,weld_width_mm,weld_depth_mm,nugget_diameter_mm,tensile_strength_MPa,shear_strength_MPa,peel_strength_N_mm,contact_resistance_mohm,electrical_conductivity_MS_m,grain_size_um,porosity_percent,intermetallic_thickness_um,thermal_conductivity_W_mK,heat_affected_zone_mm,weld_quality_score,surface_roughness_post_weld_um,hardness_HV,crack_density_per_mm2,void_fraction_percent,oxidation_level,weld_penetration_percent,fusion_zone_area_mm2,min_cycle_temperature_C,max_cycle_temperature_C,total_cycles_tested,initial_contact_resistance_mohm,final_contact_resistance_mohm,resistance_drift_percent,tensile_strength_retention_percent,shear_strength_retention_percent,fatigue_life_cycles,crack_growth_rate_mm_cycle,thermal_expansion_mismatch_ppm_K,stress_concentration_factor,primary_failure_mode,time_to_failure_hours,cycle_life_score,reliability_score,temperature_stability_index,corrosion_resistance_score,dimensional_stability_um,interface_adhesion_strength_MPa,oxidation_resistance_score,creep_resistance_score
WLD_003681,Copper,Aluminum,104.4,Silver-plated,Bare,Laser Welding,1028.9,,366.0,0.006,193.0,800.2,90.6,32.2,68.9,Tungsten,Air,2.26,0.691,0.104,2.921,50.0,39.0,18.7,3.4404,44.68,11.4,1.42,1.67,44.9,0.534,0.59,2.51,95.7,0.217,1.61,Low,84.9,0.057,-25.8,110.6,9327,3.4404,4.3735,27.12,76.4,72.6,3371,1.49e-06,5.16,2.12,Fatigue Cracking,2861.4,1.0,0.411,0.636,0.935,1.31,171.5,0.85,0.775
WLD_003682,Nickel,Copper,325.5,Bare,Silver-plated,Resistance Spot Welding,3289.7,,4178.3,0.222,,,134.6,34.5,78.7,Molybdenum,None,4.31,1.588,0.326,5.06,58.9,46.8,348.7,1.5747,32.19,15.2,0.34,2.67,26.5,1.231,0.68,4.13,179.8,0.01,0.504,Low,86.6,0.406,-35.6,138.7,9166,1.5747,2.2535,43.11,70.1,66.6,2620,1.39e-06,3.29,2.17,Thermal Degradation,2448.6,1.0,0.169,0.851,0.731,4.57,164.8,0.55,0.737
WLD_003683,Nickel,Copper,137.7,Nickel-plated,Passivated,Electron Beam Welding,1450.1,,227.7,4.786,229.0,,101.2,29.2,39.0,Tungsten,Helium,4.27,1.058,0.138,2.673,215.6,155.2,-2.8,6.7129,38.11,35.2,1.91,11.18,30.7,1.147,0.42,7.95,285.0,0.081,2.142,Medium,90.9,0.114,-25.4,147.9,2740,6.7129,8.1722,21.74,79.9,75.9,7240,2.68e-06,-0.23,2.51,Intermetallic Embrittlement,399.0,0.378,0.332,0.686,0.918,3.38,107.4,0.63,0.603
WLD_003684,Copper,Aluminum,467.1,Passivated,Anodized,Ultrasonic Welding,2771.6,28.2,248.4,1.046,,,88.1,30.2,71.1,Molybdenum,Helium,3.56,0.884,0.467,2.529,166.8,96.0,19.8,15.0024,45.69,20.6,2.12,4.57,43.7,1.143,0.42,6.31,131.8,0.192,1.923,High,72.3,0.324,-25.1,116.2,9289,15.0024,21.1713,41.12,72.0,68.4,12909,2.13e-06,7.91,1.87,Fatigue Cracking,3624.3,0.72,0.249,0.809,0.926,1.32,188.0,0.877,0.94
WLD_003685,Aluminum,Steel,79.8,Silver-plated,Nickel-plated,Electron Beam Welding,494.0,49.0,1781.7,2.905,275.2,191.7,38.9,25.5,59.6,Tungsten,Helium,3.79,0.801,0.08,3.203,64.4,45.8,30.1,2.1834,18.64,26.9,0.14,6.81,20.0,0.695,0.57,6.06,121.6,0.148,0.169,Medium,93.3,0.05,-20.2,121.4,9235,2.1834,2.7401,25.5,71.5,67.9,5998,1.77e-06,11.96,2.4,Thermal Degradation,2226.0,1.0,0.353,0.947,0.769,1.64,169.7,0.667,0.696
WLD_003686,Copper,Nickel,342.9,Bare,Electropolished,Ultrasonic Welding,1258.2,10.5,150.1,0.189,,,36.7,34.7,58.5,Molybdenum,None,2.23,0.674,0.343,2.133,50.0,35.8,18.1,18.0625,34.19,12.6,3.5,2.48,28.2,0.714,0.3,7.81,108.2,0.373,3.393,Medium,86.7,0.181,-38.1,119.5,5622,18.0625,23.9666,32.69,77.1,73.3,671,1.11e-06,0.74,1.93,Thermal Degradation,878.8,1.0,0.309,0.676,0.744,2.12,187.7,0.596,0.681
WLD_003687,Copper,Aluminum,410.6,Tin-plated,Nickel-plated,Electron Beam Welding,2400.6,,1057.4,1.595,19.0,,71.3,31.4,60.9,Copper,Helium,3.76,1.268,0.411,3.964,140.6,111.3,91.4,1.4251,43.89,22.7,0.32,5.66,37.0,1.026,0.67,5.08,82.8,0.201,-0.233,High,88.6,0.409,-30.3,86.6,5514,1.4251,1.7951,25.97,88.2,83.8,25717,6.3e-07,7.98,1.83,Fatigue Cracking,5452.3,0.214,0.481,0.797,0.829,1.28,64.1,0.53,0.718
WLD_003688,Titanium,Copper,460.3,Silver-plated,Oxide-cleaned,Resistance Spot Welding,7261.4,,3402.1,0.454,,,98.8,18.5,38.9,Copper,Air,0.63,2.697,0.46,5.916,166.7,131.6,390.5,0.1461,28.24,26.1,0.11,5.62,28.9,2.417,0.74,6.67,260.4,0.0,0.208,Medium,61.5,0.974,-25.0,142.7,9717,0.1461,0.1817,24.38,75.2,71.4,9259,6.2e-07,5.48,2.11,Fatigue Cracking,1051.8,1.0,0.432,0.716,0.783,1.39,57.4,0.566,0.818
WLD_003689,Brass,Aluminum,478.8,Oxide-cleaned,Passivated,Ultrasonic Welding,1962.6,49.9,1046.5,1.538,,,58.0,22.2,78.1,Graphite,Air,4.92,0.79,0.479,1.461,160.0,106.4,118.1,6.9819,30.29,23.7,0.62,5.43,32.7,0.95,0.54,6.93,234.1,0.0,0.95,Low,65.3,0.297,-20.1,117.8,495,6.9819,7.9003,13.15,87.0,82.6,13514,1.19e-06,2.66,1.85,Intermetallic Embrittlement,495.0,0.037,0.453,0.684,0.926,2.03,86.9,0.508,0.883
WLD_003690,Titanium,Copper,110.9,Anodized,Passivated,Friction Stir Welding,495.0,,2875.0,1.884,,250.3,28.1,28.8,52.6,Tungsten,Helium,0.71,0.645,0.111,1.481,76.0,65.7,87.7,0.437,30.6,19.0,0.31,4.69,31.2,0.529,0.67,4.36,96.3,0.288,0.511,High,95.1,0.056,-36.3,87.5,5914,0.437,0.5444,24.58,85.2,80.9,7635,1.77e-06,8.44,2.2,Thermal Degradation,5914.0,0.775,0.43,0.762,0.781,0.41,86.2,0.818,0.655
WLD_003691,Nickel,Copper,82.3,Anodized,Bare,Ultrasonic Welding,2481.5,19.7,668.5,0.754,,,119.3,22.8,43.3,Copper,Argon,2.37,0.838,0.082,3.184,196.1,179.6,36.2,5.8429,31.44,17.2,1.01,4.03,32.0,0.966,0.62,1.82,146.4,0.157,1.14,Low,73.7,0.054,-29.0,80.8,7646,5.8429,7.7966,33.44,80.7,76.7,27184,2.39e-06,5.62,2.73,Thermal Degradation,7646.0,0.281,0.319,0.9,0.833,0.73,165.5,0.865,0.78
WLD_003692,Nickel,Copper,311.5,Passivated,Bare,Electron Beam Welding,2255.7,,1270.2,0.977,101.6,474.3,142.3,34.7,56.2,Copper,Argon,0.87,1.252,0.311,1.69,276.7,196.7,109.1,1.2356,34.72,16.5,0.29,3.92,27.1,1.001,0.84,4.98,232.8,0.054,0.18,Low,70.7,0.306,-20.1,96.3,1237,1.2356,1.3676,10.68,89.9,85.4,42444,2.14e-06,3.83,1.81,Intermetallic Embrittlement,1237.0,0.029,0.493,0.668,0.896,4.22,97.5,0.518,0.665
WLD_003693,Nickel,Copper,260.9,Electropolished,Electropolished,Resistance Spot Welding,7305.6,,650.4,0.668,,,65.6,27.6,35.4,Copper,None,0.59,2.618,0.261,4.756,173.2,131.3,41.2,1.508,31.97,30.6,0.93,6.08,34.6,2.465,0.66,7.05,235.4,0.216,1.052,Low,68.9,0.536,-37.6,105.1,8150,1.508,1.9113,26.74,80.1,76.1,7842,1.22e-06,0.99,2.71,Fatigue Cracking,4333.7,1.0,0.433,0.841,0.817,0.18,137.3,0.834,0.704
WLD_003694,Titanium,Copper,131.7,Anodized,Anodized,Electron Beam Welding,2475.0,,2566.6,0.905,17.6,,82.2,20.9,31.4,Molybdenum,Helium,1.91,1.256,0.132,2.613,293.8,195.8,83.5,1.5654,30.49,20.4,0.22,4.16,27.8,1.017,0.84,2.37,229.0,0.134,0.44,Medium,80.4,0.13,-28.9,137.2,6966,1.5654,2.1064,34.56,82.6,78.5,27862,9.9e-07,11.27,1.81,Fatigue Cracking,6966.0,0.25,0.368,0.725,0.898,2.45,109.3,0.692,0.754
WLD_003695,Titanium,Copper,428.3,Silver-plated,Electropolished,Ultrasonic Welding,2273.6,36.9,1258.9,0.667,,,54.2,23.3,46.8,Graphite,Helium,2.89,0.926,0.428,3.97,247.8,141.7,132.4,1.742,27.42,17.5,0.67,4.01,33.4,1.008,0.78,6.35,123.8,0.161,0.587,Low,94.1,0.311,-29.6,116.9,8785,1.742,2.2418,28.69,78.9,74.9,24959,1.62e-06,5.58,2.0,Fatigue Cracking,8785.0,0.352,0.407,0.967,0.903,2.76,56.7,0.538,0.901
WLD_003696,Aluminum,Aluminum,320.9,Passivated,Tin-plated,Resistance Spot Welding,7385.4,,1720.2,0.151,,,50.9,18.8,59.3,Tungsten,Helium,3.23,2.751,0.321,5.009,50.0,38.0,122.9,1.7235,32.25,25.6,0.45,0.17,38.5,2.388,0.72,6.51,208.4,0.0,0.131,Low,64.4,0.693,-26.0,114.1,1913,1.7235,2.0794,20.65,89.0,84.6,5318,1.17e-06,1.71,2.37,Intermetallic Embrittlement,1913.0,0.36,0.389,0.724,0.718,4.47,189.9,0.864,0.734
WLD_003697,Brass,Aluminum,354.7,Tin-plated,Silver-plated,Resistance Spot Welding,7193.9,,1162.7,0.263,,,134.0,31.5,60.4,Copper,Air,1.81,2.639,0.355,4.735,50.0,36.5,101.3,1.1877,29.84,28.0,0.32,5.32,25.5,2.355,0.61,1.28,190.6,0.0,0.202,Medium,93.6,0.735,-37.7,86.7,9863,1.1877,1.4506,22.14,69.5,66.0,4418,8.7e-07,3.13,2.27,Fatigue Cracking,4551.7,1.0,0.426,0.933,0.913,0.33,183.2,0.765,0.691
WLD_003698,Copper,Steel,138.4,Bare,Nickel-plated,Laser Welding,1729.2,,218.6,0.035,97.9,638.0,76.1,25.3,51.1,Graphite,Argon,3.96,0.849,0.138,3.159,50.0,30.5,13.0,36.1678,34.8,12.5,2.26,1.67,17.3,0.741,0.39,3.07,268.5,0.396,2.219,Low,65.0,0.092,-37.1,117.4,4578,36.1678,50.1463,38.65,74.9,71.1,2235,1.8e-06,7.6,2.65,Interface Delamination,1171.7,1.0,0.188,0.743,0.803,4.56,199.5,0.649,0.872
WLD_003699,Nickel,Copper,389.2,Passivated,Anodized,Laser Welding,898.9,,350.9,0.076,197.0,378.8,72.3,31.9,57.1,Graphite,Nitrogen,4.7,0.692,0.389,1.083,50.0,31.9,42.2,15.4268,35.15,12.8,1.16,1.84,31.4,0.566,0.44,3.72,142.8,0.256,1.459,Medium,93.5,0.211,-23.5,130.5,1784,15.4268,18.7156,21.32,87.7,83.3,2922,1.73e-06,2.78,1.95,Interface Delamination,1444.2,0.61,0.425,0.613,0.773,2.68,99.3,0.792,0.634
WLD_003700,Titanium,Copper,259.0,Oxide-cleaned,Passivated,Resistance Spot Welding,5132.9,,4030.8,0.332,,,116.6,26.9,63.6,Graphite,Helium,4.38,1.933,0.259,5.355,103.8,84.5,271.8,1.6582,27.75,24.1,0.32,4.23,21.4,1.782,0.67,2.23,106.9,0.177,0.588,Medium,67.3,0.393,-29.5,113.1,1881,1.6582,1.9089,15.12,92.6,88.0,8838,1.04e-06,7.97,2.18,Interface Delamination,1881.0,0.213,0.512,0.913,0.758,1.43,161.1,0.527,0.662
WLD_003701,Copper,Nickel,316.6,Nickel-plated,Passivated,Resistance Spot Welding,7442.3,,2786.1,0.75,,,79.4,20.1,40.9,Copper,Nitrogen,0.2,2.68,0.317,5.577,244.1,138.8,219.1,0.045,33.2,26.0,0.0,5.84,21.3,2.515,0.81,3.7,116.8,0.017,0.116,High,91.1,0.666,-38.1,85.5,7581,0.045,0.0508,12.86,72.5,68.9,26996,1.32e-06,1.72,2.38,Fatigue Cracking,7581.0,0.281,0.534,0.63,0.757,3.23,173.8,0.542,0.939
WLD_003702,Aluminum,Steel,246.6,Nickel-plated,Bare,Ultrasonic Welding,2957.2,29.8,954.4,0.761,,,102.9,23.8,60.4,Graphite,Helium,2.62,0.959,0.247,1.503,203.6,148.9,55.0,3.3251,18.38,18.0,0.58,3.55,16.2,1.165,0.72,6.31,173.9,0.134,0.629,Medium,61.3,0.186,-34.3,80.9,1661,3.3251,3.7499,12.77,97.5,92.6,25305,1.7e-06,9.48,1.97,Intermetallic Embrittlement,1661.0,0.066,0.51,0.739,0.916,3.3,64.6,0.84,0.843
WLD_003703,Copper,Steel,373.3,Passivated,Silver-plated,Electron Beam Welding,1356.5,47.8,2344.1,4.439,,,76.2,29.7,32.6,Tungsten,Air,2.76,0.941,0.373,3.899,185.8,147.5,218.6,2.2116,29.76,33.7,0.32,10.47,24.3,1.056,0.58,5.38,237.3,0.017,0.601,Low,71.4,0.276,-37.8,136.2,6198,2.2116,2.6426,19.49,74.8,71.0,5564,1.31e-06,7.06,2.23,Fatigue Cracking,4652.9,1.0,0.479,0.825,0.719,2.57,121.6,0.634,0.724
WLD_003704,Titanium,Copper,83.1,Oxide-cleaned,Electropolished,Resistance Spot Welding,5072.2,,1382.1,0.117,,,61.2,24.9,33.1,Copper,None,2.08,2.033,0.083,4.193,50.0,32.5,2.4,2.1291,27.77,19.4,0.36,3.77,33.3,1.659,0.63,0.98,258.8,0.06,0.087,Low,79.5,0.133,-38.3,123.8,6767,2.1291,2.7603,29.65,79.7,75.7,3471,2.32e-06,9.29,4.22,Thermal Degradation,1694.1,1.0,0.352,0.824,0.718,0.35,82.6,0.885,0.842
WLD_003705,Titanium,Copper,149.6,Passivated,Passivated,Resistance Spot Welding,4034.0,,4520.6,0.168,,,73.4,26.4,68.8,Tungsten,Air,4.52,1.668,0.15,5.596,64.8,34.0,172.4,2.2826,27.95,18.0,0.35,3.05,22.6,1.356,0.65,4.49,82.6,0.041,0.444,Low,81.0,0.196,-27.7,80.8,7576,2.2826,2.9935,31.14,73.9,70.2,5712,1.8e-06,9.29,2.83,Thermal Degradation,4234.1,1.0,0.308,0.613,0.928,1.42,104.4,0.52,0.672
WLD_003706,Brass,Aluminum,102.3,Bare,Bare,Ultrasonic Welding,2640.7,26.8,774.9,1.425,,,86.7,19.0,46.9,Copper,Air,3.88,0.77,0.102,1.446,146.3,83.8,20.9,7.1672,30.47,24.7,0.62,5.15,26.4,1.122,0.53,4.9,294.8,0.008,0.972,Low,66.5,0.062,-24.4,96.4,885,7.1672,7.9643,11.12,86.7,82.4,12660,1.69e-06,0.78,2.01,Intermetallic Embrittlement,885.0,0.07,0.472,0.6,0.907,3.38,98.8,0.816,0.717
WLD_003707,Nickel,Copper,448.9,Bare,Bare,Laser Welding,164.9,,145.4,0.045,149.8,45.1,121.6,30.9,40.1,Molybdenum,Air,1.76,0.534,0.358,2.098,50.0,35.6,26.4,14.6779,34.14,7.6,3.22,0.85,22.8,0.157,0.36,1.98,244.6,0.308,3.704,Medium,67.4,0.15,-29.7,149.1,989,14.6779,20.077,36.78,91.1,86.5,734,2.81e-06,6.11,2.09,Interface Delamination,430.4,1.0,0.288,0.813,0.876,0.19,167.3,0.873,0.765
WLD_003708,Brass,Aluminum,224.8,Anodized,Silver-plated,Electron Beam Welding,434.6,,338.2,2.127,,,141.2,22.0,69.8,Tungsten,Nitrogen,3.38,0.746,0.225,2.085,50.0,38.3,22.1,13.1339,29.7,21.9,1.53,5.4,24.4,0.511,0.33,3.5,135.4,0.296,1.459,Low,60.8,0.132,-36.0,85.2,9629,13.1339,17.5862,33.9,80.2,76.2,5984,2.05e-06,3.68,2.01,Fatigue Cracking,1958.5,1.0,0.362,0.699,0.871,1.58,88.9,0.551,0.856
WLD_003709,Aluminum,Steel,473.9,Anodized,Electropolished,Laser Welding,1842.0,,307.4,0.031,139.2,431.5,146.5,31.9,70.6,Molybdenum,Argon,0.14,0.795,0.474,1.72,50.0,38.9,38.9,1.0583,22.25,11.4,2.02,1.98,23.9,0.764,0.61,6.59,205.8,0.25,1.857,Low,79.1,0.296,-21.6,141.4,3637,1.0583,1.368,29.26,86.5,82.1,3154,1.39e-06,15.43,1.82,Oxidation,1144.3,1.0,0.49,0.938,0.882,3.68,92.3,0.885,0.903
WLD_003710,Aluminum,Steel,234.7,Bare,Silver-plated,Laser Welding,1693.5,,109.4,0.084,54.9,770.9,90.5,32.2,63.5,Tungsten,Nitrogen,0.52,0.724,0.235,2.669,50.0,31.0,19.6,9.7768,21.11,13.1,4.87,2.24,21.7,0.689,0.25,1.08,298.8,0.351,4.421,Low,74.1,0.133,-27.8,116.7,2718,9.7768,12.6151,29.03,77.4,73.5,2346,3.83e-06,17.67,2.73,Interface Delamination,701.4,1.0,0.297,0.8,0.822,2.79,160.5,0.704,0.733
WLD_003711,Aluminum,Steel,459.4,Silver-plated,Passivated,Ultrasonic Welding,1334.4,37.2,863.7,0.507,,,41.0,30.0,39.6,Copper,Air,4.05,0.719,0.459,2.276,89.9,61.6,97.4,4.3026,22.52,17.8,0.34,3.0,27.5,0.658,0.63,3.47,273.4,0.0,0.596,Low,73.1,0.259,-22.7,93.8,3920,4.3026,5.2385,21.75,86.7,82.4,8430,2.37e-06,14.49,1.65,Intermetallic Embrittlement,3920.0,0.465,0.366,0.674,0.771,3.54,198.3,0.596,0.746
WLD_003712,Nickel,Copper,298.6,Tin-plated,Silver-plated,Friction Stir Welding,1117.9,13.6,1191.4,1.16,,350.0,41.9,21.7,77.5,Molybdenum,Helium,0.86,0.825,0.299,2.442,143.6,108.3,83.0,0.4302,32.78,17.1,0.37,4.1,20.7,0.613,0.74,6.74,140.8,0.0,0.627,Medium,78.6,0.193,-22.8,148.9,8373,0.4302,0.5363,24.65,85.8,81.5,10811,1.51e-06,2.84,1.74,Thermal Degradation,2283.7,0.774,0.433,0.908,0.855,3.46,114.5,0.501,0.933
WLD_003713,Copper,Steel,76.2,Nickel-plated,Passivated,Cold Welding,1138.2,,757.7,1.258,284.7,78.8,28.5,21.0,42.0,Graphite,Nitrogen,2.25,0.852,0.076,1.65,213.0,130.5,23.1,2.8516,29.87,17.4,0.44,3.76,26.6,0.575,0.74,6.96,247.0,0.083,0.463,Low,70.2,0.051,-27.1,94.9,6297,2.8516,3.2681,14.61,91.4,86.8,37233,1.37e-06,8.8,2.62,Fatigue Cracking,6297.0,0.169,0.611,0.751,0.941,2.37,76.5,0.715,0.704
WLD_003714,Copper,Nickel,157.0,Passivated,Oxide-cleaned,Friction Stir Welding,2286.2,,105.1,2.447,,189.4,139.7,19.3,64.3,Graphite,Helium,0.93,1.184,0.157,1.897,265.0,148.9,0.1,11.4909,32.55,26.5,4.96,6.99,21.7,1.116,0.3,5.62,94.0,0.423,4.894,Low,79.2,0.146,-29.6,86.0,2284,11.4909,13.8783,20.78,83.2,79.0,14034,3.68e-06,5.19,2.56,Intermetallic Embrittlement,2284.0,0.163,0.358,0.657,0.936,1.22,117.7,0.69,0.827
WLD_003715,Aluminum,Steel,177.7,Oxide-cleaned,Passivated,Laser Welding,1026.4,,103.5,0.051,114.1,996.9,127.1,34.8,73.1,Tungsten,Argon,2.97,0.625,0.178,1.707,50.0,32.3,18.2,69.8872,19.91,8.8,5.01,1.27,19.5,0.55,0.26,3.59,136.5,0.541,4.891,Low,70.6,0.087,-24.1,81.4,1465,69.8872,83.217,19.07,89.8,85.4,2679,3.07e-06,13.9,2.1,Interface Delamination,796.2,0.547,0.459,0.701,0.919,3.74,104.5,0.733,0.748
WLD_003716,Aluminum,Aluminum,187.3,Tin-plated,Tin-plated,Ultrasonic Welding,1956.5,19.5,1587.4,0.337,,,85.3,18.9,63.1,Tungsten,Helium,3.62,0.802,0.187,3.103,50.0,30.7,73.0,0.956,33.11,14.9,0.15,0.46,28.5,0.726,0.75,4.06,246.5,0.0,0.579,Low,76.0,0.118,-38.0,88.1,4125,0.956,1.1593,21.27,97.8,92.9,5496,7.3e-07,0.17,2.26,Fatigue Cracking,2366.7,0.75,0.576,0.926,0.918,2.74,181.4,0.513,0.902
WLD_003717,Nickel,Copper,443.5,Anodized,Electropolished,Resistance Spot Welding,2050.0,,3311.4,0.722,,,84.8,33.1,58.9,Graphite,Nitrogen,4.54,1.142,0.444,4.246,195.2,104.8,363.8,1.9533,34.49,17.8,0.18,3.46,30.0,0.978,0.77,2.74,286.0,0.061,0.662,Low,62.7,0.398,-23.7,112.4,7451,1.9533,2.7541,41.0,75.5,71.7,24945,1.23e-06,2.57,1.76,Thermal Degradation,7451.0,0.299,0.217,0.678,0.896,1.05,152.2,0.69,0.789
WLD_003718,Copper,Nickel,293.8,Anodized,Bare,Cold Welding,870.4,,1458.7,1.317,,,92.2,25.4,51.4,Molybdenum,Argon,4.94,0.776,0.294,2.591,118.1,66.5,99.1,4.7501,33.72,18.2,0.54,4.3,28.6,0.609,0.6,5.53,192.5,0.178,0.83,Low,72.6,0.179,-39.9,137.8,8496,4.7501,6.5558,38.01,71.8,68.2,4924,1.26e-06,6.76,1.88,Fatigue Cracking,1244.1,1.0,0.279,0.62,0.878,4.19,66.9,0.543,0.929
WLD_003719,Aluminum,Steel,164.3,Bare,Oxide-cleaned,Ultrasonic Welding,1314.6,46.7,1510.5,1.207,,,63.7,22.3,42.9,Graphite,None,4.39,0.866,0.164,2.234,156.4,101.0,47.6,5.6893,22.62,21.6,0.22,4.58,20.1,0.772,0.61,1.14,236.3,0.0,0.124,Low,85.9,0.112,-22.3,81.9,5106,5.6893,6.3911,12.34,78.3,74.4,30448,1.5e-06,13.65,2.07,Thermal Degradation,5106.0,0.168,0.518,0.97,0.717,2.87,102.2,0.521,0.605
WLD_003720,Aluminum,Aluminum,366.4,Anodized,Electropolished,Ultrasonic Welding,1087.3,29.2,1420.0,1.231,,,86.8,30.8,51.4,Tungsten,Helium,3.64,0.699,0.366,2.89,50.0,37.1,149.1,3.339,34.84,18.7,0.4,0.31,32.4,0.545,0.68,2.06,265.5,0.018,0.458,Medium,94.3,0.201,-25.2,149.2,614,3.339,3.6787,10.17,94.0,89.3,1546,1.51e-06,-0.09,1.9,Intermetallic Embrittlement,614.0,0.397,0.518,0.685,0.807,2.53,174.8,0.843,0.773
WLD_003721,Copper,Aluminum,90.6,Anodized,Oxide-cleaned,Laser Welding,1271.8,,252.2,0.055,180.2,301.6,21.7,21.1,64.8,Molybdenum,Argon,3.75,0.754,0.091,3.197,50.0,36.5,35.7,10.2932,48.91,10.7,1.85,1.75,38.7,0.591,0.41,7.38,258.8,0.227,1.919,Low,89.0,0.054,-35.4,145.6,3145,10.2932,13.6492,32.6,84.5,80.3,1294,2.87e-06,6.62,2.65,Interface Delamination,358.3,1.0,0.296,0.81,0.825,1.41,146.4,0.835,0.833
WLD_003722,Copper,Aluminum,141.7,Nickel-plated,Tin-plated,Friction Stir Welding,1268.9,,77.4,3.01,,,101.4,27.8,30.7,Molybdenum,Helium,3.96,0.925,0.142,2.149,127.1,67.3,-27.5,32.47,51.83,26.1,6.59,8.41,40.9,0.917,0.15,3.25,158.8,0.848,6.651,Medium,87.3,0.103,-33.8,127.3,5774,32.47,45.3125,39.55,78.1,74.2,2717,5.39e-06,6.57,2.68,Fatigue Cracking,1435.7,1.0,0.295,0.809,0.894,0.25,90.8,0.531,0.709
WLD_003723,Titanium,Copper,454.1,Nickel-plated,Electropolished,Laser Welding,651.1,,443.6,0.019,121.2,110.3,72.3,28.3,74.1,Molybdenum,Nitrogen,1.21,0.559,0.454,1.646,50.0,35.7,26.9,2.0251,29.24,12.4,1.37,1.26,26.3,0.405,0.64,2.09,98.3,0.193,1.372,Low,65.0,0.199,-26.2,146.3,5873,2.0251,2.4559,21.27,86.2,81.9,3376,1.67e-06,6.45,1.98,Fatigue Cracking,790.7,1.0,0.518,0.87,0.944,0.1,146.0,0.668,0.938
WLD_003724,Nickel,Copper,68.8,Nickel-plated,Passivated,Ultrasonic Welding,538.9,10.6,197.3,1.832,,,66.6,25.1,44.9,Tungsten,Air,0.63,0.599,0.069,1.315,84.3,57.5,-15.8,2.7389,36.92,21.8,2.54,4.82,29.5,0.553,0.5,2.62,252.8,0.097,2.449,Low,65.0,0.032,-22.0,140.2,7794,2.7389,2.7646,0.94,71.1,67.5,4136,1.95e-06,3.29,2.66,Fatigue Cracking,3098.4,1.0,0.646,0.933,0.846,1.9,106.4,0.743,0.889
WLD_003725,Titanium,Copper,373.7,Bare,Bare,Laser Welding,981.1,,251.7,0.093,105.3,502.5,67.2,24.7,65.5,Graphite,Air,2.81,0.686,0.374,3.565,50.0,34.3,27.6,19.5744,29.33,14.1,1.62,1.7,27.6,0.552,0.42,6.74,227.0,0.112,1.668,Medium,61.7,0.201,-26.6,140.5,7125,19.5744,24.1913,23.59,75.5,71.7,1960,3.64e-06,7.19,2.05,Fatigue Cracking,659.6,1.0,0.442,0.828,0.781,1.24,83.4,0.68,0.727
WLD_003726,Copper,Steel,422.2,Silver-plated,Oxide-cleaned,Ultrasonic Welding,1925.8,47.5,1417.1,0.686,,,145.2,34.7,47.1,Copper,None,5.0,0.89,0.422,1.297,215.4,168.9,151.1,2.7977,27.96,17.1,0.33,2.66,29.3,0.819,0.78,4.39,260.4,0.0,0.297,Low,96.0,0.295,-34.4,100.2,7040,2.7977,3.5166,25.7,77.6,73.7,32063,1.08e-06,5.0,1.54,Fatigue Cracking,7040.0,0.22,0.431,0.613,0.86,3.06,171.6,0.733,0.619
WLD_003727,Copper,Steel,442.9,Anodized,Oxide-cleaned,Resistance Spot Welding,5757.0,,3999.2,0.525,,,27.0,28.9,47.9,Copper,None,1.06,2.267,0.443,5.708,131.9,100.6,448.7,0.2957,30.49,24.9,0.0,5.45,22.2,1.995,0.72,6.97,137.0,0.0,0.04,Medium,74.3,0.788,-21.3,118.2,6350,0.2957,0.378,27.84,76.0,72.2,16655,9e-07,9.27,1.9,Thermal Degradation,6350.0,0.381,0.352,0.725,0.833,0.73,77.8,0.825,0.906
WLD_003728,Nickel,Copper,483.4,Electropolished,Nickel-plated,Electron Beam Welding,3440.6,,2780.6,4.642,,293.6,92.0,26.6,60.8,Tungsten,Helium,1.42,1.612,0.483,3.29,284.2,245.8,347.9,0.7504,31.6,42.2,0.13,12.0,27.0,1.676,0.71,2.51,106.2,0.02,-0.007,Low,94.8,0.612,-25.4,101.7,9309,0.7504,1.0846,44.53,72.6,69.0,44485,1.34e-06,2.04,2.15,Thermal Degradation,9309.0,0.209,0.168,0.734,0.946,1.83,118.7,0.56,0.92
WLD_003729,Brass,Aluminum,383.1,Nickel-plated,Oxide-cleaned,Ultrasonic Welding,1508.7,26.6,1750.1,0.507,,,44.7,27.2,79.3,Molybdenum,None,0.91,0.756,0.383,3.393,61.4,40.0,164.6,0.4169,33.16,14.2,0.18,3.03,30.0,0.692,0.71,5.09,134.1,0.0,-0.134,Low,82.0,0.227,-20.3,115.0,1958,0.4169,0.5002,19.97,92.3,87.7,9270,6.1e-07,3.1,1.82,Oxidation,1958.0,0.211,0.612,0.959,0.768,3.68,150.1,0.809,0.717
